album_name,artist_name,copyright,genre,price,released,song_name,time
good for you feat a ap rocky remixes single,selena gomez,2015 interscope records,pop music,129,4sep15,good for you feat a ap rocky kasbo remix,341.0
stars dance,selena gomez,2013 hollywood records inc,pop music dance house electronic rock teen pop,129,23jul13,music feels better bonus track,310.0
stars dance,selena gomez,2013 hollywood records inc,pop music dance house electronic rock teen pop,129,23jul13,music feels better bonus track,310.0
revival,selena gomez,2015 interscope records,pop music rock,album only,,rise,303.0
for you,selena gomez,2014 hollywood records inc,pop music teen pop dance rock,199,24nov14,the heart wants what it wants official video,435.0
revival deluxe,selena gomez,2015 interscope records,pop music rock,album only,,perfect,402.0
good for you feat a ap rocky single,selena gomez,2015 interscope records,pop music,129,19aug15,good for you feat a ap rocky,341.0
revival deluxe,selena gomez,2015 interscope records,pop music rock,album only,,perfect,402.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
ultra summer 2 the best in deep and tropical house,klingande,2015 ultra records llc,house music dance,129,29jun15,riva restart the game feat broken back radio edit,300.0
ultra dance 16,carnage,2015 ultra records llc,dance music electronic,129,24feb15,bricks feat migos,423.0
cheerleader remixes single,omi,2014 ultra records llc louder than life under exclusive license to columbia records a division of sony music entertainment,house music dance reggae pop,129,8apr14,cheerleader,254.0
cheerleader felix jaehn remix live 2015 single,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance,129,21aug15,cheerleader felix jaehn remix live 2015,300.0
cheerleader remixes single,omi,2014 ultra records llc louder than life under exclusive license to columbia records a division of sony music entertainment,house music dance reggae pop,129,8apr14,cheerleader,254.0
cheerleader feat nicky jam felix jaehn remix single,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,latin urban music latino,129,31jul15,cheerleader feat nicky jam felix jaehn remix,300.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
cheerleader feat kid ink felix jaehn vs salaam remi remix single,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,hiphop musichiphop rap electronic,129,17jul15,cheerleader feat kid ink felix jaehn vs salaam remi remix,301.0
me 4 u,omi,2015 ultra records llc under exclusive license to columbia records a division of sony music entertainment,poprock music pop dance rb soul,album only,,track 14,341.0
the best of me original motion picture soundtrack,aaron zigman,2014 relativity music group llc,soundtrack music,129,7oct14,a rose and a kiss,448.0
dance y all vol 1 ep,greg bates,2013 big machine records llc,country music,album only,18jun13,did it for the girl,311.0
when i was your man single,thomas rhett,2015 the valory music co llc,country music,129,3feb15,when i was your man,346.0
love songs drug songs ep,x ambassadors,2013 kidinakornerinterscope records,alternative music rock adult alternative,129,7may13,brother,348.0
love songs drug songs ep,x ambassadors,2013 kidinakornerinterscope records,alternative music rock adult alternative,129,7may13,brother,348.0
love songs drug songs ep,x ambassadors,2013 kidinakornerinterscope records,alternative music rock adult alternative,129,7may13,brother,348.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
the reason ep,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative electronic,129,10aug15,shining,340.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
love songs drug songs ep,x ambassadors,2013 kidinakornerinterscope records,alternative music rock adult alternative,129,7may13,brother,348.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
love songs drug songs ep,x ambassadors,2013 kidinakornerinterscope records,alternative music rock adult alternative,129,7may13,brother,348.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
vhs,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative,129,30jun15,vhs outro interlude,125.0
the reason ep,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative electronic,129,10aug15,shining,340.0
the reason ep,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative electronic,129,10aug15,shining,340.0
the reason ep,x ambassadors,2015 kidinakornerinterscope records,alternative music rock adult alternative electronic,129,10aug15,shining,340.0
jungle the made edit single,x ambassadors jamie n commons,2014 kidinakornerinterscope records,alternative music,129,30sep14,jungle the made edit,434.0
love songs drug songs ep,x ambassadors,2013 kidinakornerinterscope records,alternative music rock adult alternative,129,7may13,brother,348.0
