abv,beer_name,brew_factory_name,style
5.9,vancouver island mile high mountain ale,vancouver island brewery,amber ale
5.5,thomas creek appalachian amber ale,thomas creek brewery,amber ale
5.8,big rock urban hollow tree pacific northwest red,big rock urban brewery,amber ale
6.5,titletown addlepated ale,titletown brewing company,amber ale
5.7,willimantic ambeerlicious american ale,willimantic brewing company,amber ale
5.0,szot amber ale,szot microbrewery,amber ale
6.0,frog island amber ale,frog island brewing,amber ale
5.5,mashcraft java red,mashcraft brewing,irish ale
7.5,yukon you only live once imperial red ale,yukon brewing company,amber ale
4.8,elk grove wrangler red ale,elk grove brewery,amber ale
6.3,northbound smokehouse pride red,northbound smokehouse brewpub,amber ale
4.6,that amber ale,that brewery pub at rimside,amber ale
5.5,cape cod bourbon barrel red,cape cod beer,amber ale
5.5,lalchimiste pale ale rousse,lalchimiste,english pale ale
,coopers cave radeau red ale,coopers cave ale company,irish ale
7.0,the beer company bloodshot red,the beer company,amber ale
6.5,aspen bourbon barrel aged conundrum red ale,aspen brewing company,amber ale
5.8,baird big red machine fall classic,baird brewing co,oktoberfest m   rzen
,les brasseurs du petit sault louis xvii,les brasseurs du petit sault,amber ale
8.8,block 15 king caspian royalty red,block 15 brewery,india pale ale 40 ipa 41
7.0,puyallup river fryingpan cascadian red ale,puyallup river brewing company,american pale ale
5.6,bissell brothers bucolia ale,bissell brothers brewing company,amber ale
5.2,hollywood beach red tide amber ale,hollywood beach brewing company,amber ale
5.4,northampton clifford,northampton brewery 40 ma 41,amber ale
5.0,quidi vidi mummers brew amber ale,quidi vidi brewing company,amber ale
5.5,palouse falls crimson pride ale,palouse falls brewing company,amber ale
6.9,congregation communion chile red,congregation ales,spice herb vegetable
5.0,brewhouse alta lake ale,whistler brewhousehigh mountain,traditional ale
4.5,lassen almanor amber ale,lassen ale works,amber ale
5.0,sebago runabout red ale,sebago brewing company,amber ale
6.0,maui brewing island hopper red,maui brewing company,amber ale
5.2,bare bones tiber river red,bare bones grill brewery,amber ale
5.0,nail beazle brew,nail brewing australia,amber ale
9.0,8 wired renaissance n gne for awesome imperial amber ale,renaissance brewing,american strong ale
10.0,7venth sun mangrove double ipa red oak,7venth sun brewery,imperial ipa
9.0,pipeworks sam vs unicorn,pipeworks brewing company,american strong ale
6.1,thunder canyon little red ryeding hood ipa,thunder canyon brewery,india pale ale 40 ipa 41
5.5,central coast old mission amber ale,central coast brewing,amber ale
,horsefly tabano red,horsefly brewing company,irish ale
8.0,lynnwood imperial red,lynnwood grill brewing concern,american strong ale
5.9,75th street fountain city amber,75th street brewery,amber ale
6.0,green room south swell,green room brewing 40 fl 41,amber ale
5.7,bethlehem brew works west end red,fegleys brew works,amber ale
5.0,alewerks red marker ale,alewerks brewing company,amber ale
6.4,af brew redneck ale,af brew,spice herb vegetable
8.0,indie alehouse grendels revenge,indie alehouse brewing co,old ale
6.5,left hand safety round 2,left hand brewing co,amber ale
5.5,storz gold crest amber ale,blue blood brewing company,amber ale
5.2,apocalypse brew works atomic amber,apocalypse brew works,amber ale
7.0,elevation 66 ramble tamble red ale,elevation 66 brewing company,amber ale
5.5,allg uer winterfestbier,allg uer brauhaus 40 oetker group 41,oktoberfest m   rzen
5.2,sierra blanca roswell alien amber ale,sierra blanca brewing co,amber ale
5.1,king street amber,king street brewing company,amber ale
4.8,border brewing rooftop red ale,border brewing company,amber ale
5.0,wab custom blonde,woodward avenue brewers,pale lager
5.5,koelschip amber skyline almeers stadsbier,bierbrouwerij sint servattumus,amber ale
5.9,newmans continental drift red rye ipa,celt experience,india pale ale 40 ipa 41
5.3,612 brew wild rice dunkel,612 brew,dunkel tmav  1 2
,illinois uptown amber,illinois brewing,amber ale
,big island starshine ginger beer,big island brewhaus,spice herb vegetable
5.8,hopworks riseup red ale,hopworks urban brewery,amber ale
5.9,powerhouse amperage amber,powerhouse restaurant brewery,amber ale
,loowit twosixteen red ale,loowit brewing company,amber ale
5.2,naples beach rojo especial,naples beach brewery,bitter
5.0,flying goose wildflower honey ale,flying goose brew pub,amber ale
6.3,ab bi re la margoulette ambr e,ab bi re,amber ale
6.3,carlsberg semper ardens first gold ipa,carlsberg brewery,india pale ale 40 ipa 41
5.7,peak organic fall summit ale,shipyard brewing company,amber ale
6.0,spiteful angry adam hoppy red ale,spiteful brewing,amber ale
,crabtree 5,crabtree brewing company,sour wild ale
,big barn bluff top belgian,big barn brewery,belgian ale
6.6,conshohocken hale fire red ale,conshohocken brewing co,amber ale
7.5,bs brewing college chronic,bs brewing,american strong ale
4.5,wolfs ridge little red riding ale,wolfs ridge brewing,amber ale
5.9,vindication premium session bold ale,vindication brewing co,amber ale
5.0,alphabet city dizzy brewnette,butternuts beer and ale,altbier
5.0,bowen island sea spray amber ale,kamloops brewery,amber ale
,21st amendment imperial churchyard,21st amendment brewery,english strong ale
5.6,birrificio rurale reset,birrificio rurale,amber ale
4.8,appalachian riverside red ale,appalachian brewing company 40 pa 41,amber ale
5.0,swan lake amber swan ale,hyouko yashiki no mori brewery swan lake,amber ale
4.8,br 14 eprint br 14 e scarlet,br 14 eprint brewing company,amber ale
5.8,lake chelan mackinaw red amber ale,lake chelan brewery,amber ale
5.4,rock bottom ahwatukee raptor red,rock bottom ahwatukee,irish ale
8.6,la cumbre granges red card 4 als,la cumbre brewing company,american strong ale
5.5,cerveza queretaro,cervecera regional,amber ale
9.7,2 brothers bloody oak,2 brothers brewery,barley wine
6.2,no label ridgeback ale,no label brewing co,amber ale
5.0,highway 1 amberdextrous,highway 1 brewing company,amber ale
6.3,copperpoint a10 hop hog,copperpoint brewing company,india pale ale 40 ipa 41
6.4,waconia 255 amber ale,waconia brewing company,amber ale
6.7,acoustic ales mosh pit hoppy red ale,acoustic ales brewing experiment,amber ale
5.0,pine creek river valley red ale,big rock brewery,amber ale
5.4,barley browns point blank red 40 pbr 41,barley browns brewpub,irish ale
4.2,arundel red devil,arundel,bitter
4.6,third base red rocket amber ale,third base sports bar brewery,amber ale
6.0,300 suns rabbit mountain red ale,300 suns brewing,amber ale
9.0,boneyard chingadera iira,boneyard beer company,imperial ipa
4.8,jack codys smiggy amber ale,jack codys,amber ale
7.2,big storm red hot mama,big storm brewing company,porter
6.0,lake effect whoopskibier,lake effect brewing company,amber ale
5.9,smog city fluffy fuzz buzz,smog city brewing,spice herb vegetable
7.8,515 undead red,515 brewing company,spice herb vegetable
5.5,black bridge trailblazer brown ale,black bridge brewery 40 az 41,brown ale
5.0,ambers axl rosehip,ambers brewing company,spice herb vegetable
4.7,saimaan brewers special american red ale,saimaan juomatehdas,amber ale
5.4,rock bottom la jolla ragtop red ale,rock bottom la jolla,amber ale
5.2,kilannan new zealand red ale,kilannan brewing company,amber ale
,lakemaid frosty winter lager,stevens point brewery,premium lager
5.5,pangpang hornstull honey amber,pangpang brewery,american pale ale
5.8,great lakes rally drum red ale,great lakes brewing 40 ohio 41,amber ale
5.5,diamond knot fog bank fall ale,diamond knot brewery,amber ale
4.2,downton chimera maltsters best,downton,bitter
5.8,big tide anniversary amber ale,big tide brewing,amber ale
5.8,nostra domus,domus pub and brewery,oktoberfest m   rzen
,intuition ale works longleaf amber,intuition ale works,amber ale
4.4,lux new olde horny brew,custom brewcrafters,american pale ale
5.0,crow hop sleeping owl stout,crow hop brewery,sweet stout
5.9,pints rip saw red,pints brewing company,amber ale
6.1,laurelwood fresh hop free range red 40 amarillo 41,laurelwood public house brewery,amber ale
10.1,kaapse brouwers jaapie,brouwerij de molen,american strong ale
4.9,rj rockers red glare,rj rockers brewing co,amber ale
5.5,intracoastal amberica,intracoastal brewing company,amber ale
5.6,marthas old dunstable amber,marthas exchange restaurant and brewing,amber ale
,fort myers incognito black imperial ipa,fort myers brewing company,black ipa
5.0,brassneck mr personality,brassneck brewery,amber ale
,lodi mo kel ko red ale,lodi beer company,amber ale
6.5,prism bitto honey ipa,prism brewing company,india pale ale 40 ipa 41
2.9,hopdog beerworks midgee,hopdog beerworks,amber ale
8.3,widmer brothers timbrrr,widmer brothers brewing company,imperial ipa
4.5,fish rock red emperor amber ale,australian independent brewers,amber ale
6.2,ancient city matanzas river red ale,ancient city brewing,irish ale
5.5,rat hole rotation red ale,rat hole brewing,amber ale
4.5,bank top little red rooster,bank top,bitter
5.9,buffalo bayou 1836,buffalo bayou brewing,premium bitter esb
8.5,logboat jupiters moons,logboat brewing co,american strong ale
10.8,big alice no 0040 biscuit buckwheat honey,big alice brewing,american strong ale
5.5,sacramento river otter ale,sacramento brewing company,english pale ale
4.9,roc brewing red nutz,roc brewing company,irish ale
5.9,klamath basin rebellion red ale,klamath basin brewing the creamery brew pub grill,amber ale
5.4,wild woods campfire red ale,wild woods brewery,amber ale
,coachs railyard amber ale,coachs brewery,amber ale
5.1,seminar howler american red ale,seminar brewing,amber ale
5.8,lone peak class v amber,lone peak brewery,premium bitter esb
7.8,three notchd fandom of the hopera,three notchd brewing company,imperial ipa
7.0,21st amendment ales for als,21st amendment brewery,amber ale
8.0,public craft no front porches,public craft brewing co,amber ale
8.0,knee deep mccarthys bane imperial red ale,knee deep brewing company,american strong ale
,saint arnold altared amber,saint arnold brewing company,belgian ale
5.5,andersonville bourbon barrel aged sour gangster,andersonville brewing company,sour red brown
9.5,backwoods spruce springsteen strong ale,backwoods brewing company,american strong ale
5.2,magic hat deveiled,magic hat brewing company 40 north american breweries 41,amber ale
5.6,boulder draft house alpenglow amber,boulder draft house,amber ale
5.2,bugnutty suzis red belly ale,bugnutty brewing company,amber ale
11.0,great flood velvet racer,great flood brewing company,american strong ale
4.8,bonfire bewildered irish red ale,bonfire brewing,irish ale
6.5,paradox beer self esteem candid kaiser project,paradox beer company,amber ale
5.8,3 ravens the ravenator bock,3 ravens,dunkler bock
4.5,pelicon out of china,pivovarna pelicon,amber ale
13.0,black heath proserpine,black heath meadery,mead
5.5,1933 hoppy ending pale,1933 brewing company,american pale ale
6.5,santan 12 daze caramel spiced amber,santan brewing company,spice herb vegetable
5.5,red horn coffee house and brewing company red horn drink well red ale,red horn coffee house and brewing company,amber ale
5.8,dirty bucket dirty amber ale,dirty bucket brewing company,amber ale
,southport fairfield red,southport brewing company,amber ale
5.0,vault penn harvest ale,vault brewing company,amber ale
6.8,thorn street red headed hop child,thorn street brewery,amber ale
8.0,american highstick,american brewing company,american strong ale
10.2,mission carrack imperial red ale,mission brewery,american strong ale
5.0,suginoya amber ale,suginoya beer hamachi shuzo,amber ale
9.5,oak creek king crimson imperial red ale,oak creek brewing co,american strong ale
6.7,mohawk easter rocket red ipa,slottsk llans bryggeri,india pale ale 40 ipa 41
5.5,la petrognola ambrata al farro,la petrognola rio maggio,specialty grain
,alandale unfiltered wheat,kirkwood station brewing company,german hefeweizen
4.5,pizza port team cretins hoppy amber ale,pizza port 40 ocean beach 41,amber ale
7.1,21st amendment big hoppy red bird,21st amendment brewery,amber ale
6.0,black kettle northwest red ale,black kettle brewing,amber ale
6.0,modernist stockholm syndrome,modernist brewery,amber ale
,blue heron ambers folly amber ale,blue heron brewing company,amber ale
5.7,brewery terra firma manitou island hopper,brewery terra firma,amber ale
,big river grille disney world bobs amber ale,big river grille brewing works lake buena vista 40 craftworks 41,amber ale
5.3,fort collins hometown helles,fort collins brewery,heller bock
5.8,slanted rock iron butt red ale,slanted rock brewing company,amber ale
4.6,all inn ruby amber ale,all inn brewing co,amber ale
4.0,fulton mpls mild charred cherrywood,fulton beer company,mild ale
,conquest garnet red ale,conquest brewing company,amber ale
4.8,adnams wild hop amber beer,adnams,amber ale
5.0,freedoms edge horizon amber,freedoms edge brewing,amber ale
,iron horse fresh hop imperial red ale,iron horse brewery,american strong ale
5.5,walker brown amber ale,genesee brewing company 40 north american breweries 41,amber ale
4.6,abbeydale resurrection,abbeydale,premium bitter esb
,armadillo amber ale,hales ales,amber ale
4.0,desert edge anniversary amber,desert edge brewery,amber ale
9.2,406 imperial red ale,406 brewing company,american strong ale
4.7,breakside hoppy amber,breakside brewery,amber ale
6.5,millersburg bags best red ale,millersburg brewing,amber ale
8.5,triptych imperial red xpa,triptych brewing company,india pale ale 40 ipa 41
8.5,amager red nitro,amager bryghus,american strong ale
