64bit processing,<page title>,aspect ratio,battery chemistry,battery energy,bluetooth,bluetooth standard,brand name,cache,certifications standards,color,connection type,depth,display screen technology,display screen type,form factor,front camera resolutionwebcam resolution,front camerawebcam,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,headphonemicrophone combo port,height,keyboard,keyboard type,manufacturer,manufacturer part number,manufacturer website address,maximum battery run time,maximum standby battery time,maximum turbo speed,memory card reader,memory card supported,memory technology,micro hdmi,microphone,multitouch screen,number of cells,number of usb 30 ports,operating system,operating system platform,optical drive type,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product model,product name,product series,product type,screen mode,screen resolution,screen size,software included,solid state drive capacity,speakers,standard memory,total number of usb ports,touchpad features,touchscreen,weight approximate,width,wireless lan,wireless lan standard,additional information,audio line out,backlight technology,battery capacity,ethernet technology,finger print reader,hard drive capacity,hdcp supported,hdmi,height front,height rear,maximum memory,network rj45,number of total memory slots,number of usb 20 ports,operating system architecture,optical media supported,tv card,vga,webcam,wireless lan manufacturer,wireless lan model,mini hdmi,rear camera,rear camera resolution,wwan supported,direct media interface,focus modes,hard drive interface,hard drive rpm,hyperthreading,keyboard backlight,memory standard,security features,sensor type,solid state drive interface,vpro technology,wimax,chipset manufacturer,construction,mini displayport,applicationusage,carrying options,case features,compartment depth,compartment height,compartment width,durability,exterior material,maximum screen size supported,minimum screen size supported,style,chipset model,acer converter cable supported,acer converter port,displayport,checkpoint friendly,compatibility,graphics memory capacity,duallayer media supported,flash memory capacity,country of origin,input voltage,keyboard localization,maximum power supply wattage,digitizer,audio line in,esata,modem,modem rj11,printed designpatterntexture,features,memory form factor,number of mini pci express slots,number of processors installed,number of processors supported,number of total expansion slots,total hard drive capacity,near field communication,number of 35 bays,number of external 525 bays,number of total expansion bays,hard drive configuration,gps,maximum web surfing battery time,maximum video battery time,number of graphic controllers,number of internal 25 bays,number of pci express x1 slots,number of pci express x16 slots,controller type,raid levels,raid supported,expansion bay type,expansion slot type,switchable graphics,number of optical drives,cellular data connectivity technology,solid state drive configuration,number of msata interfaces,number of mxm slots,total solid state drive capacity,burst frequency,widi technology,usb host,rear camera video resolution,maximum audio battery time,accessibility,interior material,pixel density
Yes,"Gateway NE52209u-12504G50Mnsk 15.6"" LED (UltraBright) Notebook - AMD E-Series E1-2500 1.40 GHz - NXY2ZAA006 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),37 Wh,Yes,,Gateway,1 MB,ACPI 3.0,,,10.1 '',UltraBright,Active Matrix TFT Color LCD,,,,AMD,,Shared,DDR3 SDRAM,,,,1 '',Yes,,"Acer , Inc",NX.Y2ZAA.006,http : //us.acer.com,4.50 Hour,,,Yes,Secure Digital ( SD ),DDR3L SDRAM,,Yes,,4-cell,1.0,Windows 8,,DVD-Writer,NE52209u-12504G50MnskNotebooklithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),AMD,E1-2500,1.40 GHz,E-Series,,NE52209u-12504G50Mnsk,NE52209u-12504G50MnskNotebook,NE522,Notebook,HD,1366 x 768,15.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,5.29 lb,15 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,2500 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,,,8 GB,Yes,2.0,2.0,64-bit,DVD-RAM/ R/ RW,No,Yes,Yes,Atheros,WB335,,,,,,,Serial ATA,5400.0,,,,Kensington Lock Slot BIOS Passwords : User Supervisor HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire E1-731-10054G50Mnii 17.3"" LED Notebook - Intel Celeron 1005M 1.90 GHz - NXMGAAA003 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Acer,2 MB,ACPI 3.0,,,10.8 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,,,,1.4 '',Yes,,"Acer , Inc",NX.MGAAA.003,http : //us.acer.com,3 Hour,,,Yes,Secure Digital ( SD ),DDR3 SDRAM,,Yes,,6-cell,2.0,Windows 7 Home Premium,,DVD-Writer,Aspire E1-731-10054G50Mnii NotebookLithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,1005M,1.90 GHz,Celeron,Aspire,E1-731-10054G50Mnii,Aspire E1-731-10054G50Mnii Notebook,E1-731,Notebook,HD+,1600 x 900,17.3 '',"Microsoft & reg ; Office Starter : reduced-functionality Word and Excel & reg ; only , with advertising . No PowerPoint & reg ; or Outlook & reg ; . Buy Office 2010 to use the full-featured software . Bing & trade ; Bar Windows Live & trade ; Essentials",,Yes,4 GB,3.0,Multi-touch Gesture,,7.05 lb,16.3 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,4400 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,1.22 '',1.36 '',8 GB,Yes,2.0,1.0,64-bit,DVD-RAM/ R/ RW,No,Yes,Yes,Atheros,WB335,,,,,5 GT/s,,Serial ATA,5400.0,No,,,,,,,,Intel,,,,,,,,,,,,,,HM77 Express,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire E5-531-P7VE 15.6"" LED Notebook - Intel Pentium 3556U 1.70 GHz - Blue - NXMS8AA002 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Acer,2 MB,ACPI 3.0,Blue,,10.1 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,,,,1.2 '',Yes,,"Acer , Inc",NX.MS8AA.002,http : //us.acer.com,,,,Yes,Secure Digital ( SD ) Card,DDR3L SDRAM,,Yes,,6-cell,1.0,Windows 7 Home Premium,,DVD-Writer,Aspire E5-531-P7VE NotebookLithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,3556U,1.70 GHz,Pentium,Aspire,E5-531-P7VE,Aspire E5-531-P7VE Notebook,E5-531,Notebook,HD,1366 x 768,15.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,5.51 lb,15 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,2500 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,0.96 '',1.19 '',16 GB,Yes,2.0,2.0,64-bit,DVD-RAM/ R/ RW,No,Yes,Yes,Atheros,WB335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ProScan PLT9602G-K-8G 8 GB Tablet - 9"" - Wireless LAN - Rockchip Cortex A9 RK3026 1 GHz - PLT9602GK8GB - Laptops & Notebooks - CURTIS Laptops & Notebooks - TheNerds.net",15 : 9,,,,,ProScan,,Google Certified,,Mini USB,,,Active Matrix TFT Color LCD,,300 Kilopixel,Yes,ARM,Mali-400 MP2,,,,,,,,,Curtis International Ltd,PLT9602G-K-8GB,http : //www.curtisint.com,,,,Yes,,DDR3 SDRAM,,,Yes,,,Android 4.2 Jelly Bean,Android,No,9 '' Dual Core Internet Tablet AC Adapter Keyboard Case,,Dual-core ( 2 Core ),Rockchip,RK3026,1 GHz,Cortex A9,,PLT9602G-K-8G,9 '' Dual Core Internet Tablet,,Tablet,WVGA,800 x 480,9 '',,,,512 MB,,,Yes,,,Yes,IEEE 802.11b/g,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo IdeaTab Miix 2 Tablet PC - 11.6"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i3 i3-4012Y 1.50 GHz - 59414153 - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 10,,36 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,,Micro USB,,In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,,2 Megapixel,Yes,Intel,HD Graphics 4200,Shared,LPDDR3,,,Yes,,Yes,Physical Keyboard,Lenovo Group Limited,59414153,http : //www.lenovo.com/us/en/,,,,Yes,microSD,LPDDR3,Yes,Yes,Yes,,,Windows 8.1,Windows,No,,,Dual-core ( 2 Core ),Intel,i3-4012Y,1.50 GHz,Core i3,IdeaTab Miix 2,,IdeaTab Miix 2 Tablet PC,,Tablet PC,WUXGA,1920 x 1200,11.6 '',Veriface Face Recognition Software,128 GB,Yes,4 GB,2.0,,Yes,,,Yes,IEEE 802.11a/b/g/n,,,,,,,,,,,,,,,2.0,,,,,,,,,Yes,5 Megapixel,,5 GT/s,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Hour,8 Hour,,,,,,,,,,,,,,,,,,,,,,,,
,"Asus VersaSleeve Carrying Case (Sleeve) for 10"" Tablet - Black - 90XB001PBSL0A0 - Laptops & Notebooks - ASUS Laptops & Notebooks - TheNerds.net",,,,,,Asus,,,Black,,,,,,,,,,,,,,,,,,ASUS Computer International,90XB001P-BSL0A0,http : //usa.asus.com,,,,,,,,,,,,,,,,,,,,,,VersaSleeve,,VersaSleeve Tablet Case,,Carrying Case,,,,,,,,,,,9.60 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 '',,Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad T440s 20AQ005QUS 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Graphite Black - 20AQ005QUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),23.50 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,Graphite Black,,8.9 '',,Active Matrix TFT Color LCD,,,,Intel,HD 4400,Shared,DDR3L SDRAM,RoHS,Yes,Yes,0.8 '',Yes,,Lenovo Group Limited,20AQ005QUS,http : //www.lenovo.com/us/en/,8.40 Hour,,2.90 GHz,Yes,Secure Digital ( SD ),DDR3L SDRAM,,Yes,,3-cell,3.0,Windows 7 Professional Upgradable to Windows 8 Pro,,No,ThinkPad T440s 20AQ005QUS Ultrabook2 x Standard BatteriesAC AdapterWin 8 Pro ( 64-bit ) License Media,Trackpoint,Dual-core ( 2 Core ),Intel,i5-4300U,1.90 GHz,Core i5,ThinkPad,20AQ005QUS,ThinkPad T440s 20AQ005QUS Ultrabook,T440s,Ultrabook,HD+,1600 x 900,14 '',,16 GB,Yes,4 GB,3.0,Multi-touch Gesture,No,3.50 lb,13 '',Yes,IEEE 802.11a/b/g/n/ac,,,LED,,Gigabit Ethernet,Yes,500 GB,,,,,12 GB,Yes,1.0,,64-bit,,,Yes,Yes,Intel,Dual Band Wireless-AC 7260,,,,Yes,5 GT/s,,Serial ATA/600,7200.0,Yes,Yes,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-Compliant Smart Card Reader",,M.2,Yes,,Intel,,,,,,,,,,,,,,QM87 Express,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Dell Latitude 12 7000 E7240 12.5"" Touchscreen LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4625616 - Laptops & Notebooks - DELL COMPUTER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),42 Wh,,,Dell,3 MB,MIL-STD-810G,,,8.3 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics 4400,Shared,DDR3L SDRAM,EPEAT,Yes,Yes,0.8 '',Yes,,"Dell , Inc",462-5616,http : //www.dell.com,,,2.90 GHz,,,DDR3L SDRAM,,Yes,,4-cell,3.0,Windows 7 Professional,,,Latitude 12 7000 E7240 Ultrabook Lithium Ion Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i5-4300U,1.90 GHz,Core i5,Latitude,E7240,Latitude 12 7000 E7240 Ultrabook,12 7000,Ultrabook,HD,1366 x 768,12.5 '',Dell KACE,,Yes,8 GB,3.0,Multi-touch Gesture,Yes,,12.2 '',,,,,LED,,,,,,Yes,,,,Yes,1.0,,,,,,,,,,,,,5 GT/s,,,,Yes,,DDR3L-1600/PC3-12800,FIPS 140-2-Certified Trusted Platform Module ( TPM ) Dell Data Protection | Protected Workspace Dell Data Protection | Encryption Dell ControlVault,,,,,Intel,Rugged,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Toshiba Satellite C55-B5265 15.6"" LED (TruBrite) Notebook - Intel Core i5 i5-4210U 1.70 GHz - PSCLUU01E004 - Laptops & Notebooks - TOSHIBA Laptops & Notebooks - TheNerds.net",16 : 9,,,,,Toshiba,3 MB,Wi-Fi Certified,,,,TruBrite,Active Matrix TFT Color LCD,,,,,,,,RoHS,Yes,,,Yes,,Toshiba,PSCLUU-01E004,http : //www.toshiba.com,,,2.70 GHz,Yes,Secure Digital ( SD ),DDR3 SDRAM,,,,,,,,,Satellite C55-B5265 Notebook Standard Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i5-4210U,1.70 GHz,Core i5,Satellite,C55-B5265,Satellite C55-B5265 Notebook,C55,Notebook,,,15.6 '',,,,6 GB,,Multi-touch Gesture,,,,Yes,IEEE 802.11n,,,LED,,,,,,,,,,,,,,,,,,,,,,,,5 GT/s,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire P3-171-3322Y4G12as Ultrabook/Tablet - 11.6"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i3 i3-3229Y 1.40 GHz - NXM8NAA003 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),40 Wh,Yes,Bluetooth 4.0 + HS,Acer,3 MB,,,,11.6 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Hybrid,,Yes,Intel,HD 4000,Shared,DDR3 SDRAM,,,,0.4 '',Yes,Touchscreen Keyboard,"Acer , Inc",NX.M8NAA.003,http : //us.acer.com,6 Hour,,,No,,DDR3 SDRAM,,Yes,Yes,4-cell,1.0,Windows 8,Windows,No,Aspire P3-171-3322Y4G12as Ultrabook/TabletLithium Ion BatteryAC Adapter Bluetooth Keyboard,,Dual-core ( 2 Core ),Intel,i3-3229Y,1.40 GHz,Core i3,Aspire,P3-171-3322Y4G12as,Aspire P3-171-3322Y4G12as Ultrabook/Tablet,P3-171,Ultrabook/Tablet,HD,1366 x 768,11.6 '',,120 GB,Yes,4 GB,1.0,,Yes,1.74 lb,7.5 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,Yes,LED,5280 mAh,,No,,,Yes,0.39 '',0.40 '',,,,,64-bit,,No,,,Atheros,MD222,,,,,5 GT/s,,,,Yes,,,,,Serial ATA/600,,,Intel,,,,,,,,,,,,,,HM77 Express,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer ICONIA W700-53314G12as Tablet PC - 11.6"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-3317U 1.70 GHz - NTL0QAA010 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),54 Wh,Yes,Bluetooth 4.0 + HS,Acer,3 MB,ACPI 3.0Product Safety Electric Appliance and Materials ( PSE ),,,7.5 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Slate,,Yes,Intel,HD 4000,Shared,DDR3 SDRAM,,,,0.5 '',Yes,Touchscreen Keyboard,"Acer , Inc",NT.L0QAA.010,http : //us.acer.com,9 Hour,,,No,,DDR3 SDRAM,,Yes,Yes,3-cell,1.0,Windows 8,Windows,No,ICONIA W700-53314G12as Tablet PCLithium Polymer BatteryAC Adapter,,Dual-core ( 2 Core ),Intel,i5-3317U,1.70 GHz,Core i5,ICONIA,W700-53314G12as,ICONIA W700-53314G12as Tablet PC,W700,Tablet PC,Full HD,1920 x 1080,11.6 '',,128 GB,Yes,4 GB,1.0,,Yes,2.09 lb,11.6 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,Yes,LED,4850 mAh,,No,,,Yes,,,,,,,64-bit,,No,,,Atheros,MD222,,,,,5 GT/s,,,,Yes,,,,Accelerometer,Serial ATA/600,,,Intel,,,,,,,,,,,,,,HM77 Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer ICONIA W4-820-Z3742G03aii 32 GB Net-tablet PC - 8"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Atom Z3740 1.33 GHz - NTL31AA008 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 10,Lithium Polymer ( Li-Polymer ),,Yes,,Acer,2 MB,,,Micro USB,8.6 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Slate,2 Megapixel,Yes,Intel,HD Graphics,Shared,LPDDR3,,,Yes,0.4 '',Yes,Touchscreen Keyboard,"Acer , Inc",NT.L31AA.008,http : //us.acer.com,,,,Yes,microSD,LPDDR3,,Yes,Yes,2-cell,,Windows 8.1,Windows,No,ICONIA W4-820-Z3742G03aii Net-tablet PCLithium Polymer BatteryAC Adapter,,Quad-core ( 4 Core ),Intel,Z3740,1.33 GHz,Atom,ICONIA,W4-820-Z3742G03aii,ICONIA W4-820-Z3742G03aii Net-tablet PC,W4-820,Net-tablet PC,WXGA,1280 x 800,8 '',,,Yes,2 GB,,,Yes,14.64 oz,5.3 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,,LED,4960 mAh,,No,,,Yes,0.38 '',0.42 '',,,,,32-bit,,No,,,AzureWave,AW-AH691,,,,,,,,,,,,Trusted Platform Module ( TPM ) solution,Ambient Light Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,10 Hour,8 Hour,,,,,,,,,,,,,,,,,,,,,,,,
,"HP Carrying Case (Backpack) for 15.6"" Notebook, Tablet PC, Document, Accessories - Black - H4J93UT - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net",,,,,,HP,,,Black,,7.8 '',,,,,,,,,,,,,17.8 '',,,Hewlett-Packard,H4J93UT,http : //www.hp.com,,,,,,,,,,,,,,,,,,,,,,,,Professional Backpack Case,,Carrying Case,,,,,,,,,,,2.75 lb,12.3 '',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Strap,Padded Strap,,,,,,15.6 '',,Backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire E5-531-C01E 15.6"" LED Notebook - Intel Celeron 2957U 1.40 GHz - NXMLVAA001 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Acer,2 MB,ACPI 3.0,,,10.1 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,,,,1.2 '',Yes,,"Acer , Inc",NX.MLVAA.001,http : //us.acer.com,,,,Yes,Secure Digital ( SD ) Card,DDR3L SDRAM,,Yes,,6-cell,1.0,Windows 7 Home Premium,,DVD-Writer,Aspire E5-531-C01E NotebookLithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,2957U,1.40 GHz,Celeron,Aspire,E5-531-C01E,Aspire E5-531-C01E Notebook,E5-531,Notebook,HD,1366 x 768,15.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,5.51 lb,15 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,2500 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,0.96 '',1.19 '',16 GB,Yes,2.0,2.0,64-bit,DVD-RAM/ R/ RW,No,Yes,Yes,Atheros,WB335,,,,,5 GT/s,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Dell Inspiron 14 7000 14-7437 14"" Touchscreen LED (TrueLife) Notebook - Intel Core i7 i7-4510U 2 GHz - Silver Aluminum - I7437T3133SLV - Laptops & Notebooks - DELL Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),58 Wh,Yes,Bluetooth 4.0,Dell,4 MB,,Silver Aluminum,,9.4 '',TrueLife,Active Matrix TFT Color LCD,,,,Intel,HD Graphics 4400,Shared,DDR3L SDRAM,EPEAT,Yes,Yes,0.6 '',Yes,,"Dell , Inc",i7437T-3133sLV,http : //www.dell.com,,,3.10 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3L SDRAM,,,Yes,4-cell,2.0,Windows 8.1 ( English ),,No,Inspiron 14-7437 Notebook Lithium Ion Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i7-4510U,2 GHz,Core i7,Inspiron,14-7437,Inspiron 14-7437 Notebook,14 7000,Notebook,Full HD,1920 x 1080,14 '',,,,8 GB,2.0,Multi-touch Gesture,Yes,,13.6 '',Yes,IEEE 802.11 a/g/n,,,LED,,,,500 GB,,Yes,,,8 GB,,,,64-bit,,,,,Intel,Dual Band Wireless-N 7260,,,,,5 GT/s,,Serial ATA,5400.0,Yes,Yes,DDR3L-1600/PC3-12800,Noble Security Lock Dell Support Dell Back-up and Recovery,,,No,,Intel,,,,,,,,,,,,,,HM76 Express,,,,,,,,,,,English ( US ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad T440p 20AN006MUS 14"" LED (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 20AN006MUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),56 Wh,Yes,Bluetooth 4.0,Lenovo,4 MB,,Black,,9 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,,,,NVIDIA,GeForce GT 730M,Shared,DDR3L SDRAM,RoHS,Yes,Yes,1.2 '',Yes,,Lenovo Group Limited,20AN006MUS,http : //www.lenovo.com/us/en/,7.40 Hour,,3.60 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3L SDRAM,,Yes,,6-cell,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,,DVD-Writer,ThinkPad T440p 20AN006MUS Notebook Lithium Ion Battery AC Adapter,Trackpoint,Dual-core ( 2 Core ),Intel,i7-4600M,2.90 GHz,Core i7,ThinkPad,20AN006MUS,ThinkPad T440p 20AN006MUS Notebook,T440p,Notebook,Full HD,1920 x 1080,14 '',Lenovo Solution Center ThinkVantage Product Recovery Rescue and Recover ThinkVantage System Update Lenovo Cloud Storage by SugarSync Intel AppUp PC Device Stage Adobe Reader Nitro Pro Evernote Skype Microsoft Office 2010 Preloaded ( Purchase Product Key to Activate ) Norton Internet Security ( 30 days of virus definitions ) Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer,,Yes,4 GB,4.0,Multi-touch Gesture,,4.72 lb,13.2 '',Yes,IEEE 802.11ac,,,LED,,Gigabit Ethernet,Yes,500 GB,,,,,16 GB,Yes,2.0,2.0,64-bit,DVD R/ RW,,Yes,Yes,Intel,Dual Band Wireless-AC 7260,,,,Yes,5 GT/s,,Serial ATA/600,7200.0,Yes,Yes,DDR3L-1600/PC3-12800,"Intel Active Management Technology ( iAMT ) Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-Compliant",,,Yes,,Intel,,,,,,,,,,,,,,QM87 Express,,,Yes,,,Up to 1 GB,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad X140e 20BLS00300 11.6"" LED Notebook - AMD E-Series E1-2500 1.40 GHz - Midnight Black - 20BLS00300 - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),62.40 Wh,Yes,Bluetooth 4.0,Lenovo,1 MB,,Midnight Black,,8.5 '',,Active Matrix TFT Color LCD,,,,AMD,Radeon HD 8240,Shared,DDR3L SDRAM,RoHS,Yes,Yes,1.4 '',Yes,,Lenovo Group Limited,20BLS00300,http : //www.lenovo.com/us/en/,8.50 Hour,,,Yes,MultiMediaCard ( MMC ),DDR3L SDRAM,,Yes,,6-cell,2.0,Windows 7 Professional,,No,ThinkPad X140e 20BLS00300 Notebook Lithium Ion Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),AMD,E1-2500,1.40 GHz,E-Series,ThinkPad,20BLS00300,ThinkPad X140e 20BLS00300 Notebook,X140e,Notebook,HD,1366 x 768,11.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,3.90 lb,11.6 '',Yes,IEEE 802.11b/g/n,,,LED,,Gigabit Ethernet,,500 GB,Yes,Yes,,,8 GB,Yes,2.0,1.0,64-bit,,,Yes,Yes,Lenovo,,,,,,,,Serial ATA/600,7200.0,,,DDR3L-1600/PC3-12800,Security Keyhole Power-on Password Hard Disk Password Supervisor Password,,,,,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
