32bit or 64bit os,3d glasses included,3d ready,<page title>,backlit keyboard,battery cells,battery life hrs,battery life range,battery type,bluetooth version,built in speakers,color,condition,cpu brand,cpu cache mb,cpu core,cpu series,cpu speed,cpu speed range,depth in,display type,energy star compliant,esata port,fingerprint reader,gpu chipset,gpu memory,gpu video type,hard drive capacity,hard drive capacity range,hard drive interface,hard drive speed,hard drive type,hdmi outputs,hdmi ports,headphone jacks number,height in,included software bundles,item weight lbs,laptop type,lifestyle,manufacturer warranty hardware,manufacturer warranty labor,manufacturer warranty software,max resolution format,maximum memory supported,maximum screen resolution,memory range,memory type,mouse type,networking capability,numeric keypad,operating system,operating system version,optical audio port,optical drive type,package contents,pc card type,screen size by diagonal measure,screen size range,ssd boot drive,total firewire ports,total parallel ports,total serial ports,total system memory,total usb 20 ports,total usb 30 ports,touch screen,tv tuner,vga out,webcam included,widi ready intel wireless display,width in,wireless networking,general warranty,aspect ratio,audio channels,battery capacity ma,bluray read speed max,bluray rewrite speed max,bluray write speed max,cd read speed max,cdr write speed max,cdrw rewrite speed max,dvd read speed max,dvd rewrite speed max,dvd write speed max,microphone jacks,multimedia card built in,multimedia card type,power supply capacity in watts,product bundle,security lock slot,memory speed,64bit computing processor chipset,audio features audio video,capacity battery,chipset processor chipset,color miscellaneous,cpu processor chipset,depth dimensions weight,features display,features input,features miscellaneous,features processor chipset,graphics processor audio video,height dimensions weight,included accessories miscellaneous,included service general,input ac adapter,interfaces connections expansion,lcd backlight technology display,main storage storage,max turbo speed processor chipset,mechanical design general,memory card reader connections expansion,number of cores processor chipset,operating system general,output ac adapter,product type general,ram memory,resolution display,run time battery,sound audio video,speed memory,technology memory,touchscreen display,type display,type input,weight dimensions weight,widescreen display,width dimensions weight,wireless communications,camera in megapixels,caching techology storage,codec audio video,color support display,compliant standards audio video,compliant standards miscellaneous,empty slots memory,epeat compliant environmental standards,features modem,form factor memory,front side bus processor chipset,humidity range operating environmental parameters,interface storage,localization miscellaneous,manufacturer selling program miscellaneous,max transfer rate modem,memory allocation technology audio video,microsoft office preloaded software,min operating temperature environmental parameters,network interface communications,platform technology processor chipset,power efficiency processor chipset,protocols specifications modem,slots connections expansion,slots qty memory,sound emission environmental parameters,the worlds best engineering in action,wireless controller communications,optical drive storage,software included software,cool and quiet design,expansion bays connections expansion,image aspect ratio display,installed qty battery,integrated options miscellaneous,max supported qty battery,outstanding battery life,service support details manufacturer warranty,switchable graphics,system type general
64-bit,None,No,Buy  Dell Dell E6420 refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/14/W7P64 - E6420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1280 x 800,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Lenovo T410 refurbished laptop PC I5 2.53/4GB/500GB/DVDRW/14.1/W7P64 - T410 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,4MB,Dual-core,Core I series,2.53,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.1,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  IBM T61 Refurbished 14.1 Laptop, Intel Core2Duo 2GHz, 2GB, 80GB,CDRW/DVD, Windows7 Home Premium ENERGY STAR® - NIAT61M20HEEDG from MyGofer.com",No,6-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2MB,Dual-core,Intel Core 2 Duo,2000,2.0 to 3 GHz,9.4,LCD,Yes,No,No,Intel,Shared with system memory,Intergrated,80,Less than 128GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.2,"Windows7 Home Premium , Open Office , Windows Live Essentials , Firefox , Adobe Reader X , Adobe Flash Player",5.2,PC laptops,Home & Student,90 Days Parts and Labor,90 Days Parts and Labor,90 Days Parts and Labor,None,4GB,1280 x 800,2GB or less,DDR2,None,"10/100/1000 NIC , Gigabit LAN",No,Windows,Windows 7 Home Premium,No port,CD-RW/DVD Combo Drive,"Computer System , AC Adaptor , Welcome Letter , Warranty Card , System Recovery Instructions",PCMCIA,14.1,11 inches to 14.9 inches,No,1,None,None,2.0,3,3.0,No,No,Yes,No,No,13.0,802.11G,90 days parts and labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Lenovo T410 refurbished laptop PC I5 2.53/4GB/500GB/DVDRW/14.1/W7P64 - T410 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,4MB,Dual-core,Core I series,2.53,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.1,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6520 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/15.6/W7P64 - E6520 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Buy  Dell Latitude D620 Notebook with Armor Shield Intel, Core2Duo 1.8GHz, 2GB, 60GB, CDRW/DVD, 14.1""W, Win 7HP, Refurbished ENERGY STAR® - NDD620SM18HCDDG from MyGofer.com",,,,,,,,Black,,Intel,,,,1.8,,9.4,,Yes,,,,,,,128GB to 249GB,,,,,,,1.33,"Anti-Virus , Image/Photo Editing , CD Creation , Contacts/Phonebook , Utility , Calendar , Video Editing Software",4.4,PC laptops,,,,,,,,2.1GB - 4GB,,,"DSL , LAN and wireless",,,Windows 7 Home Premium,,,"Computer System , AC Adaptor , Welcome Letter , Warranty Card , System Recovery Instructions",PCMCIA,,11 inches to 14.9 inches,,,,,,4,,No,,Yes,,,13.3,,90 Days Parts and Labor Depot Warranty,,,,,,,,,,24X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Dell Dell D830 refurbished laptop PC C2D 2.0/2GB/80GB/DVD-CDRW/15.5/W7HP - D830 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Dual Core,2.0,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,80,Less than 128GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,None,1.0,2.0,W7 Home Premium,4.7,PC laptops,Home & Student,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,4GB,1280 x 800,2GB or less,DDR2,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Home Premium,No port,CD-RW/DVD Combo Drive,"PC , power cord , set up guide .",ExpressCard,15.5,15 inches to 15.9 inches,No,None,None,None,2048.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Dell Latitude D630 Intel Core 2 Duo 1.8GHz 1GB RAM 60GB HDD WIN7-H Refurbished ENERGY STAR® - D630 from MyGofer.com,No,6-cell,5.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Silver/gray,Refurbished,Intel,2,Dual-core,Core 2 Duo,1800,1.4 to 1.9 GHz,5.0,LCD,Yes,Yes,No,Intel,1696,Integrated,500,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.0,N/A,4.0,PC laptops,Business,N/A,N/A,N/A,480p,4000,1280 x 1024,2GB or less,DDR2,Touchpad,802.11g/b/n,No,Windows,Windows 7 Home,No port,CD-RW/DVD Combo Drive,Notebook & adapter,None,14.1,11 inches to 14.9 inches,No,1,None,None,1024.0,4,0.0,No,No,Yes,No,No,13.8,"802.11N , 802.11G , 802.11B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Buy  Dell Latitude E6400 Notebook, Armor Shield Skin, Intel Core2Duo 2.4GHz, 4GB, 160GB, DVDRW, 14.1""W, WIFI, Win7HP, Refurbished ENERGY STAR® - NDE640SM24HIGEG from MyGofer.com",,,,,,,,Black,,Intel,,,,2.4,,9.4,,Yes,,,,,,,128GB to 249GB,,,,,,,1.2,"Anti-Virus , Image/Photo Editing , CD Creation , Contacts/Phonebook , Utility , Calendar , Video Editing Software",4.3,PC laptops,,,,,,,,2.1GB - 4GB,,,"DSL , LAN and wireless",,,Windows 7 Home Premium,,,"Computer System , AC Adaptor , Welcome Letter , Warranty Card , System Recovery Instructions",ExpressCard,,11 inches to 14.9 inches,,,,,,4,,No,,Yes,,,13.2,,90 Days Parts and Labor Depot Warranty,,,,,,,,,,24X,,8X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Dell Latitude D630 Intel Core 2 Duo 1.8GHz 1GB RAM 60GB HDD WIN7-H Refurbished ENERGY STAR® - D630 from MyGofer.com,No,6-cell,5.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Silver/gray,Refurbished,Intel,2,Dual-core,Core 2 Duo,1800,1.4 to 1.9 GHz,5.0,LCD,Yes,Yes,No,Intel,1696,Integrated,500,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.0,N/A,4.0,PC laptops,Business,N/A,N/A,N/A,480p,4000,1280 x 1024,2GB or less,DDR2,Touchpad,802.11g/b/n,No,Windows,Windows 7 Home,No port,CD-RW/DVD Combo Drive,Notebook & adapter,None,14.1,11 inches to 14.9 inches,No,1,None,None,1024.0,4,0.0,No,No,Yes,No,No,13.8,"802.11N , 802.11G , 802.11B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Samsung Refurbished 11.6"" Chromebook Exynos 1.7GHz 2GB RAM 16GB SSD Google Chrome OS Model# XE303C12-A01US ENERGY STAR® - NBSMXE303C12A01 from MyGofer.com",No,2-cell,6.3,6hrs - 8.9hrs,Lithium polymer,3.0 + HS ( High Speed ),Yes,Silver/gray,Refurbished,Other Brand,1,Dual-core,1700,1700,1.4 to 1.9 GHz,8.09,LED-backlit,Yes,No,No,Specialty,Shared,Intergrated,16,Less than 128GB,SATA III ( 6 Gb/s ),Variable,Solid State Drive ( SSD ),Yes,1,1.0,0.7,NA,2.43,Chromebooks,Home & Student,90 Days Parts and Labor,90 Days,90 Days,720p,1600,1366 x 768,2GB or less,DDR3,Touchpad,No,No,Chrome,Google Chrome OS,No port,None,"Samsung Chromebook , Power Cable & Adaptor",None,11.4,11 inches to 14.9 inches,Yes,None,None,None,2.0,1,1.0,No,No,No,Yes,No,11.4,"802.11N , 802.11G , 802.11B , 802.11A",90 Days Parts and Labor,16 : 9 ( Widescreen ),2.0,4080.0,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,1.0,Yes,"SD , SDHC , SDXC",,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8540P refurbished laptop PC I7 2.67/4GB/320GB/DVDRW/15.6/W7P64 - 8540P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,320,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6510 refurbished laptop PC I5 2.67/4GB/320GB/DVDRW/15.6/W7P64 - E6510 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,320,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Buy  Lenovo Intel Core 2 Duo T7200-2Ghz 1GB 120GB HD DVDRW 14.1 Vista Business ENERGY STAR® - 0689E5U from MyGofer.com,,6-cell,,,Lithium-Ion ( LiIon ),,,Orange,,,L2 - 4 MB,,,2 GHz,,,,Yes,,,,,,,,,,,,,,,,5.3,,,Limited warranty - parts and labor - 1 year - carry-in ¦ Limited warranty - battery - 1 year,Limited warranty - parts and labor - 1 year - carry-in ¦ Limited warranty - battery - 1 year,Limited warranty - parts and labor - 1 year - carry-in ¦ Limited warranty - battery - 1 year,,2 GB,,,,,,,Windows,,,,,,,,,,,,,,,,,,,,,,Limited warranty - parts and labor - 1 year - carry-in ¦ Limited warranty - battery - 1 year,,,,,,,,,,,,,,,,,,,,Yes,,,Mobile Intel 945GM Express,,Intel Core 2 Duo T7200 / 2 GHz,10.1 in,"VibrantView , glossy",,"Security lock slot ( cable lock sold separately ) , administrator password , hard drive password , power-on password","Enhanced SpeedStep technology , Execute Disable Bit capability , Intel 64 Technology",Intel GMA 950,1.5 in,,,AC 120/230 V ( 50/60 Hz ),1 x display / video - S-video output - 4 pin mini-DIN ¦ 1 x IEEE 1394 ( FireWire ) - 4 pin FireWire ¦ 4 x USB 2.0 - 4 pin USB Type A ¦ 1 x display / video - VGA - 15 pin HD D-Sub ( HD-15 ) ¦ 1 x modem - phone line - RJ-11,,120 GB HDD,,,"4 in 1 ( SD Card , Memory Stick , MultiMediaCard , xD-Picture Card )",Dual-Core,,,Notebook,1 GB ( 2 x 512 MB ),1280 x 800 ( WXGA ),Up to 4 hours,"Stereo speakers , microphone",667 MHz / PC2-5300,DDR2 SDRAM,,14.1 '',"Keyboard , touchpad",5.3 lbs,Yes,13.3 in,"802.11b/g , Bluetooth",,,AD1986A,24-bit ( 16.7 million colors ),"SoundMAX , High Definition Audio","FCC Class B certified , MPR II , BSMI , VCCI Class B ITE , CISPR 22 Class B , NOM , SASO , IEC 60950 , CSA 22.2 No . 950 , UL 60950 , FCC Part 15 B , CER , CCC , RoHS",0.0,,V.92 upgradable,SO DIMM 200-pin,667 MHz,,SATA 1.5 Gb/s,,,56 Kbps,Dynamic Video Memory Technology 3.0,Includes a pre-loaded image of select Microsoft Office 2010 suites . Purchase an Office 2010 Product Key Card or disc to activate preloaded software on this PC .,,10/100 Ethernet,,,ITU V.90,2 x memory ( 0 free ) ¦ 1 x CardBus ( 1 free ),2.0,40 dB,,Lenovo 11b/g,DVD-Writer - fixed,"Adobe Acrobat Reader , PC Doctor , InterVideo WinDVD , Sun Java Runtime Environment , ThinkVantage Access Connections , Google Toolbar , ThinkVantage Rescue and Recovery , ThinkVantage Client Security , Lotus Notes Stand-alone Client license , Lotus",,,,,,,,,,
64-bit,None,No,"Buy  Dell Refurbished Latitude E4300 with Armour Shield,Intel Core2Duo 2.2GHz,2GB,80GB,CDRW/DVD,13.3"",Win7 Home Prem,1yr Warranty,Refurb. ENERGY STAR® - NDE430WM22HEEEG from MyGofer.com",No,4-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2MB,Dual-core,Intel Core 2 Duo,2.2,2.0 to 3 GHz,8.5,LED-backlit,Yes,Yes,No,Intel,Shared with system memory,Intel GMA 4500MHD,80GB,Less than 128GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,None,1.0,1.2,Microsoft Win 7 Home Premium,3.3,PC laptops,Home & Student,1 Year Depot Parts and Labor Warranty,1 Year Depot Parts and Labor Warranty,1 Year Depot Parts and Labor Warranty,720p,8GB,1280 x 800,2GB or less,DDR2,Touchpad,"10/100/1000 GigaLAN , Wifi B/G , optional Mobile Broadband",No,Windows,Windows 7 Home Premium,No port,CD-RW/DVD Combo Drive,"Computer System , AC Adaptor , Welcome Letter , Warranty Card , System Recovery Instructions",ExpressCard,13.3,11 inches to 14.9 inches,No,1,None,None,2.0,2,0.0,No,No,Yes,No,No,12.2,802.11G,1 Year Depot Parts and Labor Warranty,16 : 9 ( Widescreen ),,,,,,24X,8X,8X,24X,,No Drive,1.0,Yes,"5 in 1 Card Reader , including SD , XD , MMC , MS , MS-Pro",,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6420 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/14/Webcam/W7P64 - E6420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8460P refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/14/Webcam/W7P64 - 8460P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Dell 15.6"" Inspirion Touchscreen Laptop with Intel Core i5 Processor, 6 GB Memory, 1 TB Hard Drive and Windows 8.1 - Silver - I55473751SLV from MyGofer.com",Yes,3-cell,7.17,6hrs - 8.9hrs,Lithium-Ion ( LiIon ),Bluetooth 4.0 Smart Ready,Yes,Silver/gray,New,Intel,3,Single-core,4th Generation Intel Core i5-4210U processor,2.7,2.0 to 3 GHz,10.0,LED-backlit,No,No,No,Intel,"Integrated , Intel HD Graphics 4400 Shared system memory",Integrated Video,1,1TB to 1.4TB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,0.9,"McAfee TPeaks Live Safe - 30 day , Microsoft® Office Trial ( OHT13M )",5.29,PC laptops,Home & Student,1 year,1 year,1 year,720p,6,1366 x 768,4.1GB - 6GB,DDR3,Touchpad,Built-in 10/100 Ethernet LAN,No,Windows,Windows 8.1 ( 64Bit ) English,No port,None,Laptop,None,15.6,15 inches to 15.9 inches,No,None,None,None,6.0,1,2.0,Yes,No,No,Yes,Yes,14.9,No wireless networking,1 year,,,43.0,,,,,,,,,,1.0,Yes,,,,Yes,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8460P refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/14/Webcam/W7P64 - 8460P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
