64bit processing,<page title>,aspect ratio,audio line in,audio line out,backlight technology,brand name,cache,certifications standards,chipset manufacturer,chipset model,controller type,direct media interface,display screen technology,display screen type,displayport,ethernet technology,features,form factor,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,hdcp supported,hyperthreading,input voltage,keyboard,keyboard localization,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum memory,maximum power supply wattage,maximum turbo speed,memory form factor,memory standard,memory technology,network rj45,number of external 525 bays,number of internal 25 bays,number of mini pci express slots,number of msata interfaces,number of mxm slots,number of processors installed,number of processors supported,number of total expansion bays,number of total expansion slots,number of total memory slots,number of usb 30 ports,operating system,operating system architecture,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product name,product series,product type,raid supported,screen mode,screen resolution,screen size,software included,standard memory,total hard drive capacity,total number of usb ports,touchscreen,width,depth,hard drive interface,hard drive rpm,height,keyboard type,number of m2 interfaces,number of usb 20 ports,vga,vpro technology,weight approximate,wireless lan,wireless lan standard,color,esata,firewireilink,hdmi,hybrid hard drive capacity,hybrid hard drive interface,modem,modem rj11,optical drive type,optical media supported,product model,ssd cache capacity,memory card reader,number of optical drives,bluetooth,bluetooth standard,microphone,webcam,dvi,solid state drive interface,total solid state drive capacity,number of 35 bays,number of pci express x1 slots,number of pci express x16 slots,duallayer media supported,number of pci slots,raid levels,graphics controller interface,graphics memory capacity,compatibility,device supported,print color,flash memory,headphonemicrophone combo port,clock speed,l1 cache,l2 cache,l3 cache,number of monitors supported,overclocking speed,package type,platform supported,process technology,processor socket,processor technology,thermal design power,thermal specification,memory card supported,multitouch screen,connectivity technology,host interface,system requirements,media type,power source,recommended use,operating power consumption,standby power consumption,usb,usb standard,adjustable display angle,brightness,contrast ratio,horizontal viewing angle,maximum resolution,number of screens,panel technology,response time,screen surface,vertical viewing angle
Yes,Lenovo ThinkCentre M93z 10AF0005US All-in-One Computer,16 : 9,Yes,Yes,LED,Lenovo,8 MB,TUV Green Mark,Intel,Q87 Express,Serial ATA/600,,,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,"Tool-less Back Cover , Security Slot",Desktop Desktop,Intel,HD 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , TCO Certified Edge , ULE Gold , GREENGUARD , RoHS , EuP",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AF0005US,http : //www.lenovo.com/ca/en,16 GB,150 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,1.0,,1.0,1.0,,1.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro Genuine Windows 7 Professional,64-bit,ThinkCentre M93z ( 10AF-0005US ) Keyboard Mouse Monitor Stand Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i7-4770S i7-4770S,3.10 GHz 3.10 GHz,Core i7 Core i7,ThinkCentre,ThinkCentre M93z ( 10AF-0005US ),M93z,All-in-One Computer All-in-One Computer,,Full HD,1920 x 1080 1920 x 1080,23 '' 23 '',ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Device Experience ThinkVantage AutoLock Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ( purchase a product key to activate ) Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Lenovo Solutions for Small Business Nitro Pro,4 GB 4 GB,1 TB,6.0,No,22.4 '' ( 569 mm ),9.7 '' ( 246.4 mm ),Serial ATA/600,7200.0,21.7 '' ( 551.2 mm ),,,,Yes,Yes,11.58 kg,Yes,IEEE 802.11b/g/n,Business Black Business Black,,,,,,,,DVD-Writer,DVDÂ±R/Â±RW,10AF0005US,,Yes,,Yes,Bluetooth 4.0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Asus M32BF-US005S Desktop Computer - AMD A-Series A4-5300 3.40 GHz,,Yes,Yes,,Asus,1 MB,BSMI CB CE CCC,AMD,A55,Serial ATA/300,,,,,Gigabit Ethernet,,,AMD,Radeon HD 7480D,Shared,DDR3 SDRAM,RoHS,Yes,,,,Yes,,1 Year,ASUS Computer International,M32BF-US005S,http : //www.asus.com,16 GB,300 W,3.60 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,1.0,,,1.0,1.0,3.0,2.0,2.0,2.0,Windows 8.1,,M32BF-US005S Desktop Computer 1 x Keyboard 1 x Mouse 1 x Power Cord 1 x Warranty Card 1 x Quick Manual,Mouse,Dual-core ( 2 Core ),AMD,A4-5300,3.40 GHz,A-Series,,M32BF-US005S Desktop Computer,M32BF,Desktop Computer,,,,,Software : Anti-Virus Trial Adobe Acrobat Reader Ai Charger ll Microsoft Pack Microsoft Office Trial Windows 8 Games Utility : ASUS AI-SUITE II ASUS AI Manager ASUS My Logo2 ASUS Update ASUS Q-fan ASUS @ Vibe ASUS AI Charger ASUS WebStorage ASUS Music Maker,4 GB,1 TB,6.0,,7 '' ( 177.8 mm ),15 '' ( 381 mm ),,7200.0,16 '' ( 406.4 mm ),Physical Keyboard,,4.0,Yes,,8.30 kg,,,Black,,,Yes,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,M32BF-US005S,,Yes,1,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Secure Digital ( SD ) , Secure Digital High Capacity ( SDHC ) , Memory Stick , Memory Stick PRO , xD-Picture Card , MultiMediaCard ( MMC )",,,,,,,,,,,,,,,,,,,,,
Yes,HP EliteDesk 800 G1 Desktop Computer - E7D02AW#ABA,,Yes,Yes,,HP,6 MB,ACPI TAA Compliant,Intel,Q87 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD 4600,Shared,DDR3 SDRAM,"RoHS , Eco-label , IT Eco Declaration , WEEE , EU WEEE , EU RoHS , ENERGY STAR",Yes,Yes,,"110 V AC , 220 V AC",Yes,,3 Year,Hewlett-Packard,E7D02AW # ABA,http : //www.hp.com/ca,32 GB,240 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,4.0,4.0,4.0,Windows 7 Professional,64-bit,EliteDesk 800 G1 Small Form Factor PC ( ENERGY STAR ) Keyboard,,Quad-core ( 4 Core ),Intel,i5-4670,3.40 GHz,Core i5,EliteDesk,EliteDesk 800 G1 Small Form Factor PC ( ENERGY STAR ),800 G1,Desktop Computer,Yes,,,,"Microsoft Security Essentials Security : Device Access Manager File Sanitizer ( Activated via Wizard ) Microsoft Defender Secure Erase HP Client Security MultiMedia : Cyberlink Media Suite Cyberlink PhotoDirector Cyberlink Power Director Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) Communication : HP Wireless Hotspot HP Value Add : HP ePrint Driver HP PageLift HP Recovery Manager HP Support Assistant HP QuickStart 3rd Party : Bing Search Evernote PDF Complete , Corporate Edition Skype Microsoft Products : Buy Office",4 GB,500 GB,10.0,,13.3 '' ( 337.8 mm ),14.9 '' ( 378.5 mm ),Serial ATA/600,7200.0,4 '' ( 100.3 mm ),,,6.0,Yes,Yes,7.57 kg,,,,,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,,,,,,2.0,2.0,2.0,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Asus M11AD-US004Q Desktop Computer - Intel Core i5 i5-4460S 2.90 GHz,,Yes,Yes,,Asus,6 MB,,Intel,H81,Serial ATA/600,5 GT/s,,,,Gigabit Ethernet,,Tower,Intel,HD Graphics 4400,Shared,DDR3 SDRAM,RoHS,Yes,,No,,Yes,,1 Year,ASUS Computer International,M11AD-US004Q,http : //www.asus.com,16 GB,300 W,3.40 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,3.0,4.0,2.0,2.0,Windows 7 Professional,,M11AD-US004Q Desktop Computer Keyboard Mouse Warranty Card Power Cord Quick Manual,Mouse,Quad-core ( 4 Core ),Intel,i5-4460S,2.90 GHz,Core i5,,M11AD-US004Q Desktop Computer,M11AD,Desktop Computer,,,,,Anti-Virus Trial Adobe Acrobat Reader Freshpaint Microsoft Pack Office Trial SKYPE Utility : ASUS AI-SUITE II ASUS AI Manager ASUS My Logo2 ASUS Update ASUS Q-fan ASUS Vibe ASUS AI Charger ASUS WebStorage ASUS Music Maker,4 GB,500 GB,8.0,,6.8 '' ( 172.7 mm ),15.8 '' ( 401.3 mm ),Serial ATA/600,7200.0,14.2 '' ( 360.7 mm ),Physical Keyboard,,6.0,Yes,No,7.89 kg,,,Black,,,Yes,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,M11AD-US004Q,,Yes,1,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Memory Stick PRO , xD-Picture Card , MultiMediaCard ( MMC ) , Secure Digital ( SD ) , Secure Digital High Capacity ( SDHC ) , Memory Stick",,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93p 10A7000BUS Desktop Computer,,Yes,Yes,,Lenovo,6 MB,,Intel,Q87 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower Mini-tower,Intel,HD 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , ULE Gold , GREENGUARD , RoHS",Yes Yes,,,,Yes,,3 Year,Lenovo Group Limited,10A7000BUS,http : //www.lenovo.com/ca/en,32 GB,280 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,2.0,,,,,1.0,1.0,5.0,4.0,4.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro Genuine Windows 7 Professional,64-bit,ThinkCentre M93p ( 10A7-000BUS ) Keyboard Mouse Windows 8 Professional License Media,Mouse,Quad-core ( 4 Core ),Intel Intel,i5-4570 i5-4570,3.20 GHz 3.20 GHz,Core i5 Core i5,ThinkCentre,ThinkCentre M93p ( 10A7-000BUS ),M93p,Desktop Computer Desktop Computer,Yes,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus defi nitions ) Adobe Reader Skype Microsoft Office preloaded ( purchase a product key to activate ) Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,4 GB 4 GB,500 GB,8.0,,6.9 '' ( 175 mm ),17.4 '' ( 442.2 mm ),Serial ATA/600,7200.0,16.3 '' ( 414.5 mm ),,,2.0,Yes,Yes,11.20 kg,No,,Business Black Business Black,No,No,Yes,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10A7000BUS,,No,,No,,,,,,,3.0,1.0,2.0,Yes,1.0,"0 , 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - F4K87UT#ABA,,Yes,Yes,,HP,3 MB,ACPI TAA compliant,Intel,Q85 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD 4400,Shared,DDR3 SDRAM,"Eco-label , IT Eco Declaration , RoHS , WEEE , EU WEEE",Yes,Yes,Yes,"110 V AC , 220 V AC",Yes,English ( US ),3 Year,Hewlett-Packard,F4K87UT # ABA,http : //www.hp.com/ca,32 GB,240 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,4.0,4.0,4.0,Windows 7 Professional ( English ),64-bit,ProDesk 600 G1 Small Form Factor PC Keyboard Mouse,Mouse,Dual-core ( 2 Core ),Intel,i3-4130,3.40 GHz,Core i3,Business Desktop,ProDesk 600 G1 Small Form Factor PC,ProDesk 600 G1,Desktop Computer,,,,,"Security : Device Access Manager File Sanitizer ( Activated via Wizard ) Disk Sanitizer ( external version ) Microsoft Security Essentials HP Client Security MultiMedia : Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) HP Value Add : HP PageLift HP Recovery Disk Creator HP Support Assistant 3rd Party : Adobe Flash Player Bing Search for Internet Explorer 10 Box Evernote PDF Complete Skype",4 GB,500 GB,10.0,,13.3 '' ( 337.8 mm ),14.9 '' ( 378.5 mm ),Serial ATA/600,7200.0,4 '' ( 100.3 mm ),,,6.0,Yes,No,7.57 kg,,,,,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,,,,,,2.0,3.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10B00007US Desktop Computer,,Yes,Yes,,Lenovo,3 MB,,Intel,H81 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower,Intel,HD Graphics,Shared,DDR3 SDRAM,"RoHS , GREENGUARD",Yes,,No,,Yes,,3 Year,Lenovo Group Limited,10B00007US,http : //www.lenovo.com/ca/en,16 GB,280 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,4.0,3.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M73 10B00007US Desktop Computer Keyboard Mouse Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel,G3220,3 GHz,Pentium,ThinkCentre,ThinkCentre M73 10B00007US Desktop Computer,M73,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office preloaded ; purchase a product key to activate Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB,500 GB,6.0,,6.3 '' ( 160 mm ),16.6 '' ( 421.6 mm ),Serial ATA/600,7200.0,15.3 '' ( 388.6 mm ),,,4.0,Yes,No,9.39 kg,No,,Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10B00007US,,No,,No,,,,,,,2.0,2.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93z 10AF0003US All-in-One Computer,16 : 9,Yes,Yes,LED,Lenovo,6 MB,TUV Green Mark,Intel,Q87 Express,Serial ATA/600,,,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,"Security Slot , Tool-less Back Cover",Desktop Desktop,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"ENERGY STAR 5.2 , EPEAT Gold , ULE Gold , RoHS , GREENGUARD , TCO Certified Edge , EuP",Yes,,,,Yes,,3 Year,Lenovo Group Limited,10AF0003US,http : //www.lenovo.com/ca/en,16 GB,150 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,1.0,,1.0,1.0,,1.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro Genuine Windows 7 Professional,64-bit,ThinkCentre M93z 10AF0003US All-in-One Computer Keyboard Mouse Monitor Stand Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i5-4570S i5-4570S,2.90 GHz 2.90 GHz,Core i5 Core i5,ThinkCentre,ThinkCentre M93z 10AF0003US All-in-One Computer,M93z,All-in-One Computer All-in-One Computer,,Full HD,1920 x 1080 1920 x 1080,23 '' 23 '',"Rescue and Recover Password Manager ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Device Experience ThinkVantage AutoLock Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ; purchase a product key to activate Cyberlink PowerDVD ( DVDÂ±RW , DVD ) Cyberlink Power2Go ( DVDÂ±RW ) Cyberlink PowerProducer ( DVDÂ±RW ) Evernote Intel AppUp Lenovo Solutions for Small Business Nitro Pro",4 GB 4 GB,500 GB,6.0,No,22.4 '' ( 569 mm ),9.7 '' ( 246.4 mm ),Serial ATA/600,7200.0,21.7 '' ( 551.2 mm ),,,,Yes,Yes,11.57 kg,Yes,IEEE 802.11b/g/n,Business Black Business Black,,,,,,,,DVD-Writer,DVDÂ±R/Â±RW,10AF0003US,,No,,Yes,Bluetooth 4.0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93z 10AF0003CA All-in-One Computer,16 : 9,Yes,Yes,LED,Lenovo,6 MB,TUV Green Mark,Intel,Q87 Express,Serial ATA/600,,,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,"Security Slot , Tool-less Back Cover",Desktop Desktop,Intel,HD 4600,Shared,DDR3 SDRAM,"ENERGY STAR 5.2 , EPEAT Gold , ULE Gold , RoHS , GREENGUARD , TCO Certified Edge , EuP",Yes,,,,Yes,French,3 Year,Lenovo Group Limited,10AF0003CA,http : //www.lenovo.com/ca/en,16 GB,150 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,1.0,,1.0,1.0,,1.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro ( French ) Genuine Windows 7 Professional,64-bit,ThinkCentre M93z 10AF0003CA All-in-One Computer Keyboard Mouse Monitor Stand Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i5-4570S i5-4570S,2.90 GHz 2.90 GHz,Core i5 Core i5,ThinkCentre,ThinkCentre M93z 10AF0003CA All-in-One Computer,M93z,All-in-One Computer All-in-One Computer,,Full HD,1920 x 1080 1920 x 1080,23 '' 23 '',"Rescue and Recover Password Manager ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Device Experience ThinkVantage AutoLock Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ; purchase a product key to activate Cyberlink PowerDVD ( DVDÂ±RW , DVD ) Cyberlink Power2Go ( DVDÂ±RW ) Cyberlink PowerProducer ( DVDÂ±RW ) Evernote Intel AppUp Lenovo Solutions for Small Business Nitro Pro",4 GB 4 GB,500 GB,6.0,No,22.4 '' ( 569 mm ),9.7 '' ( 246.4 mm ),Serial ATA/600,7200.0,21.7 '' ( 551.2 mm ),,,,Yes,Yes,11.57 kg,Yes,IEEE 802.11b/g/n,Business Black Business Black,,,,,,,,DVD-Writer,DVDÂ±R/Â±RW,10AF0003CA,,No,,Yes,Bluetooth 4.0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93p 10AB0010CA Desktop Computer,,Yes,Yes,,Lenovo,4 MB,,Intel,Q87 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Tiny,Intel,HD 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , ULE Gold , GREENGUARD , RoHS",Yes,,Yes,,Yes,French,3 Year,Lenovo Group Limited,10AB0010CA,http : //www.lenovo.com/ca/en,16 GB,65 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro ( French ),64-bit,ThinkCentre M93p 10AB0010CA Desktop ComputerKeyboardMouseAC/DC AdapterFloor standWindows 8 Professional License Media,Mouse,Dual-core ( 2 Core ),Intel,i5-4570T,2.90 GHz,Core i5,ThinkCentre,ThinkCentre M93p 10AB0010CA Desktop Computer,M93p,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office Preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,4 GB,500 GB,2.0,,7 '' ( 177.8 mm ),7.2 '' ( 182.9 mm ),Serial ATA/600,7200.0,1.4 '' ( 35.6 mm ),,,,Yes,Yes,1.32 kg,Yes,IEEE 802.11b/g/n,Business Black,No,No,,,,No,No,,,10AB0010CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M83 10AM000AUS Desktop Computer,,Yes,Yes,,Lenovo,8 MB,,Intel,Q85 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ULE Gold , GREENGUARD , RoHS",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AM000AUS,http : //www.lenovo.com/ca/en,32 GB,240 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,3.0,4.0,4.0,Windows 7 Professional,64-bit,ThinkCentre M83 ( 10AM-000AUS ) Keyboard Mouse,Mouse,Quad-core ( 4 Core ),Intel,i7-4770,3.40 GHz,Core i7,ThinkCentre,ThinkCentre M83 ( 10AM-000AUS ),M83,Desktop Computer,,,,,,4 GB,1 TB,8.0,,13.3 '' ( 338.1 mm ),14.8 '' ( 374.9 mm ),Serial ATA/600,7200.0,4 '' ( 102.1 mm ),,,4.0,Yes,,7.80 kg,,,Business Black,No,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,10AM000AUS,,,,,,,,,,,2.0,1.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10AY001YUS Desktop Computer,,Yes,Yes,,Lenovo,4 MB,,Intel,H81 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Tiny,Intel,HD 4600,Shared,DDR3 SDRAM,"GREENGUARD , RoHS , ENERGY STAR 5.2 , EPEAT Gold",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AY001YUS,http : //www.lenovo.com/ca/en,16 GB,65 W,3.60 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,2.0,2.0,Windows 7 Professional,64-bit,ThinkCentre M73 ( 10AY-001YUS ) Keyboard Mouse Power Adapter,Mouse,Dual-core ( 2 Core ),Intel,i5-4570T,2.90 GHz,Core i5,ThinkCentre,ThinkCentre M73 ( 10AY-001YUS ),M73,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office Preloaded ( Purchase Product Key to Activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB,500 GB,5.0,,7 '' ( 177.8 mm ),7.2 '' ( 182.9 mm ),Serial ATA/600,7200.0,1.4 '' ( 35.6 mm ),,,3.0,Yes,,1.30 kg,Yes,IEEE 802.11b/g/n,Business Black,No,,,,,,,,,10AY001YUS,,No,No,Yes,Bluetooth 4.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - E7P47AW#ABA,,Yes,Yes,,HP,6 MB,ACPI TAA Compliant,Intel,Q85 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD 4600,Shared,DDR3 SDRAM,"RoHS , ENERGY STAR",Yes,Yes,,"110 V AC , 220 V AC",Yes,,3 Year,Hewlett-Packard,E7P47AW # ABA,http : //www.hp.com/ca,32 GB,240 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,4.0,4.0,4.0,Windows 7 Professional,64-bit,ProDesk 600 G1 Small Form Factor PC ( ENERGY STAR ) Keyboard,,Quad-core ( 4 Core ),Intel,i5-4670,3.40 GHz,Core i5,Business Desktop,ProDesk 600 G1 Small Form Factor PC ( ENERGY STAR ),ProDesk 600 G1,Desktop Computer,,,,,"HP ProtectTools security software Security : Device Access Manager Drive Encryption File Sanitizer ( Activated via Wizard ) Microsoft Security Essentials HP Client Security MultiMedia : Cyberlink Media Suite Cyberlink PhotoDirector Cyberlink Power Director Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) 3rd Party : Adobe Flash Player Bing Search for Internet Explorer 10 Box Evernote PDF Complete Skype Microsoft Products : Buy Office",4 GB,500 GB,10.0,,13.3 '' ( 337.8 mm ),14.9 '' ( 378.5 mm ),Serial ATA/600,7200.0,4 '' ( 100.3 mm ),,,6.0,Yes,,7.57 kg,,,,,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,,,,,,2.0,3.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Intel Core i5 i5-4590 Quad-core (4 Core) 3.30 GHz Processor - BX80646I54590,,,,,Intel,,,,,,5 GT/s,,,,,,,Intel,HD 4600,,DDR3 SDRAM,,,,,,,,,Intel Corporation,BX80646I54590,http : //www.intel.com,,,,,,,,,,,,,,,,,,,,,,,Quad-core ( 4 Core ),Intel,,,,Core i5,Core i5 Quad-core i5-4590 3.3GHz Desktop Processor,i5-4500,Processor,,,,,,,,,,1.5 '' ( 37.5 mm ),1.5 '' ( 37.5 mm ),,,,,,,,,,,,,,,,,,,,,,i5-4590,,,,,,,,,,,,,,,,,,,,,,,,3.30 GHz,256 KB,1 MB,6 MB,,3.70 GHz,Retail,PC,22 nm,Socket H3 LGA-1150,"Virtualization Technology , Extended Memory 64 Technology , Enhanced SpeedStep Technology , Trusted Execution Technology , Turbo Boost Technology 2.0",84 W,,,,,,,,,,,,,,,,,,,,,,,
