<page title>,average battery life in hours,batteries,brand name,chipset brand,color,computer memory type,graphics coprocessor,hard drive,hard drive interface,hard drive rotational speed,hardware platform,item dimensions l x w x h,item model number,item weight,max screen resolution,number of usb 30 ports,operating system,optical drive type,processor,processor brand,processor count,ram,screen resolution,screen size,series,wireless type,audioout ports,battery type,memory speed,number of usb 20 ports,power source,asin,best sellers rank,buy used and save,customer reviews,date first available,graphics card ram size,heres how,shipping,shipping weight,card description,flash memory size,rear webcam resolution,voltage,manufacturer part number,number of items,product dimensions,size
"Amazon.com : Sony 14"" VAIO Fit Laptop 4GB 500GB | SVF1421ECXB : Computers & Accessories",,,Sony,,,SDRAM,,500 GB,Serial ATA,,PC,,,7 pounds,,,,"CD-ROM , DVD-ROM , CD-RW , DVD-RW , DVD-R DL",1.80 GHz Intel Core i3,Intel,1.0,4 GB,1600 x 900,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : 210 G1 11.6"" Touchscreen LED Notebook Intel Core i3-4010U 1.70GHz Silver : Computers & Accessories",,,HP SB NOTEBOOKS,,,,,,,,,17 x 10 x 3 inches,J2M03UT # ABA,5.4 pounds,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Flex 15 15.6"" i3 4GB 500GB : Computers & Accessories",8 hours,,Lenovo,Intel,,DDR3 SDRAM,Intel HD Graphics 4000,500 GB HDD 5400RPM+SSD,Serial ATA,,PC,15 x 10.70 x 0.80 inches,Flex,5.1 pounds,1366 X 768,,Windows 8,,1.80 GHz Intel Core i3,Intel,2.0,4 GB DDR3 1600,1366 X 768,14 inches,Flex,802.11bgn,1.0,,,3.0,AC & Battery,,,,,,,,,,,,2 MP,110.00,,,,
"Amazon.com : Lenovo ThinkPad Twist S230u 33476WU 12.5-Inch Convertible 2 in 1 Touchscreen Laptop (1.9 GHz Intel Core i3-3227U Processor, 4GB DDR3, 500GB HDD, 24GB SSD, Windows 8 Pro) Black : Laptop Computers : Computers & Accessories",6 hours,1 Lithium ion batteries required . ( included ),Lenovo,,Black,DDR3 SDRAM,Intel HD 4000 Graphics,500 GB flash_memory_solid_state,Serial ATA,5400 RPM,PC,12.30 x 9.29 x 0.78 inches,33476WU,3.5 pounds,1366x768,2.0,Windows 8 Professional,None,1.9 GHz Core i3 3227U,Intel,2.0,4 GB DDR3,1366 x 768,12.5 inches,ThinkPad,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),,,,,,,,,,,,,,24,,,,,,
"Amazon.com : HP Pavilion Sleekbook 14"" Laptop /Intel i3-2375M /4GB DDR3 /500GB Hard Drive /webcam /bluetooth /Win 8 (Sparkling Black) : Laptop Computers : Computers & Accessories",,1 Lithium ion batteries required . ( included ),HP,,,DDR3 SDRAM,Intel Integrated Graphics,500 GB,,,,13.70 x 9.40 x 0.80 inches,,4 pounds,,,Windows 8,,Intel Core i3,Intel,,4 GB SDRAM DDR3,,14 inches,14-b120dx,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell XPS 12-5328CRBFB 12.5-Inch Convertible 2 in 1 Touchscreen Ultrabook : Computers & Accessories,,1 Lithium ion batteries required . ( included ),Dell,,Silver,DDR3 SDRAM,Intel HD 4000,128 GB flash_memory_solid_state,,,,15.55 x 12.64 x 4.65 inches,XPSD12-5328CRBFB,,1920x1080,1.0,Windows 8,No,1.8 GHz Core i5 3337U,Intel Core I5,2.0,4 GB DDR3L SDRAM,1920 x 1080,12.5 inches,XPS,802.11 A/C,,Lithium-Ion ( Li-Ion ),1600 MHz,1.0,,B00IPQXZ62,# 658 in Computers & Accessories ( See top 100 ) # 37 in Electronics > Outlet,See all Used offers .,4.0 out of 5 stars See all reviews 30 reviews 4.0 out of 5 stars,"February 28 , 2014",,( restrictions apply ),This item is also available for shipping to select countries outside the U.S .,6.4 pounds ( View shipping rates and policies ),,128,,,,,,
"Amazon.com : Lenovo Flex 2 15.6"" Touch Screen Laptop PC (59425111) - 4th Gen Intel Core i3 / 6GB Memory / 500GB HD / DVD±RW / Windows 8.1 : Computers & Accessories",,,Lenovo,,,DDR3 SDRAM,,500 GB,,,,,,5.5 pounds,1366 x 768,,Windows 8,,Intel Core i3,,,6 GB SDRAM DDR3,,15.6 inches,59425111,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron i3541-2001BLK 15.6-Inch Laptop (2.4 GHz AMD A6-6310 Quad-Core Processor, 4GB DDR3, 500GB HDD, Windows 8.1) Black : Computers & Accessories",6.5 hours,1 Lithium ion batteries required . ( included ),Dell,,,,Radeon R4 Graphics,500 GB mechanical_hard_drive,,5400 RPM,,19.02 x 13.39 x 3.11 inches,i3541-2001BLK,6 pounds,1366x768,1.0,Windows 8.1,,2.4 GHz A-Series Quad-Core A6,AMD A6,1.0,4 GB DDR3L SDRAM,,15.6 inches,Inspiron,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo Flex 2 15D 15.6-Inch Touchscreen Laptop (59418211) Black : Computers & Accessories,5 hours,1 Nonstandard Battery batteries required . ( included ),Lenovo,,Black,,,500 GB,,5400 RPM,,10.87 x 1.06 x 15.04 inches,59418211,5.5 pounds,1366x768 pixels,1.0,Windows 8.1,DVDRW,2.4 GHz A-Series Quad-Core A6,AMD,1.0,4 GB DDR3,,15.6 inches,Lenovo,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
Amazon.com : Acer Aspire E5-721-20GJ 17.3-Inch Laptop (Espresso Black) : Computers & Accessories,4 hours,1 Lithium ion batteries required . ( included ),Acer,,Espresso Black,,AMD Radeon R2 Graphics,500 GB SATA,,5400 RPM,,16.67 x 11.41 x 1.10 inches,E5-721-20GJ,6.6 pounds,1600 x 900 pixels,2.0,Windows 8.1,,1.5 GHz AMD E Series,AMD,,4 GB DDR3L SDRAM,,17.3 inches,E5-721,802.11bgn,,,,2.0,,B00K7Y4KZA,"# 1,885 in Computers & Accessories ( See top 100 )",,2.0 out of 5 stars See all reviews 3 reviews 2.0 out of 5 stars,"June 8 , 2014",,,This item is also available for shipping to select countries outside the U.S .,8.2 pounds ( View shipping rates and policies ),,,,,,,,
"Amazon.com: Dell Studio 17 (1749) Laptop black - Windows 7 Home Premium, 64bit, Intel Core i3-350M 2.26GHz, 4 gb ddr3 , 500 gb sata hd ,Wireless 1397 802.11g, 1501 Wireless-N, 17.3"" HD+ (900p) Bright LED Display with TrueLife and Camera, 8X Slot Load CD/DVD Burner (Dual Layer DVD+/-R Drive), 56 Whr Lithium Ion Battery (6 cell): Computers & Accessories",,,Dell,,,,,500 GB,,,,,N0474902,,,,windows_7_home_premium,,Intel Core i3,,2.0,4 GB ddr3,,17.3 inches,Studio 17 1749,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP G62-144DX Notebook PC with Intel CoreTM i3-330M processor - 15.6"" LED Display / 4GB DDR3 Memory / 500GB HD / SuperMulti 8X DVD±R/RW / Built-in HP webcam & microphone / 802.11b/g/n WLAN / Windows 7 Home Premium 64-bit : Laptop Computers : Computers & Accessories",,,HP,Intel,beige,,HD Graphics,500 GB,,7200 RPM,PC,,G62-144DX,,1336 x 768 pixels,,Microsoft Windows 7 Home Premium ( 64 bit ),"dvd_plus_minus_rw , dvd_rom , dvd_ram , cd_rom , cd_rw",2.13 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,15.6 inches,HP G62-144DX,802.11 A/B,,lithium_ion,,3.0,AC,,,,,,1696 MB,,,,HD Graphics,,,,,,,
"Amazon.com : Acer TravelMate TMB113-M-6826 11.6"" LED Notebook - Intel Core i3 i3-3217U 1.80 GHz - 4 GB RAM - 500 GB HDD - Intel HD 4000 - Windows 8.1 64-bit - 1366 x 768 Display - Bluetooth - Black NX.V7QAA.018 : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,11.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo ThinkPad Edge 20C600AAUS 15.6 LED Notebook - Intel Core i3 i3-4000M 2.40 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit (English) - 1366 x 768 Display - Bluetooth - English Keyboard : Computers & Accessories,,,Lenovo,,,,,,,,,,20C600AAUS,8 pounds,,,windows 8 professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba Satellite® C55-A5172 Laptop Computer With 15.6"" Screen & Intel® CoreTM i3 Processor : Computers & Accessories",,,Toshiba,,Grey / Silver,,,750 GB mechanical_hard_drive,,,PC,,,,,1.0,Windows 8,,Intel Core i3,Intel Core i3,,8 GB,,15.6 inches,Toshiba Satellite® C55-A5172,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Latitude E5430 Laptop, Intel I3-3110m 2.4ghz 4gb Ram 320gb Hdd, Dvdrw w/ 1 Year Dell Warranty : Computers & Accessories",,,,,,,,320 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i15R-1632sLV 15.6-Inch Laptop (Silver) : Laptop Computers : Computers & Accessories,,,Dell,,Silver,DDR3 SDRAM,Intel HD Graphics 3000,750 GB mechanical_hard_drive,,,PC,19.41 x 13.27 x 4.09 inches,i15R-1632sLV,5.1 pounds,1366x768,1.0,Windows 7 Home Premium 64-bit,,2.4 GHz Core i3-2370M,intel core I3,,6 GB DDR3,,15.6 inches,Inspiron,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ProBook 450 G0 - 15.6"" - Core i3 4000M - Windows 8 Pro 64-bit - 4 GB RAM - 500 GB HDD : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : FUJITSU Lifebook E544, Core i3-4000M 2.4GHz, 4GB RAM, 500GB HDD, DVDRW, 14"" HD Intel HD Graphics, Bluetooth, Fingerprint : Computers & Accessories",,1 Lithium ion batteries required . ( included ),Fujitsu,,,DDR3 SDRAM,,,,,,,VFY : E5440M13A1GB,7.4 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba Satellite C55-A5246 15.6-Inch Laptop (2.3 GHz Intel Core i3-2348M Processor, 4GB DDR3, 500GB HDD, Windows 8) Satin Black : Laptop Computers : Computers & Accessories",4 hours,1 Lithium ion batteries required . ( included ),Toshiba,,Satin Black in Trax Horizon,DDR3 SDRAM,Mobile Intel HD graphics,500 GB SATA,Serial ATA,5400 RPM,PC,9.53 x 14.96 x 1.39 inches,PSCF6U-02D00C,5.4 pounds,1366x768,1.0,Windows 8,DVD SuperMulti drive supporting 11 formats,2.3 GHz Intel Core i3,intel core I3,1.0,4 GB DIMM,1366 x 768,15.6 inches,Toshiba Satellite C55-A5246,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),1333 MHz,2.0,,,,,,,,,,,,,,,,,,
Amazon.com : Apple MacBook Pro MGX82LL/A 13.3-Inch Laptop with Retina Display (NEWEST VERSION) : Computers & Accessories,,,Apple,,Silver,SDRAM,Intel Iris Graphics,256 GB,Solid State,,Mac,8.62 x 12.35 x 0.71 inches,MGX82LL/A,3.5 pounds,2560x1600 pixels,2.0,OS X Mavericks,No,2.6 GHz Intel Core i5,Intel,1.0,8 GB DDR3L,2560 x 1600,13.3 inches,Apple MacBook Pro MGX82LL/A,,1.0,Lithium Polymer ( LiPo ),1600 MHz,,,,,,,,,,,,,,,,,,,
"Amazon.com : ProBook F2P38UT 15.6"" LED Notebook Intel Core i3-4000M 2.40GHz : Notebook Computers : Computers & Accessories",,,HP,,,DDR3 SDRAM,,500 GB,Serial ATA,,PC,22.10 x 4.10 x 13.50 inches,F2P38UT # ABA,8.6 pounds,,,Windows 8,Brand New with Manufacturer Warranty,2.40 GHz 68030,Intel,1.0,4 MB DDR3 SDRAM,,15.60 inches,HP ProBook 450 G0 - Core i3 4000M / 2.4 GHz - Windows 8 Pro 64-bit - 4 GB RAM - 500 GB HDD - DVD SuperMulti - 15.6 '' HD anti-glare wide 1366 x 768 / HD - Intel HD Graphics 4600 - Smart Buy,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer Aspire S3-391-6899 13.3-Inch Ultrabook (1.5 GHz Intel Core i3-2377M Processor, 4GB SDRAM, 500GB HDD, Intel HD Graphics 3000, 7 Home Premium) Champagne : Laptop Computers : Computers & Accessories",5.5 hours,1 Lithium ion batteries required . ( included ),Acer,Intel,Champagne,DDR3 SDRAM,Intel HD Graphics 3000,500 GB SATA,Serial ATA,,PC,12.59 x 8.52 x 0.68 inches,S3-391-6899,3 pounds,1366x768,2.0,Windows 7 Home Premium 64-bit,No,1.5 GHz Core i3-2377M,intel core I3,2.0,4 GB DDR3,1366 x 768,13.3 inches,Aspire,802.11bgn,1.0,Lithium Polymer ( LiPo ),,,,,,,,,128 MB,,,,,20,,,,,,
"Amazon.com : HP Pavilion 17.3"" Laptop Computer - Intel i3-3130M Dual-Core 2.6GHz Processor / 8GB Memory / 750GB Hard Drive / DVDRW / Windows 8.1 : Computers & Accessories",5 hours,,HP,,Silver,DDR3 SDRAM,,750 GB,Serial ATA,,PC,16.20 x 12.50 x 1.30 inches,17-E11UP,6.4 pounds,1600 x 900,,Windows 8,,,,,8 GB SDRAM DDR3,,17.3 inches,Pavilion,802.11bgn,,,,,AC,,,,,,,,,,,,,,,,,
Amazon.com : MSI CX61 2PC-499US 15.6-Inch Laptop : Computers & Accessories,,1 Lithium ion batteries required .,MSI,,Gray,,NVIDIA Geforce GT820M,750 GB mechanical_hard_drive,,5400 RPM,PC,12 x 17 x 3.30 inches,CX61 2PC-499US ; 9S7-16GD11-499,5.3 pounds,1366x768,2.0,Windows 8.1,DVD SuperMulti,3 GHz Core i5-4200M,Intel,,8 GB DDR3,,15.6 inches,Laptop,802.11bgn,1.0,,,1.0,,B00ISKS4A2,# 574 in Computers & Accessories ( See top 100 ),,4.1 out of 5 stars See all reviews 31 reviews 4.1 out of 5 stars,"February 27 , 2014",2000 MB,,This item is also available for shipping to select countries outside the U.S .,17.7 pounds ( View shipping rates and policies ),,,,11.1 volts,,,,
"Amazon.com : Gateway Nv77h05u Laptop Computer With 17.3"" LED-Backlit Screen & 2nd Gen Intel CoreTM i3 Processor With 4-Way Multi-Tasking, Red : Computers & Accessories",,,Gateway,,,DDR3 SDRAM,,640 GB,,,,,P7YS0,,,,windows_7_home_premium,,Intel Core i3,,,6 GB SDRAM DDR3,,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Apple MacBook Air MD711LL/B 11.6-Inch Laptop (NEWEST VERSION) : Computers & Accessories,,,Apple,,Aluminium,SDRAM,Intel HD Graphics 5000,128 GB mechanical_hard_drive,Solid State,,Mac,11 x 13 x 11 inches,MD711LL/B,2.4 pounds,1366x768,2.0,OS X Mavericks,No,1.4 GHz Intel Core i5,Intel Core I5,1.0,4 GB LPDDR3-SDRAM,1366 x 768,11.6 inches,MD711LL/B,802.11 a/b/g/n,1.0,Lithium Polymer ( LiPo ),1600 MHz,,Battery,B00746YZS6,# 134 in Computers & Accessories ( See top 100 ) # 16 in Computers & Accessories > Notebooks,,4.6 out of 5 stars See all reviews 244 reviews 4.6 out of 5 stars,"April 29 , 2014",,,This item is also available for shipping to select countries outside the U.S .,5.6 pounds ( View shipping rates and policies ),,128,,,,,,
Amazon.com : HP ProBook F2P37UT#ABA 15.6-Inch Laptop (Black) : Computer Accessories : Computers & Accessories,9.25 hours,1 Lithium ion batteries required . ( included ),HP,,Black,SODIMM,Intel HD Graphics 4600,500 GB Serial ATA-300,Serial ATA,5400 RPM,PC,1 x 1 x 1 inches,F2P37UT # ABA,1 pounds,1366 x 768 pixels,2.0,Windows 8 Professional,DVD SuperMulti,2.4 GHz Core i3-4100M,Intel,1.0,4 GB DDR3L SDRAM,,15.6 inches,ProBook,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba Satellite C55-B5290 15.6-Inch Laptop (Intel i3 3217U 1.8GHz Processor, 4GB RAM, 500GB Hard Drive, Multi DVD±RW/CD-RW drive, Windows 7 Home Premium) : Computers & Accessories",,1 Lithium ion batteries required . ( included ),Toshiba,,Black,DDR3 SDRAM,Mobile Intel HD graphics,500 GB SATA,,5400 RPM,,10.20 x 14.96 x 1.05 inches,PSCLGU-00V00T,4.8 pounds,1366x768 pixels,1.0,Windows 7 Home Premium 64-bit,DVD SuperMulti drive supporting 11 formats,1.8 GHz Core i3-3217U,Intel,1.0,4 GB DIMM,1366 x 768,15.6 inches,Toshiba Satellite C55-B5290,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),1600 MHz,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Latitude E5530, 15.6"" Hd, Intel I3-2350m, 4gb/320gb, Dvdrw, W7p, Webcam : Laptop Computers : Computers & Accessories",,,Dell,,,DDR3 SDRAM,integrated_graphics,320 GB mechanical_hard_drive,,,,15.28 x 9.90 x 1.20 inches,,5.2 pounds,,2.0,Windows 7 Professional,,Intel Core i3,Intel Core i3,,4 GB SDRAM DDR3,1366_x_768,15.6 inches,Latitude,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS Zenbook UX303LN-DB71T 13.3"" Quad-HD Display Touchscreen Laptop : Computers & Accessories",,1 Lithium ion batteries required . ( included ),Asus,,,,NVIDIA GT840M 2GB DDR3,256 GB,Solid State,,,12.70 x 8.80 x 0.70 inches,UX303LN-DB71T,3.2 pounds,3200*1800 pixels,3.0,Windows 8.1,,2 GHz Intel Core i7,Intel,1.0,12 GB DDR3L SDRAM,,13.3 inches,Zenbook UX303,802.11 A/C,,,,,,,,,,,,,,,,256,,,,,,
"Amazon.com : EliteBook D8E84UT 14"" LED Notebook - Intel Core i3 2.60 GHz - Platinum : Laptop Computers : Computers & Accessories",,,HP,,,SODIMM,,500 GB,Serial ATA,,PC,19 x 13.50 x 3.20 inches,D8E84UT # ABA,8 pounds,,,Windows 8,Brand New with Manufacturer Warranty,2.60 GHz Intel Core i3,Intel,1.0,4 MB DDR3 SDRAM,,14 inches,Hp Elitebook,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Touchsmart 15-r017dx 15.6"" Touch Screen Laptop - Intel Core i3 / 4GB Memory / 750GB Hard Drive / DVD±RW/CD-RW / Webcam / Windows 8.1 64-bit : Computers & Accessories",,,HP,,,DDR3 SDRAM,,750 GB,,,,10.20 x 14.90 x 1 inches,15-r017dx,5.3 pounds,,,Windows 8,,Intel Core i3,,,4 GB SDRAM DDR3,1366 x 768,15.6 inches,15-r017dx,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo IdeaPad Flex 15 59387556 16-Inch Touchscreen Laptop 4GB 500GB 8GB SSD Windows 8 : Laptop Computers : Computers & Accessories,5 hours,1 Lithium ion batteries required . ( included ),Lenovo,,Black,DDR3 SDRAM,Integrated Intel HD 4400 Graphics,500 GB hybrid_drive,ATA100,5400 RPM,PC,15 x 10.70 x 0.87 inches,59387556,5.1 pounds,1366x768,1.0,Windows 8,None,1.7 GHz Core i3-4010U,Intel,1.0,4 GB DDR3,1366 x 768,15.6 inches,IdeaPad,802.11bgn,,,1600 MHz,2.0,,,,,,,,,,,,8,720 MP,,,,,
Amazon.com : Acer Notebook NX.V7QAA.012;TMB113-M-6686 11.6-Inch Laptop : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required .,Acer,,Black,DDR3 SDRAM,,500 GB SATA,Serial ATA,5400 RPM,PC,15 x 9.25 x 3 inches,NX.V7QAA.012 ; TMB113-M-6686,4.8 pounds,1366 x 768 pixels,1.0,Windows 7 Professional,No,1.5 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,11.6 inches,Notebook,802.11abg,1.0,Lithium-Ion ( Li-Ion ),,2.0,,,,,,,,,,,,,,,,,,
Amazon.com : Acer Notebook NX.V7MAA.009;TMP633-M-6613 13.3-Inch Laptop : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required . ( included ),Acer,,Black,DDR3 SDRAM,,500 GB SATA,Serial ATA,5400 RPM,PC,15 x 9.25 x 3 inches,NX.V7MAA.009 ; TMP633-M-6613,4.8 pounds,1366 x 768 pixels,3.0,Windows 8,No,2.3 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,13.3 inches,Notebook,802.11abg,1.0,Lithium-Ion ( Li-Ion ),,,,,,,,,,,,,,,,120 volts,,,,
Amazon.com : Acer TravelMate NX.V7QAA.018;TMB113-M-6826 11.6-Inch Laptop : Computers & Accessories,,,Acer,,Black,DDR3 SDRAM,,500 GB,,5400 RPM,,15 x 3.50 x 9.50 inches,NX.V7QAA.018 ; TMB113-M-6826,,1366 x 768 pixels,1.0,Windows 8.1,No,1.8 GHz Core i3-3217U,Intel,,4 GB DDR3,1366 x 768,11.6 inches,TravelMate,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),,2.0,,B00KB45UXM,"# 30,241 in Computers & Accessories ( See top 100 )",,Be the first to review this product,"May 13 , 2014",,,"Currently , item can be shipped only within the U.S .",4.7 pounds ( View shipping rates and policies ),,,,,,,,
Amazon.com : MSI GT70 DOMINATOR DRAGON-1886 17.3-Inch Laptop : Computers & Accessories,,1 Lithium ion batteries required .,MSI,,Aluminum Red,,NVIDIA Geforce GTX870M,1 TB SATA,,7200 RPM,PC,23.50 x 14.50 x 9.54 inches,GT70 DOMINATOR DRAGON-1886,16.5 pounds,1920 x 1080 pixels,3.0,Windows 8.1,BD Combo,2.7 GHz Intel Core i7,Intel,1.0,8 GB DDR3L,,17.3 inches,Laptop,802.11bgn,2.0,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion 17.3"" Laptop Computer - AMD Elite Quad-Core A8-5550M / 4GB DDR3 / 750GB Hard Drive / Anodized Silver / Windows 8 : Computers & Accessories",5 hours,1 Lithium ion batteries required .,HP,,Silver,DDR3 SDRAM,,750 GB mechanical_hard_drive,Serial ATA,,PC,16.70 x 13.50 x 1.10 inches,HP 17-E0xx,6.8 pounds,1600 X 900,2.0,Windows 8,,,AMD A8,,4 GB SDRAM DDR3,,17.3 inches,HP 17-e0,802.11bgn,,,,2.0,AC,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS Zenbook UX303LN-DB71T 13.3"" Quad-HD Display Touchscreen Laptop : Computers & Accessories",,1 Lithium ion batteries required . ( included ),Asus,,,,NVIDIA GT840M 2GB DDR3,256 GB,Solid State,,,12.70 x 8.80 x 0.70 inches,UX303LN-DB71T,3.2 pounds,3200*1800 pixels,3.0,Windows 8.1,,2 GHz Intel Core i7,Intel,1.0,12 GB DDR3L SDRAM,,13.3 inches,Zenbook UX303,802.11 A/C,,,,,,,,,,,,,,,,256,,,,,,
"Amazon.com : Acer Aspire E1-572P-6403 15.6-Inch Touchscreen Laptop (1.6GHz Intel Core i5-4200U Processor, 6GB DDR3L, 750GB HDD, Windows 8.1) Clarinet Black : Laptop Computers : Computers & Accessories",4 hours,1 Lithium ion batteries required . ( included ),Acer,,Clarinet Black,DDR3 SDRAM,Intel HD Graphics 4400,750 GB mechanical_hard_drive,,5400 RPM,,15.02 x 10.08 x 1.05 inches,E1-572P-6403,6 pounds,1366x768,1.0,Windows 8.1,No,1.6 GHz Intel Core i5-4200U,Intel Core I5,,6 GB DDR3L SDRAM,1366 x 768,15.6 inches,E1-572P,802.11bgn,,Lithium-Ion ( Li-Ion ),,2.0,,,,,,,128 MB,,,,,,,,,,,
Amazon.com : HP Pavilion g7-2010nr 17.3-Inch Laptop (Black) : Laptop Computers : Computers & Accessories,5.25 hours,1 Lithium ion batteries required . ( included ),HP,,Black,SDRAM,Intel HD Graphics 3000,640 GB,,5400 RPM,,16.20 x 10.50 x 1.22 inches,g7-2010nr,8 pounds,1600 x 900 pixels,2.0,Windows 7 Home Premium 64-bit,Super Multi DVD burner,2.3 GHz Core i3-2350M,Intel,1.0,6 GB SDRAM,,17.3 inches,Pavilion,802.11bgn,,,,1.0,,,,,,,1696 MB,,,,,,,,,,,
"Amazon.com : Aspire V3-771-32346G50BDCaii 17.3"" LED Notebook - Intel Core i3 i3-2348M 2.30 GHz 6GB DDR3 500GB HDD DVD-Writer 64-bit : Laptop Computers : Computers & Accessories",,,Acer,,,DDR3 SDRAM,,500 GB,Serial ATA,,Consumer Electronics,22.50 x 3.50 x 12.50 inches,,9.8 pounds,,,Windows 8 64-bit,,2.30 GHz Intel Core i3,Intel,2.0,6 GB ddr3,,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion 17.3"" Laptop Computer - Intel i3-3130M Dual-Core 2.6GHz Processor / 8GB Memory / 750GB Hard Drive / DVDRW / Windows 8.1 : Computers & Accessories",5 hours,,HP,,Silver,DDR3 SDRAM,,750 GB,Serial ATA,,PC,16.20 x 12.50 x 1.30 inches,17-E11UP,6.4 pounds,1600 x 900,,Windows 8,,,,,8 GB SDRAM DDR3,,17.3 inches,Pavilion,802.11bgn,,,,,AC,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron 15.6-Inch Laptop (i15RV-954BLK) (Old Version) : Computers & Accessories,,1 Lithium ion batteries required . ( included ),Dell,,,DDR3 SDRAM,Intel® HD Graphics ( UMA ),500 GB,,5400 RPM,,19.29 x 13.15 x 3.31 inches,i15RV-954BLK,,1366x768,2.0,Windows 8.1,DVD±RW,1.9 GHz Pentium 2127U,Intel,1.0,4 GB DDR3L SDRAM,1366 x 768,15.6 inches,Inspiron,802.11bgn,,Lithium-Ion ( Li-Ion ),1600 MHz,2.0,,B00HRLSSKO,# 948 in Computers & Accessories ( See top 100 ) # 51 in Electronics > Outlet,,4.0 out of 5 stars See all reviews 223 reviews 4.0 out of 5 stars,"February 1 , 2014",,,This item is also available for shipping to select countries outside the U.S .,6.8 pounds ( View shipping rates and policies ),,,,14.8 volts,,,,
Amazon.com : Lenovo ThinkPad Yoga 12.5-Inch Convertible 2 in 1 Touchscreen Ultrabook (20CD00B1US) : Computers & Accessories,7 hours,1 Lithium ion batteries required . ( included ),Lenovo,,Black,DDR3 SDRAM,Integrated,256 GB flash_memory_solid_state,Solid State,,PC,12.46 x 0.75 x 8.70 inches,20CD00B1US,3.5 pounds,1920x1080,2.0,Windows 8.1 Professional,None,2.1 GHz Intel Core i7,Intel,1.0,8 GB DDR3,1920 x 1080,12.5 inches,Lenovo,802.11 A/C,,Lithium Polymer ( LiPo ),1600 MHz,,,,,,,,,,,,,256.0,,,,,,
Amazon.com : ASUS K53E-A1 15.6-Inch Versatile Entertainment Laptop (Dark Brown) : Notebook Computers : Computers & Accessories,,,Asus,Intel,,,,500 GB,,,,,K53E-A1,5.7 pounds,,,Windows 7 Home Premium,,2.1 GHz Intel Core i3,Intel,1.0,4 GB DDR3,,15.6 inches,K series,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Acer Aspire V3-572PG-50X5 15.6-Inch Touchscreen Laptop (Platinum Silver) : Computers & Accessories,7 hours,1 Lithium ion batteries required . ( included ),Acer,,Platinum Silver,,NVIDIA GeForce 840M,1000 GB SATA,,5400 RPM,,15.02 x 10.08 x 1.24 inches,V3-572PG-50X5,6.1 pounds,1366 x 768 pixels,1.0,Windows 8.1,,1.7 GHz Intel Core i5,Intel,,8 GB DDR3L SDRAM,,15.6 inches,V3-572PG,802.11bgn,,,,2.0,,,,,,,2000 MB,,,,,,,,,,,
