<page title>,category,manufacturer,options,product
"Miniprice.ca - Lenovo ThinkPad W540 20BH002UUS 15.5"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 240 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 2880 (20BH002UUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH002UUS 15.5 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 240 GB SSD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 2880"
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD00BXUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - 16 GB SSD - Windows (20CD00BXUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD00BXUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - 16 GB SSD - Windows
"Miniprice.ca - Lenovo ThinkPad L440 20AT002HUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AT002HUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AT002HUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AM004QUS 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM004QUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM004QUS 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T430s 2355HFU 14"" LED Notebook - Core i5 i5-3320M 2.6GHz - Black 1600 x 900 HD+ Display - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4000 Graphics Card - Bluetooth - Webcam - Finger (2355HFU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T430s 2355HFU 14 '' LED Notebook - Core i5 i5-3320M 2.6GHz - Black 1600 x 900 HD+ Display - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4000 Graphics Card - Bluetooth - Webcam - Finger
"Miniprice.ca - Lenovo ThinkPad X120e 06112EU 11.6"" LED Notebook E-350 1.6GHz - Matte Black 1366 x 768 WXGA Display - 4 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Bluetooth - Webcam - Windows 7 Professional - 6 Hour (06112EU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X120e 06112EU 11.6 '' LED Notebook E-350 1.6GHz - Matte Black 1366 x 768 WXGA Display - 4 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Bluetooth - Webcam - Windows 7 Professional - 6 Hour
"Miniprice.ca - Lenovo ThinkPad X201 3249C2F 12.1"" LED Notebook - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 160 GB HDD - Intel Graphics Media Accelerator HD - Webcam - Finger Print Reader (3249C2F)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X201 3249C2F 12.1 '' LED Notebook - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 160 GB HDD - Intel Graphics Media Accelerator HD - Webcam - Finger Print Reader
"Miniprice.ca - Lenovo ThinkPad T440 20B60077US 14"" Touchscreen LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetoot (20B60077US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440 20B60077US 14 '' Touchscreen LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetoot
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD00AXUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Windows 8.1 Pro 64 (20CD00AXUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD00AXUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Windows 8.1 Pro 64
"Miniprice.ca - Lenovo ThinkPad X240 20AM004TUS 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM004TUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM004TUS 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad 20AQ005VCA 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Genuine Windows 7 Professional 64-bit (French) - 1600 x 900 Display (20AQ005VCA)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20AQ005VCA 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Genuine Windows 7 Professional 64-bit ( French ) - 1600 x 900 Display
"Miniprice.ca - Lenovo ThinkPad X240 20AL008KUS 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro (20AL008KUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AL008KUS 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad T440p 20AW000MUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1600 x 900 Display - Bluetooth (20AW000MUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW000MUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AM006FUS 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro (20AM006FUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM006FUS 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD00BYCA Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 500 GB HDD - 16 GB SSD - Windows (20CD00BYCA)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD00BYCA Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 500 GB HDD - 16 GB SSD - Windows
"Miniprice.ca - Lenovo ThinkPad L440 20AS002NUS 14"" LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 8 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot (20AS002NUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002NUS 14 '' LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 8 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot
"Miniprice.ca - Lenovo ThinkPad T540p 20BF002CUS 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 8 Pro 64-bit - 136 (20BF002CUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T540p 20BF002CUS 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 8 Pro 64-bit - 136"
"Miniprice.ca - Lenovo ThinkPad X240 20AM0057US 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - LTE, HSPA+, EVDO, GPRS, EDGE - Windows 8 Pro 64-bit - 1 (20AM0057US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad X240 20AM0057US 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - LTE , HSPA+ , EVDO , GPRS , EDGE - Windows 8 Pro 64-bit - 1"
"Miniprice.ca - Lenovo ThinkPad X240 20AM006GUS 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro (20AM006GUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM006GUS 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad X120e 05962PU 11.6"" LED Notebook E-350 1.6GHz - Matte Black 1366 x 768 WXGA Display - 2 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Bluetooth - Webcam - Windows 7 Professional - 6 Hour (05962PU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X120e 05962PU 11.6 '' LED Notebook E-350 1.6GHz - Matte Black 1366 x 768 WXGA Display - 2 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Bluetooth - Webcam - Windows 7 Professional - 6 Hour
"Miniprice.ca - Lenovo ThinkPad T540p 20BE003KCA 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1920 x 1080 Display (20BE003KCA)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BE003KCA 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1920 x 1080 Display
"Miniprice.ca - Lenovo ThinkPad T440s 20AQ0074US 14"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro (20AQ0074US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AQ0074US 14 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro
"Miniprice.ca - Lenovo ThinkPad X240 20AM004PUS 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM004PUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM004PUS 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T540p 20BF002BUS 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetoo (20BF002BUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF002BUS 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetoo
"Miniprice.ca - Lenovo ThinkPad T540p 20BF001WUS 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto (20BF001WUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF001WUS 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto
"Miniprice.ca - Lenovo ThinkPad T440 20B70068US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 12 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - Bluetooth (20B70068US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440 20B70068US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 12 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - Bluetooth
"Miniprice.ca - Lenovo ThinkPad 20A80047US 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A80047US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A80047US 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad L520 785935U 15.6"" LED Notebook - Core i5 i5-2520M 2.5GHz - 1366 x 768 WXGA Display - 4 GB RAM - 320 GB HDD - DVD-Writer - Intel GMA HD 3000 - Bluetooth - Webcam - Finger Print Reader (785935U)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L520 785935U 15.6 '' LED Notebook - Core i5 i5-2520M 2.5GHz - 1366 x 768 WXGA Display - 4 GB RAM - 320 GB HDD - DVD-Writer - Intel GMA HD 3000 - Bluetooth - Webcam - Finger Print Reader
"Miniprice.ca - Lenovo ThinkPad X240 20AM009GUS 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1366 x 768 Display (20AM009GUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM009GUS 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1366 x 768 Display
"Miniprice.ca - Lenovo ThinkPad L440 20AT002GUS 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AT002GUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AT002GUS 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Ordinateur portable/Notebook Lenovo ThinkPad 42824GF - 15,6"" LED - Intel Core i7 i7-2920XM 2,50 GHz - 1920 x 1080 Full HD Affichage - 8 Go RAM - 1 To HDD - NVIDIA Quadro 2000M, Intel GMA HD 3000 Carte (42824GF)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable/Notebook Lenovo ThinkPad 42824GF - 15,6 '' LED - Intel Core i7 i7-2920XM 2,50 GHz - 1920 x 1080 Full HD Affichage - 8 Go RAM - 1 To HDD - NVIDIA Quadro 2000M , Intel GMA HD 3000 Carte"
"Miniprice.ca - Lenovo ThinkPad T440p 20AW0006US 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - NVIDIA GeForce GT 730M - Windows 8 Pro 64-bit - 1920 x 1080 Display - Bluetooth (20AW0006US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW0006US 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - NVIDIA GeForce GT 730M - Windows 8 Pro 64-bit - 1920 x 1080 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A7003BUS 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth (20A7003BUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A7003BUS 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AL009GUS 12.5"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AL009GUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AL009GUS 12.5 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad W540 20BH002QUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 180 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 (20BH002QUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH002QUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 180 GB SSD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926"
"Miniprice.ca - Lenovo ThinkPad T540p 20BF001SUS 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto (20BF001SUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF001SUS 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto
"Miniprice.ca - Lenovo ThinkPad T540p 20BF002XUS 15.6"" LED (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel GeForce GT 730M (20BF002XUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T540p 20BF002XUS 15.6 '' LED ( In-plane Switching ( IPS ) Technology ) Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel GeForce GT 730M"
