<page title>,brand name,color,computer memory type,hard drive,hard drive interface,hardware platform,item dimensions l x w x h,item weight,max screen resolution,operating system,processor,processor brand,processor count,ram,screen size,series,wireless type,item model number,power source,audioout ports,batteries,battery type,flash memory size,graphics coprocessor,memory speed,number of usb 30 ports,optical drive type,screen resolution,asin,best sellers rank,customer reviews,date first available,shipping,shipping weight,average battery life in hours,graphics card ram size,hard drive rotational speed,buy used and save,heres how,voltage,card description,chipset brand,number of usb 20 ports,rear webcam resolution,manufacturer part number,product dimensions,size,number of items
Amazon.com : Lenovo B590 Windows 7 i3 15.6-Inch Laptop (Black) 59410451 : Computers & Accessories,Lenovo,Black,DDR3 SDRAM,500 GB mechanical_hard_drive,,PC,14.88 x 1.32 x 9.92 inches,5.5 pounds,1366x768,Windows 7 Home Premium 64-bit,2.4 GHz Core i3-3110M,Intel Core i3,1.0,4 GB DDR3,15.6 inches,IdeaPad,802.11bgn,59410451,,,1 Lithium ion batteries required . ( included ),Lithium Polymer ( LiPo ),,Integrated,1600 MHz,2.0,DVDRW,1366 x 768,B00HEYVANG,"# 4,684 in Computers & Accessories ( See top 100 )",4.1 out of 5 stars See all reviews 47 reviews 4.1 out of 5 stars,"January 21 , 2014",This item is also available for shipping to select countries outside the U.S .,7.2 pounds ( View shipping rates and policies ),5 hours,,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : ZBook 17 17.3"" LED Notebook - Intel - Core i5 i5-4330M 2.8GHz - Graphite : Computers & Accessories",HP,,,,,,23.50 x 3.20 x 13.50 inches,12 pounds,,,,,1.0,,,,,F2Q34UA # ABA,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ZBook 17 Mobile Workstation - 17.3"" - Core i7 4800MQ - Windows 7 Pro 64-bit / 8 Pro downgrade - 8 GB RAM - 512 GB SSD : Computers & Accessories",HP CTO5 MOBILE WS,,,512 GB,,,,1 pounds,,microsoft windows 7 professional,Intel Core i7,,,8 GB,17.3 inches,,,J6P46US # ABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Acer VX2631-UR10 Desktop (Black) : Computers & Accessories,Acer,Black,DDR3 SDRAM,500 GB SATA,Serial ATA-300,PC,14.49 x 4.02 x 10.51 inches,13.7 pounds,,Windows 7 Home Premium 64-bit,3 GHz Pentium G3220,Intel,2.0,4 GB DDR3,,Veriton VX2631-UR10,,VX2631-UR10,,,,,,Intel HD,,2.0,16X DVD±R/RW SuperMulti Drive,,B00J0823P8,"# 4,123 in Computers & Accessories ( See top 100 )",4.3 out of 5 stars See all reviews 41 reviews 4.3 out of 5 stars,"March 16 , 2014",This item is also available for shipping to select countries outside the U.S .,16.8 pounds ( View shipping rates and policies ),,,7200 RPM,,,,,,4.0,,,,,
"Amazon.com : Dell Latitude E7240 12.5"" LED Ultrabook Intel core i5 i5-4300U 8gb RAM 256gb SSD Wifi Windows 7 Pro 64-bit : Computers & Accessories",Dell,SILVER,DDR3 SDRAM,256 GB,Solid State,PC,8.30 x 12.20 x 0.79 inches,3 pounds,1366x768,Windows 7 Professional,Intel Core i5,,,SDRAM DDR3,12.5 inches,Latitude 12 7000,802.11bgn,Latitude E7240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ENVY 15t Touch Intel Core i7 Laptop PC (15.6"" Full HD Touch Screen Display, 4GB NVIDIA GeForce GTX 850M Graphics, Blu-Ray Burner, 500GB Pro Performance SSD, 8GB RAM, Premium Backlit Keyboard, Latest Model) : Computers & Accessories",,,,500 GB,,,,,,,Intel Core i7,,,8 GB,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo Z710 17.3-Inch Laptop (59433087) Black : Computers & Accessories,Lenovo,Black,,1024 GB,,PC,23 x 1.24 x 13.90 inches,9.3 pounds,1920x1080 pixels,Windows 8.1,2.5 GHz Intel Core i7,Intel,1.0,16 GB DDR3,17.3 inches,Lenovo,802.11 A/C,59433087,,,1 Lithium ion batteries required . ( included ),,8.0,Nvidia GT840M 2G,,2.0,Bluray - Writable,,,,,,,,,2048 MB,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : HP ZBook 15 Windows 7 Professional Mobile Business Workstation - Intel Core i7 Quad Core with Nvidia Quadro Graphics, 1920x1080p FULL HD Anti-Glare, 1.5TB Hard Drive, Win 8 Pro Option (32GB DDR3 RAM) : Laptop Computers : Computers & Accessories",ZBook,,DDR3 SDRAM,1.5 TB mechanical_hard_drive,,PC,,,1920 x 1080,Windows 7 Professional,Intel Core i7,,,1 GB dimm,15.6 inches,HP ZBook 15 Mobile Workstation,802.11 a/b/g/n,HP ZBook 15,,,,,,,,1.0,,1920 x 1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP ENVY TouchSmart 15t-j100 Quad Edition Gaming Notebook PC with Optimum Performance Options: (500GB Performance SSD & 1TB SSD Storage + 16GB RAM) : Computers & Accessories,Envy,,,,Solid State,PC,,,,Windows 8,,,,,,HP ENVY TouchSmart 15t-j100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 16GB DDR3L, 512GB SSD RAID 0, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP 15-p020us 15.6-Inch Laptop Touchscreen Laptop with Beats Audio (Natural Silver) : Computers & Accessories,HP,natural silver,,750 GB,,PC,10.24 x 15.14 x 0.99 inches,5.9 pounds,1366x768 pixels,Windows 8.1,2.7 GHz Intel Core i5,Intel,1.0,6 GB DDR3L SDRAM,15.6 inches,HP,802.11bgn,G6U03UA # ABA,,1.0,1 Lithium ion batteries required . ( included ),,,Intel HD graphics 4400,,2.0,SuperMulti DVD burner,,,,,,,,6 hours,,5400 RPM,See all Used offers from Amazon Warehouse Deals .,( restrictions apply ),,,,1.0,,,,,
"Amazon.com : Alienware 17 17-Inch Gaming Laptop, 4th Gen Intel Core i7-4700MQ UP to 3.4GHz, 32GB Memory, 512GB + 512GB SSD, 2GB NVIDIA GTX 765 Graphics, Windows 8 : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,23.03 x 16.22 x 4.76 inches,16 pounds,,Windows 8,,,,,,Alienware 17,,ALW17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ENVY 17t QE Notebook PC, 4th Gen Intel i7-4700MQ 2.4 GHz, 17.3"" Full HD Touchscreen, 16GB, 1TB SSD, NVIDIA GT 840M 2GB Graphics, Blu-ray Disc Burner, Windows 8.1 : Computers & Accessories",HP,,DDR3 SDRAM,,Serial ATA,PC,10.83 x 16.38 x 1.32 inches,7.6 pounds,,Windows 8,,,,,,Envy 17t,,ENVY 17t qe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI Computer WT60 WT60 2OK 3K-615US;9S7-16F443-1040 15.6-Inch Laptop : Computers & Accessories,MSI,Black,,1024 GB SATA,,PC,14.97 x 1.77 x 10.24 inches,7.7 pounds,2880 x 1620 pixels,Windows 7 Professional,2.7 GHz Intel Core i7,Intel,,16 GB DDR3L SDRAM,15.6 inches,WT60,802.11 A/C,WT60 2OK 3K-615US ; 9S7-16F443-1040,,2.0,1 Lithium ion batteries required .,,128.0,NVIDIA Quadro K3100M,,3.0,BD Burner,,B00MF7WCIY,"# 10,056 in Computers & Accessories ( See top 100 )",Be the first to review this product,"August 5 , 2014",This item is also available for shipping to select countries outside the U.S .,13.2 pounds ( View shipping rates and policies ),,4000 MB,7200 RPM,,,,,,1.0,,,,,
Amazon.com : Acer Aspire V3-772G-7448 17.3-Inch Laptop (Sophisticated Black) : Computers & Accessories,Acer,Sophisticated Black,,1000 GB SATA,,,16.33 x 10.83 x 1.36 inches,7 pounds,1920 x 1080 pixels,Windows 8.1,2.3 GHz Intel Core i7,Intel,,8 GB DDR3L SDRAM,17.3 inches,V3-772G,802.11bgn,V3-772G-7448,,,1 Lithium ion batteries required . ( included ),,,NVIDIA GeForce GT 750M,,2.0,,,B00KJIY7DE,"# 1,857 in Computers & Accessories ( See top 100 )",3.9 out of 5 stars See all reviews 8 reviews 3.9 out of 5 stars,"June 8 , 2014",This item is also available for shipping to select countries outside the U.S .,10.1 pounds ( View shipping rates and policies ),3.5 hours,4000 MB,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : HP Pavilion 17-e123cl - 17.3"" TouchSmart Laptop - AMD Elite Quad-Core A8-5550M / 8GB DDR3L SDRAM / 1TB 5400RPM hard drive / Windows 8.1 / WLAN / SuperMulti DVD Burner / Webcam - Silver (Certified Refurbished) : Computers & Accessories",HP,Silver,DDR3 SDRAM,1 TB,,PC,1.21 x 10.50 x 16.50 inches,7.7 pounds,,other,,,,8 GB SDRAM DDR3,17.3 inches,Pavilion,802.11bgn,17-e123cl,,,1 Lithium ion batteries required .,,,,,,,1600 x 900,,,,,,,,,,,,,,,1.0,,,,,
Amazon.com : Acer Aspire AXC-603-UR28 Desktop (Black) : Computers & Accessories,Acer,Black,,500 GB SATA,,,14.60 x 3.90 x 10.50 inches,,,Windows 8,2.41 GHz Pentium,Intel,,4 GB DDR3,,,,AXC-603-UR28,,,,,,Intel HD,,1.0,16X DVD±R/RW SuperMulti Drive,,,,,,,,,,7200 RPM,,,,,,4.0,,,,,
"Amazon.com : ZBook F2P51UT 15.5"" LED Intel Core i7-4800MQ 2.70GHz 16GB RAM 750GB HDD 32GB SSD Win7Pro x64 Notebook : Office Workstations : Computers & Accessories",HP,Black,DDR3 SDRAM,750 GB,Serial ATA,PC,21.90 x 2.70 x 12.80 inches,6.4 pounds,( 1920 x 1080 ),Windows 7 Professional,2.70 GHz Intel Core i7,Intel,1.0,16 GB DDR3L SDRAM,15.6 inches,HP Zbook 15,"802.11abg , Bluetooth , 802.11n",F2P51UT # ABA,AC,,,,,,,,Brand New with Manufacturer Warranty,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad W540 notebook (20BG004HUS-01). Intel Core Haswell i7-4800MQ quad processor (2.7 GHz on the base, up to 3.7 GHz with Intel Turbo), 15.6 inch FHD (1920x1080) screen, 512 GB SSD, 8 GB RAM, NVIDIA Quadro K1100M 2 GB graphics card, DVD Multiburner, Backlit keyboard, 7260ac Wireless, Ethernet, Bluetooth, Webcam, Fingerprint, 9-cell battery, 3-year worldwide warranty, Windows 7 Pro 64-bit preinstalled (through Windows 8 Pro Downgrade Rights). : Computers & Accessories",Lenovo,Black,DDR3 SDRAM,512 GB,Solid State,PC,14.83 x 1.16 x 9.77 inches,6 pounds,1920 x 1080,Windows 7 Professional,,,,SO-DIMM DDR3,15.6 inches,ThinkPad W540,"802.11bgn , Bluetooth",20BG004HUS-01,AC,1.0,1 Lithium ion batteries required .,,,,,,,1920 x 1080,,,,,,,,,,,,,,,2.0,,,,,
"Amazon.com : HP ENVY 17t-j100 Leap Motion QE Premium Gaming Notebook PC: i7-4702MQ, 4GB Nvidia Graphics, FULL HD Anti-Glare, 2TB via Dual Hard Drives, Blu-Ray Burner, 16GB DDR3L RAM : Computers & Accessories",Leap Motion,Glass fiber with silky soft-touch brushed aluminum,DDR3 SDRAM,,,PC,,,,Windows 8,,,,,,ENVY 17t Leap Motion,,17t-j100 Leap Motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Acer Predator G DT.SPXAA.010;AG3-605-UR39 Desktop : Computers & Accessories,Acer,Black,DDR3 SDRAM,1024 GB,,,16.90 x 7.10 x 17.20 inches,15.5 pounds,,Windows 8,3.4 GHz 8032,Intel,1.0,8 GB DDR3,,,,DT.SPXAA.010 ; AG3-605-UR39,,1.0,,,,,,3.0,DVD±RW,,,,,,,,,2048 MB,7200 RPM,,,,,,2.0,,,,,
Amazon.com : Acer Aspire V3-572-78S3 15.6-Inch Laptop (Platinum Silver) : Computers & Accessories,Acer,Platinum Silver,,1000 GB SATA,,,15.02 x 10.08 x 1 inches,5.6 pounds,1920 x 1080 pixels,Windows 8.1,2 GHz Intel Core i7,Intel,,8 GB DDR3L SDRAM,15.6 inches,V3-572,802.11bgn,V3-572-78S3,,,1 Lithium ion batteries required . ( included ),,,Intel HD Graphics,,1.0,,,B00K81O412,"# 3,816 in Computers & Accessories ( See top 100 )",5.0 out of 5 stars See all reviews 1 review 5.0 out of 5 stars,"June 8 , 2014",This item is also available for shipping to select countries outside the U.S .,7 pounds ( View shipping rates and policies ),7 hours,64 MB,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : Lenovo Thinkpad W540 15"" 20BG0016US i7-4800MQ 32GB 256GB SSD Quadro K2100M 2GB 3K IPS Blu-Ray Windows 7 Pro Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,256 GB,Solid State,PC,14.83 x 9.77 x 1.16 inches,6 pounds,,Windows 7 Professional,2.70 GHz Intel Core i7,Intel,4.0,32 GB,15.60 inches,W540,,W540,,,,,,NIVIDIA Quadro K2100M,,,BD-ROM,2880x1620,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Satellite L75-B7240 17.3"" LED (TruBrite) Notebook - Intel Core i5 i5-4210U 1.70 GHz : Computers & Accessories",Toshiba,,,,,,19.10 x 15 x 2.80 inches,7.6 pounds,,,,,1.0,,,Toshiba L75-B7240,,Satellite L75-B7240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : T540p I7 8gb 240gb : Computers & Accessories,,,,240 GB,,,,,,,Intel Core i7,,,8 GB,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron i3542-3333BK 15.6-Inch Laptop (1.9 GHz Intel Core i3-4030U Processor, 4GB DDR3, 500GB HDD, Windows 8.1) Black : Computers & Accessories",Dell,Black,,500 GB mechanical_hard_drive,,,19.02 x 13.39 x 3.11 inches,6 pounds,1366x768,Windows 8.1,1.9 GHz Intel Core i3,Intel Core i3,1.0,4 GB DDR3L SDRAM,15.6 inches,Inspiron,802.11bgn,i3542-3333BK,,,1 Lithium ion batteries required . ( included ),,,Integrated Graphics,,1.0,,,B00K4PAZLU,# 272 in Computers & Accessories ( See top 100 ) # 45 in Computers & Accessories > Notebooks,4.2 out of 5 stars See all reviews 33 reviews 4.2 out of 5 stars,"May 15 , 2014",This item is also available for shipping to select countries outside the U.S .,7.2 pounds ( View shipping rates and policies ),6.5 hours,,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : Hp - Envy X360 2-in-1 15.6"" Touch-screen Laptop - Intel Core I5 - 8gb Memory - 750gb Hard Drive - Natural Silver : Computers & Accessories",,,,750 GB,,,,,,,Intel Core i5,,,8 GB,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Toshiba CB35-B3330 13.3-Inch Chromebook 2 : Computers & Accessories,Toshiba,silver,,,,,12.60 x 8.40 x 0.76 inches,3 pounds,1366x768 pixels,Chrome,2.16 GHz Intel Celeron,Intel,1.0,2 GB DDR3L SDRAM,13.3 inches,Toshiba Chromebook 2 CB35-B3330,802.11 A/C,PLM02U-007008,,,1 Lithium ion batteries required . ( included ),,16.0,Intel HD graphics,,1.0,,,B00N99FV76,# 131 in Computers & Accessories ( See top 100 ) # 15 in Computers & Accessories > Notebooks,4.6 out of 5 stars See all reviews 16 reviews 4.6 out of 5 stars,"September 2 , 2014",This item is also available for shipping to select countries outside the U.S .,4 pounds ( View shipping rates and policies ),11 hours,,,,,,,,1.0,,,,,
Amazon.com : N1RGRUK : Computers & Accessories,,,,128 GB,,,,,,,Intel Core i5,,,4096 MB,14 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad X240 20AL - Ultrabook - Core i7 4600U / 2.1 GHz - Windows 8 Pro 64-bit - 8 GB RAM - 128 GB SSD - 12.5"" t : Computers & Accessories",,,,128 GB,,,,,,,Intel Core i7,,,8 GB,12.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Panasonic Toughbook CF-53SULZYLM 14-Inch Laptop (Silver) : Computers & Accessories,Panasonic,Silver,DDR3 SDRAM,500 GB,,PC,1 x 1 x 1 inches,1 pounds,1366 x 768 pixels,Windows 7 Professional,2.7 GHz Core i5-3439Y,Intel,1.0,4 GB DDR3L SDRAM,14 inches,Toughbook,802.11bgn,CF-53SULZYLM,,,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Intel HD Graphics 4000,1333 MHz,2.0,DVD SuperMulti,1366 x 768,,,,,,,7 hours,,7200 RPM,,,,,,2.0,,,,,
"Amazon.com : Lenovo Thinkpad T440p 20AN0069US 14"" i7-4810MQ 2.80GHz 8GB 1TB 7200rpm W7 Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,1000 GB mechanical_hard_drive,Serial ATA-300,PC,13.20 x 9.02 x 1.10 inches,4.7 pounds,1366x768,,2.80 GHz Intel Core i7,Intel,4.0,8 GB,14 inches,ThinkPad,802.11bgn,T440p,,1.0,,,,,,2.0,DVD-RW,1366x768,,,,,,,,1.70 GB,7200.00,,,,Intel HD Graphics 4600,Intel,2.0,,,,,
"Amazon.com : Lenovo ThinkPad T440s 20AQ006HUS 14"" i7-4600U 12GB 256GB SSD Full HD W7P Ultrabook : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,256 GB flash_memory_solid_state,Solid State,PC,13 x 8.90 x 0.81 inches,3.5 pounds,,Windows 7 Professional,2.10 GHz Intel Core i7,Intel,2.0,12 GB,14 inches,ThinkPad,,T440s,,,,,,Intel HD Graphics 4400,,1.0,,1920x1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS N550JK-DS71T 15.6"" Full-HD Touchscreen Quad Core i7 Laptop w/ Aluminum-Body, 8GB RAM & 1TB HD : Computers & Accessories",Asus,Silver Grey,DDR3 SDRAM,1 TB mechanical_hard_drive,Serial ATA,PC,17.30 x 10 x 1.10 inches,6 pounds,1920x1080,Windows 8,2.5 GHz Core i7-4700HQ,Intel Core I7,4.0,8 GB DDR3,15.6 inches,N550JK,802.11 A/C,N550JK-DS71T,,,1 Lithium ion batteries required . ( included ),,,NVIDIA GTX850M,,3.0,DL DVD±RW/CD-RW,1920x1080,,,,,,,5 hours,2 GB,5400 RPM,,,,,,,,,,,
"Amazon.com : Apple MacBook 13"" Intel Core Duo 1.83GHz, 2GB, 120 Gb Hard Drive, Wi-fi, Camera, Mac Os 10.6 Snow Leopard and Ilife : Laptop Computers : Computers & Accessories",Apple,White,,120 GB mechanical_hard_drive,ATA-4,Mac,,6 pounds,,Mac OS X,Core 2 Duo 1.83GHz,Intel,,2 GB,13 inches,A1181,802.11 a/b/g/n,,AC,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,
"Amazon.com : Satellite C55-B C55-B5299 15.6"" LED (TruBrite) Notebook - Intel Celeron N2830 2.16 GHz - Textured Resin in Jet Black : Computers & Accessories",Toshiba,,,,,,17 x 2.40 x 13.60 inches,5.5 pounds,,Windows 8.1 with Bing,,,1.0,,,Satellite C55-B5299,,PSCMLU-02801M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo Y50 TOUCH Laptop Computer - 59420895 - Black - 4th Generation Intel Core i7-4700HQ / 8GB RAM / 15.6"" FHD 1920x1080 Multi-Touch Display / NVidia GeForce 860M 2GB / 1TB HDD + 8GB SSD / Dual Band Wireless AC / Windows 8.1 : Computers & Accessories",Lenovo,Black,DDR3 SDRAM,1 TB hybrid_drive,Serial ATA,PC,,,1920 x 1080,Windows 8,,Intel Core I7,,SDRAM DDR3,15.6 inches,Y50 Touch,,59420895,,,,,,,,2.0,,1920x1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP Envy 17-j150nr 17.3-Inch Laptop with Beats Audio and Leap Motion : Computers & Accessories,HP,Natural Silver,SODIMM,750 GB,Serial ATA,PC,10.80 x 16.38 x 1.21 inches,6.2 pounds,1600x900,Windows 8.1,2.5 GHz Core i5-4200M,Intel Core I5,1.0,8 GB DDR3L SDRAM,17.3 inches,Envy,802.11 A/C,E8A05UA # ABA,,1.0,1 Lithium ion batteries required . ( included ),,,Intel HD graphics 4600,,4.0,SuperMulti DVD burner,,,,,,,,,,5400 RPM,See all Used offers from Amazon Warehouse Deals .,( restrictions apply ),,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 32GB DDR3, 1TB SSD RAID 0, Blu-ray Burner, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP G4U12UT ZBOOK 17 I7/2.7 17.3 8GB 256GB W7P SBY : Computers & Accessories,,,,750 GB,,,,,,,Intel Core i7,,,8 GB,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 17 17-Inch Gaming Laptop, 4th Gen Intel Core i7-4700MQ UP to 3.4GHz, 32GB Memory, 256GB SSD + 750GB HDD, 2GB NVIDIA GTX 765 Graphics, Windows 8 : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,23.03 x 16.22 x 4.76 inches,16 pounds,,Windows 8,,,,,,Alienware 17,,ALW17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : MSI GS70 Stealth Pro 212 17.3"" FHD Super RAID 5TB SSD i7 4710MQ 3.5GHz 6GB GTX 870M HyperX 16GB 1866MHz RAM Windows 8.1 Pro : Computers & Accessories",MSI,,DDR3 SDRAM,3 TB,Solid State,PC,16.47 x 11.29 x 0.85 inches,5.7 pounds,1920 x 1080,Windows 8,Intel Core i7,,,SO-DIMM DDR3,17.3 inches,GS70 Stealth Pro,802.11bgn,,,,1 Lithium ion batteries required .,,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Super Google Chromebook Pixel (WIFI) Touch Screen 12.85"" 2560x1700 3:2 LCD i5-3427U 4GB DDR3 32GB SSD 3.4lbs Ultraportable : Laptop Computers : Computers & Accessories",Google,,"DDR3 SDRAM , SODIMM",32 GB flash_memory_solid_state,Serial ATA,PC,11.80 x 8.84 x 0.64 inches,3.4 pounds,2560x1700,Google Chrome OS,1.80 GHz Intel Core i5,Intel Core I5,2.0,4 GB ddr3,12.85 inches,Chromebook,802.11 a/b/g/n,CB001,,1.0,,,,Intel HD Graphics 4000,,,,2560x1700,,,,,,,,,,,,,,Intel,2.0,,,,,
"Amazon.com : MSI GT72 Dominator Pro 211-HID6 17.3"" i7 4710HQ 3.5GHz 8GB GTX 980M 32GB RAM Super RAID 3 2TB SSD + 2TB SSD Storage BDRE Windows 8.1 : Computers & Accessories",MSI,,DDR3 SDRAM,4 TB,"Solid State , Serial ATA-600",PC,16.85 x 1.88 x 11.57 inches,8.4 pounds,1920 x 1080,Windows 8,Intel Core i7,,,SO-DIMM DDR3,17.3 inches,GT72 Dominator Pro 211-HID6,,,,,,,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ZBook 15 Windows 7 Professional Mobile Business Workstation - Intel Core i7 Quad Core with GDDR5 Quadro Graphics, 256GB SSD, 1TB Hybrid Storage, 1920x1080p FULL HD Anti-Glare, Win 8 Pro Option, Performance Laptop (32GB RAM) : Computers & Accessories",HP,,,1.25 TB,Solid State,PC,,,1920 x 1080,Windows 7 Professional,Intel Core i7,,,1 GB,15.6 inches,HP ZBook 15 Mobile Workstation,,ZBook 15,,,,,,,,,,1920 x 1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo ThinkPad X1 Carbon Ultrabook Black i5-4200U CPU 14-Inch Screen (20A7002FUS) : Computers & Accessories,Lenovo,Black,DDR3 SDRAM,128 GB,Serial ATA,PC,8.93 x 13.03 x 0.71 inches,3 pounds,1600x900,Windows 7 Professional,1.6 GHz Intel Core i5-4200U,Intel,1.0,4 GB DDR3,14 inches,Lenovo,802.11bgn,20A7002FUS,,,1 Lithium ion batteries required . ( included ),Lithium Polymer ( LiPo ),128,,,2.0,None,1600x900,,,,,,,9 hours,,,,,,,,,,,,,
Amazon.com : Goldengulf 10.1 inch Mini Android 4.2 Computer Laptop Notebook Dual Core 4GB WIFI Camera (black) : Computers & Accessories,Goldengulf,black,DDR3 SDRAM,8 GB,,PC,11.02 x 0.98 x 7.48 inches,1.8 pounds,1024*600,other,,,,4 GB,10 inches,GG5029-2,,,Battery,,,,,,,,,,,,,,,,3 hours,,,,,,,,,,,,,
"Amazon.com : Gigabyte 15.6 inches FHD DDR3L 8GB/HDD 1TB 7200rpm/DVD/(Haswell, WIN8.1) Notebook : Computers & Accessories",Gigabyte,,,1024 GB,,,10.74 x 14.72 x 1.23 inches,5.5 pounds,1920x 1080 pixels,Windows 8.1,2.8 GHz Apple A4,Intel,,8 GB DDR3L SDRAM,15.6 inches,Notebook,802.11bgn,P15FV2-CF2,,,,,,,,2.0,,,B00JPCJO88,"# 25,998 in Computers & Accessories ( See top 100 )",Be the first to review this product,"April 8 , 2014",This item is also available for shipping to select countries outside the U.S .,8.6 pounds ( View shipping rates and policies ),,,7200 RPM,,,,,,2.0,,,,,
Amazon.com : Zbook I7 4800 4gb 512gb Win8 : Computers & Accessories,,,,512 GB,,,,,,,Intel Core i7,,,4 GB,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : G750JH-DB71 Notebook Intel Core i7-4700HQ 3.4GHz 17.3"" FHD 24GB DDR3 SDRAM 128GB SSD 1TB 5400 rpm HDD W8 x64 Black : Laptop Computers : Computers & Accessories",Asus,,,1 TB,,,17.30 x 12.50 x 2 inches,10 pounds,,windows 8,Intel Core i7,,,24 GB ddr3_sdram,17.3 inches,Notebook,,G750JH,,,,,,Intel HD Graphics,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo Y50 15.6-Inch Gaming Laptop (59418223) Black : Computers & Accessories,Lenovo,Black,DDR3 SDRAM,256 GB,,PC,10.37 x 0.94 x 15.24 inches,5.3 pounds,3840x2160 pixels,Windows 8.1,2.5 GHz Core i7-4750HQ,Intel,,16 GB DDR3,15.6 inches,Lenovo,802.11 A/C,Y50 - 59418223,,,1 Nonstandard Battery batteries required . ( included ),,256.0,,1600 MHz,2.0,External DVDRW,1920 x 1080,,,,,,,5 hours,2048 MB,,,,,,,1.0,,,,,
"Amazon.com : MSI GT72 Dominator Pro 211-HID5 17.3"" i7 4710HQ 3.5GHz 8GB GTX 980M 32GB RAM Super RAID 3 2048GB SSD + 1TB HDD BDRE Windows 8.1 : Computers & Accessories",MSI,,DDR3 SDRAM,3048 GB,"Solid State , Serial ATA-600",PC,16.85 x 1.88 x 11.57 inches,8.4 pounds,1920 x 1080,Windows 8,Intel Core i7,,,SO-DIMM DDR3,17.3 inches,GT72 Dominator Pro 211-HID5,,,,,,,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,
