<page title>,aspect ratio,audio,backlight,brightness,click image to enlarge,colours,contrast ratio,displayports,dvid ports,dynamic contrast ratio,ean,gross weight,hdmi ports,headphone jacks,height adjustment,horizontal viewing angle,input connector,input power source,keywords,line in jacks,manufacturer,model number,normal power consumption,package contents,package height,package length,package type,package width,pivot,pixel pitch,product code,product group,product height,product height without stand,product length,product length without stand,product name,product width,product width without stand,recommend resolution,response time,royal mail compliance,screen size,screen type,speakers,special features,standby power consumption,swivel lr,tilt angle,unit colour front,unit colour rear,unit colour stand,usb 20 downstream ports,usb 20 upstream ports,usb 30 downstream ports,usb 30 upstream ports,vertical viewing angle,vga ports,wall mount,warranty direct with manufacturer,web address,compliance,max resolution,net weight,screen features,upc,horizontal frequency range,vertical frequency range,view angle,energy star,viewable display area,unit colour,web camera,product weight,product weight without stand,audio outputs,operation environment,displayports out
"BENQ GW2765HT 27"" Wide IPS LED Black Multimedia Monitor (2560x1440/4ms/VGA/DVI/HDMI/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,350 cd/mÂ²,"Â£276.38
Â£331.66 inc VAT
76 Available
Available for next day delivery if ordered before 5pm",1.07 billion,1000:1,1.0,1.0,"20, 000, 000:1",4718755052651.0,9.00Kg,1.0,1.0,130mm,178Â°,,Power Lead,"Monitor, 27, 16:9, 2560x1440, IPS, LED, 4ms, Dual-link, DisplayPort, HDMI, Speakers, VESA, Swivel, Tilt, High Adjustment, K Locker",1.0,BENQ,GW2765HT,32W,"Monitor, UK Power lead, VGA lead, HDMI lead, DisplayPort lead",22.4cm,74.8cm,Retail,48.7cm,,0.2331mm,NEX-110864,Monitors,555mm,379mm,244mm,56mm,"BENQ GW2765HT 27"" Wide IPS LED Black Multimedia Monitor (2560x1440/4ms/VGA/DVI/HDMI/DP)",641mm,641mm,2560 x 1440,4ms,Not Compliant,"27""",IPS,Integrated,"Have a Whole New Level of Viewing Enjoyment Effortlessly, Great Colour Monitor with IPS Technology Panel and 100% sRGB, 27Â Big Screen and 2560x1440 QHD (WQHD) High Resolution, Flicker-free Backlight for Visual Pleasure",0.5W,160Â°/-160Â°,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,2560 x 1440,6.90Kg,,,,,,6.0,,,,,,,,
"AOC i2473Pwy 23.8"" Widescreen IPS LED Black Multimedia Monitor (1920 x 1080/5ms/VGA/HDMI/MHL) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 7W,LED,250 cd/mÂ²,"Â£162.00
Â£194.40 inc VAT
20 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"50, 000, 000:1",4038986144254.0,6.75Kg,1.0,,,178Â°,,Power Lead,"Monitors, IPS, LED, MHL, 23.8"", 16:9, 5ms, 1920x1080, HDMI, Speakers, Onkyo",1.0,AOC,I2473PWY,25W,"Monitor, VGA lead, HDMI lead, Audio lead, Support Disk",22.5cm,61cm,Retail,48.5cm,,0.2745mm,NEX-109655,Monitors,408.6mm,,182.6mm,,"AOC i2473Pwy 23.8"" Widescreen IPS LED Black Multimedia Monitor (1920 x 1080/5ms/VGA/HDMI/MHL)",547.1mm,,1920 x 1080,5ms (GTG),Not Compliant,"23.8""",IPS,Integrated,"Eco Mode, e-Saver, i-Menu, Kensington Security Lock, MHL, Miracast, screen+",0.5W,,-3Â°/20Â°,Silver,Black,Black,,,,,178Â°,1.0,,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, CU, EuP, ISO 9241-307, RoHS, TÃV-Bauart, TCO 6.0, Ukrain Safety",1920 x 1080,,"Full HD, MHL",,30KHz - 83KHz,50Hz - 76Hz,,6.0,527.04mm x 296.46mm,,,,,1.0,,
"AOC i2473Pwm 23.8"" Widescreen IPS LED Black Multimedia Monitor (1920 x 1080/5ms/VGA/2xHDMI/MHL) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 7W,LED,250 cd/mÂ²,"Â£143.05
Â£171.66 inc VAT
15 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"50, 000, 000:1",4038986144056.0,6.46Kg,2.0,,,178Â°,,Power Lead,"Monitor, 23.8, IPS, LED, MHL, HDMI, 5ms, 1920x1080, e-Saver, Eco Mode, i-Menu, Kensington, screen+, ONKYO, Super-slim, Full HD, FHD",1.0,AOC,I2473PWM,23W,"Monitors, UK Power cable, VGA cable, HDMI cable, Audio cable, Support Disk",22cm,61cm,Retail,48cm,,0.2475mm,NEX-109656,Monitors,408.6mm,,182.6mm,,"AOC i2473Pwm 23.8"" Widescreen IPS LED Black Multimedia Monitor (1920 x 1080/5ms/VGA/2xHDMI/MHL)",547.1mm,,1920 x 1080,5ms (GTG),Not Compliant,"23.8""",IPS,Integrated,"e-Saver, Eco Mode, i-Menu, Kensington Security Lock, MHL, screen+",0.5W,,-5Â°/15Â°,Silver,Black,Black,,,,,178Â°,1.0,,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, CU, EuP, ISO 9241-307, RoHS, TCO 6.0, TÃV-Bauart, Ukrain Safety",1920 x 1080,4.12Kg,"Full HD, MHL",,,,,6.0,527.04mm x 296.46mm,,,,,1.0,,
"ASUS VS278Q 27"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DP/DVI-D/2xHDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,300 cd/mÂ²,"Â£199.79
Â£239.75 inc VAT
30 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,1.0,1.0,"80, 000, 000:1",4716659177722.0,7.2Kg,2.0,1.0,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, 27"", 1ms, HDMI, VESA Wall Mounting, VESA, Widescreen",1.0,ASUS,VS278Q,45W,"Monitor, VGA cable, Audio cable, UK Power lead, Quick start guide, HDMI-to-DVI cable",18cm,72cm,Retail,53.5cm,,0.311mm,NEX-106984,Monitors,470.11mm,393.23mm,225mm,50mm,"ASUS VS278Q 27"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DP/DVI-D/2xHDMI)",648.86mm,648.86mm,1920 x 1080,1ms (GTG),Not Compliant,"27""",LCD,Integrated,"Superior image quality meets classic elegant design, True-to-life Pictures Powered by LED, 1ms Response Time, Extensive Connectivity and Built-in Stereo Speaker for Multimedia Enjoyment",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, RoHS, WEEE, Windows 7 WHQL",1920 x 1080,5.1Kg,Full HD,886227177721.0,30kHz - 83kHz,50Hz - 76Hz,,5.0,,,,,,,,
"ASUS VS248H 24"" Widescreen LED Black Monitor (1920x1080/2ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£135.96
Â£163.15 inc VAT
10 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,,1.0,"50, 000, 000:1",4719543390153.0,6.4Kg,1.0,1.0,,170Â°,,Power Lead,"Monitors, 24"", 16:9, 2ms, HDMI, LCD, LED, LED Backlight, VESA, Wall Mount, Widescreen",,ASUS,VS248H,32W,"Monitor, Euro Power Lead, UK Power Lead, VGA Lead, DVI Lead, Quick Start Guide",13.5cm,64.5cm,Retail,47.5cm,,0.2768mm,NEX-106055,Monitors,412.3mm,,205.5mm,,"ASUS VS248H 24"" Widescreen LED Black Monitor (1920x1080/2ms/VGA/DVI-D/HDMI)",573.2mm,,1920 x 1080,2ms (GTG),Not Compliant,"24""",LCD,,"Superior image quality meets classic elegant design, True-to-life Pictures Powered by LED, Versatile viewing positions with Smart View Technology, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"CEL, UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, RoHS, WEEE, Windows 7 WHQL",1920 x 1080,4.1Kg,,610839390151.0,30KHz - 83KHz,50Hz - 76Hz,,5.0,,,,,,,,
"AOC i2470Pwqu 23.8"" Widescreen IPS LED Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£139.25
Â£167.10 inc VAT
25 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"20, 000, 000:1",4038986144032.0,8.05Kg,1.0,,130mm,178Â°,,Power Lead,"Monitors, IPS, LED, 23.8"", 16:9, 5ms, 1920 x 1080, 16.7M, HDMI, DisplayPort, VESA, Speaker, Height, Pivot, Swivel, USB",,AOC,I2470PWQU,30W,"Monitor, UK Power lead, VGA lead, DVI-D lead, Audio lead, USB lead, Support Disk",18cm,67cm,Retail,41cm,90Â°,0.2745mm,NEX-110416,Monitors,509.9mm,,244.6mm,,"AOC i2470Pwqu 23.8"" Widescreen IPS LED Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI/DP)",557.3mm,,1920 x 1080,5ms,Not Compliant,"23.8""",IPS,Integrated,"130 mm Height Adjustment, Audio out, Eco Mode, e-Saver, i-Menu, Kensington Security Lock, screen+",0.5W,Yes,,Black,Black,Black,4.0,1.0,,,178Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, EuP, ISO 9241-307, RoHS, TCO 6.0, TÃV-GS",1920 x 1080,,Full HD,,30KHz - 83kHz,50Hz - 76Hz,,6.0,527.04mm x 296.46mm,,,6.0Kg,,,,
"BENQ GW2255 21.5"" Wide VA LED Glossy Black Monitor (1920x1080/6ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£77.87
Â£93.44 inc VAT
47 Available
Available for next day delivery if ordered before 5pm",16.7 Million,3000:1,,1.0,"20, 000, 000:1",4718755045028.0,4.8Kg,,,,178Â°,,Power Lead,"Monitors, VA, LED, 21.5, Widescreen, 16:9, 1920x1080, 6ms, 250 cd/mÂ², VESA, 100x100, 100x100mm",,BENQ,GW2255,21W,"Monitors, Manual, Support Disk, UK Power lead, VGA lead",12cm,58.5cm,Retail,39.5cm,,0.248mm,NEX-108279,Monitors,400mm,320mm,174mm,61mm,"BENQ GW2255 21.5"" Wide VA LED Glossy Black Monitor (1920x1080/6ms/VGA/DVI-D)",525mm,525mm,1920 x 1080,6ms (GTG),Not Compliant,"21.5""",VA,,"Brilliant Image Quality, VA LED Leads the Way, Full HD 1080p 16:9 Visual Perfection, Superior Response Time, Senseye Visual Solution to Your Everyday Viewing Needs",0.3W,,-5Â°/15Â°,Glossy Black,Black,Glossy Black,,,,,178Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 5.2,1920 x 1080,3.7Kg,Full HD,,,,,,,,,,,,,
"ASUS ROG Swift PG278Q 27"" Widescreen TN LED Black Monitor (2560x1440/1ms/DP/USB) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,,16.7 Million,1000:1,1.0,,"10, 000, 000:1",4716659752455.0,10.52Kg,,,120mm,170Â°,,Power Adapter,"Monitor, Gaming, 2560x1440, 144Hz, G-SYNC, 27-inch, 16:9, 1ms, ULMB, 3D Vision, Swivel, Pivot, Height Adjustment, VESA",,ASUS,PG278Q,90W,"Monitors, DisplayPort cable, USB lead, Power Adapter, UK Power lead",30cm,75.6cm,Retail,45.6cm,90Â°,0.233mm,NEX-110772,Monitors,362.96mm,,237.9mm,,"ASUS ROG Swift PG278Q 27"" Widescreen TN LED Black Monitor (2560x1440/1ms/DP/USB)",619.7mm,,2560 x 1440,1ms (GTG),Not Compliant,"27""",TN,,"27-inch Gaming Monitor, 144Hz refresh rate (60-120-144Hz Turbo Key), NVIDIA G-SYNC, NVIDIA Ultra Low Motion Blur (ULMB), NVIDIA 3D Vision ready, ASUS Smart Contrast Ratio, ASUS Exclusive GamePlus Technology (crosshair/timer)",0.5W,+60/-60,-5Â°/20Â°,Black,Black,Black,,,2.0,1.0,160Â°,,VESA 100mm x 100mm,3 Years On Site,www.asus.com,,,7.00Kg,,886227752454.0,,,,,,,,,,,,
"AOC i2472Pwhut/BK 23.6""W IPS Black Multimedia Monitor (1920x1080/5ms/VGA/2xHDMI/Touch/Webcam) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£261.36
Â£313.63 inc VAT
3 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"50, 000, 000:1",4038986144162.0,7.90Kg,2.0,1.0,,178Â°,,Power Lead,"Monitors, 23.6"", 16:9, 5ms, 1920x1080, 10 point, Touchscreen, MHL, Eco, e-Saver, Headphone, i-Menu, Kensington, screen+, Webcam, HDMI",1.0,AOC,I2472PWHUT/BK,50W,"Monitor, UK Power lead, VGA lead, HDMI lead, Audio lead, USB lead, Support Disk",14cm,68cm,Retail,46cm,,0.2715mm,NEX-109657,Monitors,379.37mm,,49.4mm,,"AOC i2472Pwhut/BK 23.6""W IPS Black Multimedia Monitor (1920x1080/5ms/VGA/2xHDMI/Touch/Webcam)",606.73mm,,1920 x 1080,5ms,Not Compliant,"23.6""",IPS,Integrated,"Webcam, 10 point touch screen, MHL, Eco Mode, e-Saver, Headphone out, i-Menu, Kensington Security Lock, screen+",5W,,+15/+57,Glossy Black/Silver,Glossy Black,Silver,2.0,1.0,3.0,1.0,178Â°,1.0,VESA 75mm x 75mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, GOST, ISO 9241-307, NRTL, RoHS, TÃV-Bauart, Ukrain Safety",1920 x 1080,6.40Kg,Touch Screen,,30KHz - 83kHz,50Hz - 76Hz,,,521.28mm x 293.22mm,,,,,,,
"AOC e2370Sn 23"" Widescreen TN LED Black Monitor (1920x1080/5ms/VGA) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,200 cd/mÂ²,"Â£87.16
Â£104.59 inc VAT
9 Available
Available for next day delivery if ordered before 5pm",16.7 Million,600:1,,,"20, 000, 000:1",4038986144650.0,4.65Kg,,,,90Â°,,Power Lead,"Monitors, TN, LED, 23"", 16:9, 1920 x 1080, Eco, e-Saver, i-Menu, Kensington, VESA",,AOC,E2370SN,19.8W,"Monitor, Manual, UK Power lead, VGA lead, Support Disk",11.5cm,60.5cm,Retail,42.5cm,,0.265mm,NEX-110144,Monitors,393.3mm,,221mm,,"AOC e2370Sn 23"" Widescreen TN LED Black Monitor (1920x1080/5ms/VGA)",546.7mm,,1920 x 1080,5ms,Not Compliant,"23""",TN,,"Eco Mode, e-Saver, i-Menu, Kensington Security Lock, Screen+",0.5W,,-5Â°/25Â°,Black,Black,Black,,,,,65Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, CU, EPEAT Silver, EuP, ISO 9241-307, RoHS, TÃV-GS, Ukrain Safety",,,,,30KHz - 83kHz,50Hz - 76Hz,,6.0,509.18mm x 286.42mm,,,,,,,
"ASUS VN248H 23.8"" Widescreen IPS LED Black Multimedia Monitor (1920x1080/5ms/VGA/2xHDMI/MHL) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,250 cd/mÂ²,"Â£151.60
Â£181.92 inc VAT
0 Available
Due: 16/10/14",16.7 Million,1000:1,,,"80, 000, 000:1",4716659456209.0,6.1Kg,2.0,,,178Â°,,Power Lead,"Monitors, IPS, Full HD, 1080p, MHL, 23.8"", 1920x1080, 0.2745mm, 5ms, HDMI, Speakers, 100x100mm, VESA",,ASUS,VN248H,23W,"Monitor, VGA cable, Audio cable, UK Power cord, Quick start guide",13cm,61cm,Retail,47cm,,0.2745mm,NEX-108657,Monitors,476mm,,194.2mm,,"ASUS VN248H 23.8"" Widescreen IPS LED Black Multimedia Monitor (1920x1080/5ms/VGA/2xHDMI/MHL)",554.5mm,,1920 x 1080,5ms (GTG),Not Compliant,"23.8""",IPS,Integrated,"Amazing Visuals for Work and Play, Full HD with dual HDMI/MHL Inputs, Splendid Video Intelligence Technology, VividPixel Technology for Best Picture Quality, MHL (Mobile High-Definition Link) for Enhanced Viewing from Mobile to Monitor",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, CU, EPEAT (Gold) by region, FCC, Gost-R, RoHS, Taiwan Green Mark, TCO6.0, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,4.0Kg,"Full HD, MHL",886227456208.0,30KHz - 80KHz,55Hz - 75Hz,,5.0,,,,,,,,
"ASUS VE248H 24"" Widescreen LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,250 cd/mÂ²,"Â£135.96
Â£163.15 inc VAT
46 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,,1.0,"10, 000, 000:1",,7.0Kg,1.0,1.0,,170Â°,,Power Lead,"Monitors, 24"", 2ms, 16:9, HDMI, LCD, LED, LED Backlight, Widescreen, Speakers, VESA",1.0,ASUS,VE248H,35W,"Monitor, Quick Start Guide, DVI Lead, VGA Lead, Audio Lead, Power Lead",,,Retail,,,0.277mm,NEX-104083,Monitors,409.7mm,,201mm,,"ASUS VE248H 24"" Widescreen LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI)",569.4mm,,1920 x 1080,2ms (GTG),,"24""",LCD,Integrated,"True-to-life Pictures Powered by LED, Splendid Video Intelligence Technology, Full HD with HDMI, Aspect Control function",1W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"CEL, UL/cUL, CB, CE, EuP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, WEEE, Windows Vista and Windows 7 WHQL, RoHS",1920 x 1080,4.4Kg,,,30KHz - 83KHz,50Hz - 76Hz,,5.0,,"Front: , Rear: Black, Stand: Black",,,,,,
"ASUS VE247H 23.6"" Widescreen LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,300 cd/mÂ²,"Â£128.62
Â£154.34 inc VAT
138 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,,1.0,"10, 000, 000:1",,7.5Kg,1.0,1.0,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, Widescreen, VESA, 23.6"", 2ms, HDMI, Stereo, Speakers",1.0,ASUS,VE247H,35W,"Monitor, User Guide, VGA Lead, DVI Lead, Power Lead, Audio Lead",,,Retail,,,0.272mm,NEX-104082,Monitors,408.7mm,,201mm,,"ASUS VE247H 23.6"" Widescreen LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI)",569.4mm,,1920 x 1080,2ms (GTG),,"23.6""",LCD,Integrated,"True-to-life Pictures Powered by LED, Splendid Video Intelligence Technology, Full HD with HDMI, Aspect Control function",1W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"CEL, UL/cUL, CB, CE, EuP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, RoHS, WEEE, Windows Vista and Windows 7 WHQL",1920 x 1080,4.8Kg,,,30KHz - 83KHz,50Hz - 76Hz,,5.0,,,,,,,,
"AOC i2360Phu 23"" Widescreen IPS Black Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£148.66
Â£178.39 inc VAT
0 Available
Due: 30/11/15",16.7 Million,1000:1,,1.0,"20, 000, 000:1",4038986141949.0,7.85Kg,1.0,1.0,130mm,170Â°,,Power Lead,"Monitors, IPS, LED, LED Backlight, 23"", 5ms, 16:9, HDMI, Full HD, Headphone, Height, Height Adjustment, Speakers, Tilt, Swivel, USB, VESA, VESA Wall Mounting, Widescreen",,AOC,I2360PHU,,"Monitor, UK Power Lead, VGA Lead, DVI-D Lead, Audio Lead, Support Disk",17.5cm,66cm,Retail,40cm,Yes,0.265mm,NEX-107463,Monitors,375.2mm,,244.5mm,,"AOC i2360Phu 23"" Widescreen IPS Black Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI)",548.5mm,,1920 x 1080,5ms,Not Compliant,"23""",IPS,Integrated,"130mm Height Adjustment, USB 4x, Headphone out, Audio out, Eco Mode, e-Saver, i-Menu, VESA 100 mm, -5Â°/+15Â° Tilt",0.5W,Yes,-5Â°/15Â°,Black,Black,Black,4.0,1.0,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"EPEAT Gold, CE, cCSAus, EPEAT Silver, FCC, GOST, RoHS, TÃV-Bauart, TÃV-GS, ISO 9241-307, TCO 5.0, EuP",1920 x 1080,5.94Kg,,,30KHz - 83KHz,55Hz - 75Hz,,5.0,509.76mm x 286.74mm,,,,,,,
"AOC e719Sda 17"" LED Silver Multimedia Monitor (1280x1024/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",5:4,1W,LED,250 cd/mÂ²,"Â£76.73
Â£92.07 inc VAT
11 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"20, 000, 000:1",4038986174268.0,4.61Kg,,,,170Â°,,Power Lead,"Monitors, LED, LCD, 17"", 5:4, 5ms, 1280x1024, Speaker, VESA",1.0,AOC,E719SDA,25W,"Monitor, UK Power lead, VGA cable, DVI-D cable, Audio cable, Support Disk",11.7cm,43.2cm,Retail,38cm,,0.264mm,NEX-109652,Monitors,326.7mm,,58.9mm,,"AOC e719Sda 17"" LED Silver Multimedia Monitor (1280x1024/VGA/DVI-D)",371.6mm,,1280 x 1024,5ms,Not Compliant,"17""",LCD,Integrated,"Eco Mode, e-Saver, i-Menu, Kensington Security Lock",0.5W,,-5Â°/20Â°,Silver,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, EPEAT Silver, GOST, RoHS, TUV-Bauart, TCO 6.0",1280 x 1024,3.06Kg,,,30Hz - 83Hz,50Hz - 76Hz,,6.0,337.9mm x 270.3mm,,,,,,,
"AOC e2470Swhe 23.6"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/2xHDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£100.40
Â£120.48 inc VAT
0 Available
Due: 30/11/50",16.7 Million,1000:1,,,"20, 000, 000:1",4038986144193.0,5.21Kg,2.0,,,170Â°,,Power Lead,"Monitors, LCD, LED, 23.6"", 16:9, HDMI, VESA., Tilt, Kensington",,AOC,E2470SWHE,26W,"Monitor, UK Power lead, VGA lead, HDMI lead, Support Disk",12.7cm,62cm,Retail,43.5cm,,0.276mm,NEX-109439,Monitors,396.9mm,,78.2mm,,"AOC e2470Swhe 23.6"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/2xHDMI)",551.44mm,,1920 x 1080,5ms,Not Compliant,"23.6""",LCD,,"e-Saver, Eco Mode, i-Menu, Kensington Security Lock, Screen+",0.5W,,-5Â°/15Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, EPEAT Gold, GOST, NRTL, RoHS, TUV-GS, TUV-Bauert, TCO 6.0",1920 x 1080,3.58Kg,,,30kHz - 83kHz,55Hz - 75Hz,,6.0,531.36mm x 298.89mm,,,,,,,
"ASUS VS247HR 23.6"" Widescreen LED Black Monitor (1920x1080/2ms/HDMI/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£113.29
Â£135.95 inc VAT
23 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659551782.0,6.80Kg,1.0,,,170Â°,,Power Lead,"Monitors, LCD, LED, 23.6"", 1080p, 2ms, 2ms (GtG), HDMI, VESA, Wall Mounting, Full HD, Splendid",,ASUS,VS247HR,22.7W,"Monitor, DVI lead, VGA lead, UK Power lead, Quick start guide",13cm,61.8cm,Retail,46.9cm,,0.272mm,NEX-109297,Monitors,410.6mm,,200mm,,"ASUS VS247HR 23.6"" Widescreen LED Black Monitor (1920x1080/2ms/HDMI/VGA/DVI-D)",561.8mm,,1920 x 1080,2ms (GTG),Not Compliant,"23.6""",LCD,,"Superior image quality meets classic elegant design, True-to-life Pictures Powered by LED, Full HD with HDMI, 2ms Response Time, Aspect Control function, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, CU, EK, ErP, FCC, J-MOSS, PSB, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 7, Windows Vista)",1920 x 1080,4.40Kg,Full HD,886227551781.0,24KHz - 83KHz,50Hz - 75Hz,,6.0,,,,,,,,
"BENQ BL2411PT 24"" Wide IPS Black Multimedia Monitor (1920x1200/5ms/VGA/DVI-D/DPI/Height/Pivot) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:10,2 x 1W,LED,300 cd/mÂ²,"Â£215.11
Â£258.13 inc VAT
120 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"20, 000, 000:1",4718755039836.0,9.00Kg,,1.0,130mm,178Â°,,Power Lead,"Monitors, 24"", 5ms, 16:10, 1920 x 1200, 5ms (GtG), Speaker, Senseye 3, VESA, HDCP, Swivel, Tilt, Pivot, High Adjustment, Slim Bezel",1.0,BENQ,BL2411PT,23W,"Monitor, Manual, UK Power Lead, VGA Lead, DVI Lead, Audio Lead",25cm,66cm,Retail,43.6cm,90Â°,0.27mm,NEX-108531,Monitors,444mm - 574mm,366mm,236mm,63mm,"BENQ BL2411PT 24"" Wide IPS Black Multimedia Monitor (1920x1200/5ms/VGA/DVI-D/DPI/Height/Pivot)",555mm,555mm,1920 x 1200,5ms (GTG),Not Compliant,"24""",IPS,Integrated,"Ultimate Productivity and Visual Performance, Designed for business environments, Rich Colours with 100% sRGB Colour Reproduction, 16:10 Wide Aspect Ratio, Flicker-free Backlight for Visual Pleasure, Ultra-Flexible Height Adjustment System (HAS)",0.3W,+45Â°/-45Â°,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,1920 x 1200,6.70Kg,Flicker-free Backlight,,,,,,,,,,,,,
