<page title>,adjustable display angle,adjustable display height,aspect ratio,backlight technology,brand name,brightness,certifications standards,color,contrast ratio,depth,displayport,dvi,green compliance certificateauthority,green compliant,hdcp supported,height,horizontal viewing angle,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum resolution,mount type,number of screens,operating power consumption,package contents,platform supported,product line,product model,product name,product type,response time,screen mode,screen size,screen surface,standby power consumption,vertical viewing angle,vesa mount compatible,vesa mount standard,vga,weight approximate,width,additional information,color supported,input voltage,touchscreen,touchscreen type,usb,adjustable display pivot,builtin devices,features,panel technology,usb standard,weight with stand approximate,depth with stand,hdmi,height with stand,horizontal frequency,standard refresh rate,width with stand,offmode power consumption,swivel angle,tilt angle,display orientation,product series,maximum adjustable height,speakers,component video,network rj45,serial port,country of origin,full product specifications,headphone,number of speakers,interfacesports,postconsumerwaste,recycled,recycled content,composite video,multitouch screen,svideo,webcam,package type,digital zoom,image sensor,resolution,compatibility,packaged quantity,3d type
"Hp Business P231 23"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Full Hd - Dvi - Vga - 31 W - Black - China Energy Label (cel), Epeat Gold, Energy Star, Tco Certified Edge, It Eco Declaration, Rohs, Weee, Eu Weee, Reach, Cecp - (E4S07A8#ABA) - SoftwareCity.ca - Canada",Yes,No,16:9,LED,HP,250 cd/mÂ²,CE CB KC KCC NOM PSB ICE TUV-S RCM CCC ISC VCCI FCC BMSI SmartWay Transport Partnership (NA) Microsoft WHQL Certification,Black,"1,000:1","2"" (51.1 mm)",,Yes,"China Energy Label (CEL), EPEAT Gold, ENERGY STAR, TCO Certified Edge, IT Eco Declaration, RoHS, WEEE, EU WEEE, REACH, CECP",Yes,Yes,"13"" (328.9 mm)",170Â°,3 Year,Hewlett-Packard,E4S07A8#ABA,http://www.hp.com/ca,1920 x 1080,"Desk Mountable, Wall Mountable, Arm-mountable",1.0,31 W,,PC,Business,P231,ProDisplay P231 23-inch LED Backlit Monitor (ENERGY STAR) (E4S07A8),LCD Monitor,5 ms,Full HD,"23""",Anti-glare,500 mW,160Â°,Yes,100 x 100,Yes,3.25 kg,"21.4"" (544.1 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,,,"Security Lock, Multiview",Twisted Nematic Film (TN Film),,,"6.5"" (165.6 mm)",,"15.6"" (395 mm)",94 kHz,60 Hz,"21.4"" (544.1 mm)",,,,Landscape,Essential,,,,,,China,,,,,14.8%,Yes,Plastic,,,,,,,,,,,
"3m Microtouch 17"" Lcd Touchscreen Monitor - 25 Ms - Capacitive - 1280 X 1024 - 16.7 Million Colors (24-bit) - 215 Cd/mÂ² - Usb - Vga - 3 Year - (11-4945-225-00) - SoftwareCity.ca - Canada",,,,,3M,215 cd/mÂ²,,,350:1,"1.9"" (49 mm)",,,,,,"13.2"" (334.8 mm)",,3 Year,3M,11-4945-225-00,http://www.3m.com,1280 x 1024,,,,,,MicroTouch,,MicroTouch CT Touch Screen Monitor,LCD Touchscreen Monitor,25 ms,SXGA,"17""",,,,,,Yes,4.60 kg,"16"" (405.9 mm)",,16.7 Million Colors (24-bit),12 V DC,Yes,Capacitive,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Professional Th-42lf5u 42"" Lcd Monitor - 16:9 - 9 Ms - 1920 X 1080 - 500 Nit - 1200:1 - Full Hd - Dvi - Hdmi - Vga - 260 W - Black - Energy Star 5.1 - (TH42LF5U) - SoftwareCity.ca - Canada",,,16:9,,Panasonic,500 cd/mÂ²,UL60065CAN/CSA-22.2 No60065:03FCC Part 15 Class-BICES-003,Black,1200:1,"4.6"" (116.8 mm)",,Yes,ENERGY STAR 5.1,Yes,Yes,"22.1"" (561.3 mm)",178Â°,1 Year,Panasonic,TH42LF5U,http://www.panasonic.com,1920 x 1080,,1.0,260 W,42-inch Class Full HD LCD Display TH-42LF5UAC CordOperating Instructions BookletCD-ROMRemote ControlBatteries,,Professional,TH-42LF5U,42-inch Class Full HD LCD Display TH-42LF5U,LCD Monitor,9 ms,Full HD,"42""",,500 mW,178Â°,Yes,400 x 400,Yes,20 kg,"38.2"" (970.3 mm)",,,110 V AC,,,,,,"Video Wall, Screen Saver, Eco Mode, Button Lock",In-plane Switching (IPS) Technology,,,,Yes,,,60 Hz,,300 mW,,,Landscape/Portrait,LF5,,,,,,,,,,,,,,,,,,,,,,,,
"Planar Pjt195rw 19"" Lcd Touchscreen Monitor - 16:10 - 5 Ms - 5-wire Resistive - 1440 X 900 - Adjustable Display Angle - 16.7 Million Colors - 1,000:1 - 250 Cd/mÂ² - Speakers - Usb - Vga - Rohs - 1 Year - (997-6378-00) - SoftwareCity.ca - Canada",Yes,,16:10,,Planar,250 cd/mÂ²,UL/cUL FCC-B CB,,"1,000:1","2.4"" (61 mm)",,,RoHS,Yes,,"11.8"" (299.7 mm)",160Â°,1 Year,"Planar Systems, Inc",997-6378-00,http://www.planar.com,1440 x 900,Desk Mountable,,42 W,"19"" Touch Screen Monitor Power Cord VGA Cable USB Cable (A to B) Audio-in Cable User's Guide",PC,,PJT195RW,"19"" Touch Screen Monitor",LCD Touchscreen Monitor,5 ms,WXGA+,"19""",,,160Â°,Yes,100 x 100,Yes,5.99 kg,"17.3"" (439.4 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",Yes,5-wire Resistive,Yes,,Speaker,,,,,"7.8"" (198.1 mm)",,"13.7"" (348 mm)",,75 Hz,"17.3"" (439.4 mm)",,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
"Hp Business Z30i 30"" Led Lcd Monitor - 16:10 - 8 Ms - Adjustable Display Angle - 2560 X 1600 - 350 Cd/mÂ² - 1,000:1 - Wqxga - Dvi - Hdmi - Vga - Displayport - Usb - 125 W - Black - Energy Star, Epeat Gold, Tco Certified Edge - (D7P94A4#ABA) - SoftwareCity.ca - Canada",,,,LED,,350 cd/mÂ²,,,"1,000:1","2.6"" (66.3 mm)",,,TCO Certified Edge,,,"17.7"" (449.8 mm)",,,,D7P94A4#ABA,,2560 x 1600,,,,Business Performance Z30i Widescreen LCD Monitor AC Power Cord USB Cable DisplayPort Cable DVI-D Cable Documentation CD HP Display Assistant Software,,Business,Z30i,Business Performance Z30i Widescreen LCD Monitor,,,WQXGA,,,,,,,,,"27.2"" (690.3 mm)",,,,,,,,,,,,9.96 kg,"10.5"" (266.4 mm)",,"23.7"" (601 mm)",,,"27.2"" (690.3 mm)",,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,
"3m Microtouch M1700ss 17"" Lcd Touchscreen Monitor - 9 Ms - Capacitive - 1280 X 1024 - 16.2 Million Colors - 800:1 - 300 Cd/mÂ² - Dvi - Vga - Black - 3 Year - (11-91378-227) - SoftwareCity.ca - Canada",,,,,3M,300 cd/mÂ²,,Black,800:1,"9.7"" (247 mm)",,Yes,RoHS,Yes,,"16.3"" (413.3 mm)",160Â°,3 Year,3M,11-91378-227,http://www.3m.com,1280 x 1024,Wall Mountable,,,MicroTouch M1700SS Touchscreen LCD MonitorVideo CableTouch CablePower Supply,,MicroTouch,M1700SS,MicroTouch M1700SS Touchscreen LCD Monitor,LCD Touchscreen Monitor,9 ms,SXGA,"17""",,,160Â°,,,Yes,8.60 kg,"15.9"" (405 mm)",,16.2 Million Colors,12 V DC,Yes,Capacitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Business V241 23.6"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Full Hd - Dvi - Vga - 30 W - Black - It Eco Declaration, Rohs, Energy Star, Epeat Silver, Tco Certified Displays, Weee, Eu Weee, Reach - (E5Z68A8#ABA) - SoftwareCity.ca - Canada",Yes,,16:9,LED,HP,250 cd/mÂ²,CB FCC ICES TUV TUV-GS ETL S-mark,Black,"1,000:1","1.9"" (47 mm)",,Yes,"IT Eco Declaration, RoHS, ENERGY STAR, EPEAT Silver, TCO Certified Displays, WEEE, EU WEEE, REACH",Yes,Yes,"13.7"" (348 mm)",170Â°,3 Year,Hewlett-Packard,E5Z68A8#ABA,http://www.hp.com/ca,1920 x 1080,"Desk Mountable, Wall Mountable, Arm-mountable",1.0,30 W,V241 23.6-inch LED Backlit Monitor (ENERGY STAR) (E5Z68A8) VGA Cable AC Power Cord Printed Documentation and CD,,Business,V241,V241 23.6-inch LED Backlit Monitor (ENERGY STAR) (E5Z68A8),LCD Monitor,5 ms,Full HD,"23.6""",Anti-glare,500 mW,160Â°,Yes,100 x 100,Yes,3.72 kg,"22.2"" (563.6 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,,,"Security Lock, Ultra Slim",Twisted Nematic Film (TN Film),,,"8"" (204.2 mm)",,"16.3"" (412.8 mm)",,60 Hz,"22.2"" (563.6 mm)",,,-5Â°to20Â°,Landscape,Value,,,,,,China,,,,,0%,Yes,Plastic,,,,,,,,,,,
"Panasonic Panaboard Ub-t880 Interactive Whiteboard - 83"" - (UBT880WC) - SoftwareCity.ca - Canada",,,,,Panasonic,,,,,"4.6"" (116.8 mm)",,,,,,"52"" (1320 mm)",,,Panasonic,UBT880WC,http://www.panasonic.com,,,,,Panaboard UB-T880 Interactive WhiteboardPower Cord (10 ft)Electronic PenBattery (LR03 AAA Alkaline)USB Cable (16 ft)Replacement Pen PointWall Mounting KitOperating Instructions,,Panaboard,UB-T880,Panaboard UB-T880 Interactive Whiteboard,Interactive Whiteboard,,,"83""",,,,,,,36.02 kg,"65.2"" (1657.1 mm)",Capacitance Touch Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x 4-pin Type B - USB 2.0, 1 x 4-pin Type A - USB 2.0",,,,,,,,,,,,,,
"Acer B193wl 19"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 250 Nit - 100,000,000:1 - Speakers - Dvi - Vga - Black - Tco '05, Epeat Silver, Energy Star - (UM.CB3AA.B02) - SoftwareCity.ca - Canada",Yes,,16:10,LED,Acer,250 cd/mÂ²,,Black,"100,000,000:1",,,Yes,"TCO '05, EPEAT Silver, ENERGY STAR",Yes,,,,,"Acer, Inc",UM.CB3AA.B02,http://www.acer.ca,1440 x 900,,1.0,13.50 W,B193WL Widescreen LCD Monitor1 x VGA Cable1 x DVI CablePower Cord,,,B193WL,B193WL Widescreen LCD Monitor,LCD Monitor,5 ms,WXGA+,"19""",Anti-glare,,,,,Yes,,,,,,,,,,,,Twisted Nematic Film (TN Film),,,,,,,,,,,,,B,,Yes,,,,,,,,,,,,,,,,,,,,,,
"Hp Business V221 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 200 Cd/mÂ² - 600:1 - Full Hd - Dvi - Vga - 29 W - Black - China Energy Label (cel), Energy Star - (E2T08AA#ABA) - SoftwareCity.ca - Canada",Yes,,16:9,LED,HP,200 cd/mÂ²,,Black,600:1,"4.9"" (124.5 mm)",,Yes,"China Energy Label (CEL), ENERGY STAR",Yes,Yes,"31.9"" (810.5 mm)",90Â°,3 Year,Hewlett-Packard,E2T08AA#ABA,http://www.hp.com/ca,1920 x 1080,,1.0,29 W,V221 21.5-inch LED Backlit Monitor VGA cable AC power cable Printed documentation and CD,,Business,V221,V221 21.5-inch LED Backlit Monitor,LCD Monitor,5 ms,Full HD,"21.5""",,500 mW,50Â°,,,Yes,,"51.7"" (1313.4 mm)",,,"110 V AC, 220 V AC",,,,,,Security Lock,,,3.40 kg,"18.4"" (468.1 mm)",,"37.7"" (957.8 mm)",,,"51.7"" (1313.4 mm)",,,-5Â°to19Â°,,Value,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Business E241i 24"" Led Lcd Monitor - 16:10 - 8 Ms - Adjustable Display Angle - 1920 X 1200 - 16.7 Million Colors - 250 Cd/mÂ² - 5,000,000:1 - Wuxga - Dvi - Vga - Displayport - Usb - 35 W - Gray - Energy Star, Tco Certified Displays, Epeat Gold, Reach, Tco Certified Edge, TÃ¼v, China Energy Label (cel) - (F0W81AA#ABA) - SoftwareCity.ca - Canada",Yes,Yes,16:10,LED,HP,250 cd/mÂ²,C-Tick E-Standby NOM PSB TUV Ergo TUV GS UL VCCI ICE SmartWay,Gray,"5,000,000:1","2.2"" (55 mm)",Yes,Yes,"ENERGY STAR, TCO Certified Displays, EPEAT Gold, REACH, TCO Certified Edge, TÃV, China Energy Label (CEL)",Yes,Yes,"14.3"" (362.6 mm)",178Â°,3 Year,Hewlett-Packard,F0W81AA#ABA,http://www.hp.com/ca,1920 x 1200,,1.0,35 W,"Business E241i Widescreen LCD Monitor VGA Cable USB Cable DisplayPort Cable AC Power Cable Printed Documentation CD (User Guide,Warranty,Drivers) HP Display Assistant Software",PC,Business,E241i,Business E241i Widescreen LCD Monitor,LCD Monitor,8 ms,WUXGA,"24""",Anti-glare,500 mW,178Â°,,,Yes,4.13 kg,"21.9"" (556 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,Yes,Yes,USB Hub,Security Lock,In-plane Switching (IPS) Technology,USB 2.0,6.58 kg,"10.9"" (276.2 mm)",,"20.3"" (516.6 mm)",,,"2.2"" (55.6 mm)",,180Â°,-5Â°to30Â°,,,"5.9"" (149.9 mm)",,,,,,,,,,,,,,,,,,,,,,,
"Nec Display Multisync Pa302w-sv 30"" Led Lcd Monitor - 16:10 - 6 Ms - Adjustable Display Angle - 2560 X 1600 - 1.07 Billion Colors - 340 Cd/mÂ² - 1,000:1 - Wqxga - Dvi - Hdmi - Displayport - Usb - 87 W - White - Rohs - (PA302W-SV) - SoftwareCity.ca - Canada",Yes,Yes,16:10,LED,NEC Display,340 cd/mÂ²,,White,"1,000:1","3.2"" (81.3 mm)",Yes,Yes,RoHS,Yes,Yes,"17.6"" (447 mm)",178Â°,4 Year,NEC Display Solutions,PA302W-SV,http://www.necdisplay.com,2560 x 1600,Desk Mountable,1.0,87 W,"30"" Color Critical Desktop Monitor Power cable DisplayPort cable Mini DisplayPort to DisplayPort cable DVI cable USB cable Mounting Screws SpectraView II USB drive Color calibration sensor",,MultiSync,PA302W-SV,"30"" Color Critical Desktop Monitor with SpectraViewII (White)",LCD Monitor,6 ms,WQXGA,"30""",,1.40 W,178Â°,Yes,200 x 100,,8.89 kg,"27.1"" (688.3 mm)",,1.07 Billion Colors,,,,Yes,Yes,USB Hub,"TileMatrix Support, TileComp, Eco Mode, Carbon Footprint Meter, Cable Management, AmbiBright",Advanced High Performance In-plane Switching (AH-IPS) Technology,,17.01 kg,"11.9"" (302.3 mm)",Yes,"24.3"" (617.2 mm)",,85 Hz,"27.1"" (688.3 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Envy 23"" Led Lcd Monitor - 16:9 - 7 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Nit - 1,000:1 - Full Hd - Speakers - Hdmi - Vga - 28 W - Iridium Silver, Jack Black - Epeat Silver, Energy Star, Erp - (E1K96AA#ABA) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,HP,250 cd/mÂ²,Microsoft WHQL Certification GOST 25861 HRN N N0.201 GOST R 50377-1992 GOST 25861 EEI Certificate IS 1121 SASO SABS IEC 60950-1 NOM-019-SCFI-1998 KC Mark KCC Mark PSB Mark ISC Mark C-Tick CSA UL cUL CB CCC FCC ISO 9241-307 ICES,"Iridium Silver, Jack Black","1,000:1","6.8"" (173.5 mm)",,,"EPEAT Silver, ENERGY STAR, ErP",Yes,Yes,"15.9"" (404.4 mm)",178Â°,1 Year,Hewlett-Packard,E1K96AA#ABA,http://www.hp.com/ca,1920 x 1080,,1.0,28 W,,PC,Envy,,ENVY 23 23-inch Diagonal IPS LED Backlit Monitor (E1K96AA),LCD Monitor,7 ms,Full HD,"23""",,500 mW,178Â°,,,Yes,3.53 kg,"20.9"" (531.9 mm)",,,,,,,,Speaker,"Cable Management, Security Lock, BrightView Technology",In-plane Switching (IPS) Technology,,,,Yes,,94 kHz,60 Hz,,,,,Landscape,,,Yes,,,,China,,Yes,,,,,,,,,,,,,,,,
"Lenovo Thinkvision E1922 18.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1366 X 768 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Wxga - Vga - Black - Energy Star 6.0, Epeat Gold, Tco Certified Displays 6.0, Rohs, China Rohs, Turkey Rohs, Epa, TÃ¼v - (60B8AAR6US) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Lenovo,250 cd/mÂ²,ISO 9241-307 NEMKO NOM (Mexico) SASO (Saudia Arabia) CSA IEC JEITA ISC (Cambodia) STZ (Uzbekistan) CCC (China) BSMI KC (Korea),Black,"1,000:1","6.6"" (167.2 mm)",,,"ENERGY STAR 6.0, TÃV, EPEAT Gold, TCO Certified Displays 6.0, RoHS, China RoHS, Turkey RoHS, EPA",Yes,,"13.4"" (341.5 mm)",,3 Year,Lenovo Group Limited,60B8AAR6US,http://www.lenovo.com/ca/en,1366 x 768,,1.0,,,PC,ThinkVision,E1922,ThinkVision E1922 18.5-Inch LED Backlit LCD Monitor,LCD Monitor,5 ms,WXGA,"18.5""",,,170Â°,Yes,,Yes,2.74 kg,,,16.7 Million Colors,"110 V AC, 220 V AC",,,,,,,Twisted Nematic Film (TN Film),,,,,,,,,,,-5Â°to20Â°,,,,,,,,,,,,,,Yes,85% Plastic,,,,,,,,,,,
"Eizo Radiforce Rx650 30"" Led Lcd Monitor - 16:10 - 30 Ms - Adjustable Display Angle - 3280 X 2048 - 1.07 Billion Colors - 800 Cd/mÂ² - 1,000:1 - Wquxga - Dvi - Displayport - Usb - 225 W - Black - Rohs, China Rohs, Weee - (RX650-BK) - SoftwareCity.ca - Canada",Yes,Yes,16:10,LED,Eizo,800 cd/mÂ²,"EMC CE (Medical Device Directive) EN60601-1 UL60601-1 CSA C22.2 No. 601-1 IEC60601-1 VCCI-B FCC-B, ICES-003-B C-tick CCC GOST-R FDA 510(k)",Black,"1,000:1",,Yes,Yes,"RoHS, China RoHS, WEEE",Yes,,"18.3"" (466 mm)",176Â°,5 Year,Eizo Nanao Tech,RX650-BK,http://www.eizo.com,3280 x 2048,,1.0,225 W,"RadiForce RX650 6MP 76cm (30.0"") Color LCD Monitor AC Power Cord AC Adapter 2 x Dual Link Signal Cable (DVI-D - DVI-D) 2 x Signal Cable (DisplayPort - DisplayPort) USB Cable Holder for Power Cord Utility Disk (RadiCS LE, ScreenManager Pro for Medical, PDF Instructions for Use, PDF Installation Manual) Iinstructions for Use",,RadiForce,RX650,"RadiForce RX650 6MP 76cm (30.0"") Color LCD Monitor",LCD Monitor,30 ms,WQUXGA,"30""",,,176Â°,Yes,100 x 100,,13.60 kg,"27.2"" (692 mm)",,1.07 Billion Colors,"120 V AC, 230 V AC",,,Yes,,USB Hub,"Integrated Front Sensor (IFS), Digital Uniformity Equalizer (DUE), Ambient Light Sensor",In-plane Switching (IPS) Technology,USB 2.0,20.20 kg,,,,,61 Hz,,,,,,Multi,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Prodisplay P201m 20"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1600 X 900 - 250 Cd/mÂ² - 3,000,000:1 - Hd+ - Speakers - Dvi - Vga - 24 W - Black - Energy Star, Epeat Gold, It Eco Declaration, TÃ¼v, Eup, China Energy Label (cel), China Meps, Korea Meps - (C9F73AA#ABA) - SoftwareCity.ca - Canada",Yes,,16:9,LED,HP,250 cd/mÂ²,,Black,"3,000,000:1","1.9"" (47.5 mm)",,Yes,"ENERGY STAR, EPEAT Gold, IT Eco Declaration, TÃV, EuP, China Energy Label (CEL), China MEPS, Korea MEPS",Yes,Yes,"11.6"" (293.9 mm)",170Â°,3 Year,Hewlett-Packard,C9F73AA#ABA,http://www.hp.com/ca,1600 x 900,,1.0,24 W,,,ProDisplay,P201m,ProDisplay P201m 20-inch LED Backlit Monitor,LCD Monitor,5 ms,HD+,"20""",Anti-glare,500 mW,160Â°,,,Yes,3.50 kg,"19"" (482.1 mm)",,,"110 V AC, 220 V AC",,,,,Speaker,Security Lock,,,,"6"" (151.1 mm)",,"14.1"" (359.2 mm)",83 kHz,60 Hz,"19"" (482.1 mm)",,,,,,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Infocus Jtouch Inf5520a-nopc 55"" Ccfl Lcd Touchscreen Monitor - 16:9 - Multi-touch Screen - 1920 X 1080 - Speakers - Hdmi - Usb - Vga - Energy Star 5.1 - 1 Year - (INF5520A-NOPC) - SoftwareCity.ca - Canada",,,16:9,CCFL,InFocus,,,,,"5.5"" (139.7 mm)",,,ENERGY STAR 5.1,Yes,,"32.3"" (820.4 mm)",188Â°,1 Year,InFocus Corporation,INF5520a-NOPC,http://www.infocus.com,1920 x 1080,Wall Mountable,,,JTouch INF5520a-NOPC Touchscreen LCD Monitor Table stand assembly Power cord Remote control User guide,"PC, Mac",JTouch,INF5520a-NOPC,JTouch INF5520a-NOPC Touchscreen LCD Monitor,LCD Touchscreen Monitor,,Full HD,"55""",,,188Â°,Yes,400 x 400,Yes,55.52 kg,"53"" (1346.2 mm)",,,"110 V AC, 220 V AC",Yes,,Yes,,Speaker,Picture in Picture,,,,,Yes,,,60 Hz,,,,,,,,Yes,Yes,,Yes,,,,,,,,,Yes,Yes,Yes,,,,,,,,
"Asus Pa238qr 23"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - Full Hd - Dvi - Hdmi - Vga - Displayport - Usb - 33 W - Black - (PA238QR) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,Asus,250 cd/mÂ²,,Black,,,Yes,Yes,,,Yes,,178Â°,,ASUS Computer International,PA238QR,http://www.asus.com,1920 x 1080,Wall Mountable,1.0,33 W,PA238QR Widescreen LCD MonitorVGA CableDVI CablePower CordDisplayPort CableUser Manual CDQuick Start GuideWarranty Card,,,PA238QR,PA238QR Widescreen LCD Monitor,LCD Monitor,6 ms,Full HD,"23""",,1 W,178Â°,Yes,100 x 100,Yes,5.50 kg,,,16.7 Million Colors,,,,Yes,Yes,USB Hub,"Picture in Picture, Security Lock, Splendid Video Intelligence Technology",In-plane Switching (IPS) Technology,USB 2.0,,,Yes,,,75 Hz,,,,,,PA,,,,,,,,Yes,,,,,,,,,,,,,,,,
"Hp Elite S240ml 23.8"" Led Lcd Monitor - 16:9 - 7 Ms - Adjustable Display Angle - 1920 X 1080 - 300 Nit - 3,000,000:1 - Full Hd - Speakers - Webcam - Hdmi - Vga - Displayport - Usb - 65 W - Energy Star - (F4M47A8#ABA) - SoftwareCity.ca - Canada",Yes,No,16:9,LED,HP,300 cd/mÂ²,,"Gray, Black","3,000,000:1","1.3"" (33.3 mm)",Yes,,ENERGY STAR,Yes,Yes,"14.3"" (363.8 mm)",178Â°,3 Year,Hewlett-Packard,F4M47A8#ABA,http://www.hp.com/ca,1920 x 1080,"Wall Mountable, Arm-mountable",1.0,65 W,,PC,Elite,S240ml,EliteDisplay S240ml IPS MHL Monitor,LCD Monitor,7 ms,Full HD,"23.8""",Anti-glare,500 mW,178Â°,Yes,,Yes,4.10 kg,"21.3"" (540.3 mm)",,,"120 V AC, 230 V AC",,,Yes,No,"Microphone, Speaker, USB Hub","Mobile High-Definition Link (MHL), Ultra Slim",In-plane Switching (IPS) Technology,,6.60 kg,"9.4"" (239.4 mm)",Yes,"19.8"" (503.6 mm)",80 kHz,60 Hz,"21.3"" (540.3 mm)",,,-5Â°to21Â°,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,
"Nec Display Md211c3 21.3"" Led Lcd Monitor - 20 Ms - Adjustable Display Angle - 2048 X 1536 - 1.07 Billion Colors - 800 Nit - 1,400:1 - Dvi - Displayport - Usb - 85 W - Rohs, Weee - (MD211C3) - SoftwareCity.ca - Canada",Yes,Yes,,LED,NEC Display,800 cd/mÂ²,UL60950-1UL60601-1PSBSASO CCCGost/PCTCE-MDDNOMTUV GMvFCC CLASS B/CANADIAN DOCC-tickVCCI (class2)ISO9241-307AAPM-TG18SB50DIN V 6868-57JESRA-X0093,,"1,400:1","4.1"" (104.1 mm)",Yes,Yes,"RoHS, WEEE",Yes,,"14.7"" (373.4 mm)",176Â°,5 Year,NEC Display Solutions,MD211C3,http://www.necdisplay.com,2048 x 1536,,1.0,85 W,"21.3"" Color 3-Megapixel LED-Backlit Medical Diagnostic MonitorPower CordDVI Cable (Dual Link)DisplayPort CableUSB CableWarranty SheetCD-ROM (GammaCompMD QA Software)User Manual",,,MD211C3,"21.3"" Color 3-Megapixel LED-Backlit Medical Diagnostic Monitor",LCD Monitor,20 ms,,"21.3""",,2 W,176Â°,Yes,100 x 100,,7.71 kg,"18.6"" (472.4 mm)",,1.07 Billion Colors,,,,Yes,Yes,USB Hub,"Digital Uniformity Compensation, Ambient Light Sensor",,,11.79 kg,"9.3"" (236.2 mm)",,"23.4"" (594.4 mm)",,85 Hz,"14.7"" (373.4 mm)",,,,Landscape/Portrait,,,,,,,,,,,,,,,,,,,,,,,,,
"Epson Interactive Whiteboard - 96"" - (V12H468001) - SoftwareCity.ca - Canada",,,,,Epson,,,,,"0.8"" (20.3 mm)",,,,,,"51.4"" (1305.6 mm)",,3 Year Limited,Epson Corporation,V12H468001,http://www.epson.com,,,,,Interactive Whiteboard4 x Marker1 x Cleaning Cloth1 x Pen TrayAssembly Instructions & Warranty,,,V12H468001,Interactive Whiteboard,Interactive Whiteboard,,,"96""",,,,,,,26.31 kg,"82.1"" (2085.3 mm)",Aluminum frameSteel-backed constructionSquare miter corners provide quality you can count on for years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Essential P19a 19"" Led Lcd Monitor - 5:4 - 5 Ms - Adjustable Display Angle - 1280 X 1024 - 250 Cd/mÂ² - 1,000:1 - Sxga - Vga - 25 W - Black - Epeat Gold, Energy Star, Tco Certified Displays - (D2W67AA#ABA) - SoftwareCity.ca - Canada",Yes,No,5:4,LED,HP,250 cd/mÂ²,,Black,"1,000:1","2.3"" (57.5 mm)",,,"EPEAT Gold, ENERGY STAR, TCO Certified Displays",Yes,,"13.7"" (347 mm)",170Â°,3 Year,Hewlett-Packard,D2W67AA#ABA,http://www.hp.com/ca,1280 x 1024,"Wall Mountable, Arm-mountable",1.0,25 W,ProDisplay P19A 19-Inch LED Backlit Monitor (ENERGY STAR) VGA Cable AC Power Cable Printed Documentation And CD DisplayAssistant And Adobe Acrobat Reader software,PC,Essential,P19A,ProDisplay P19A 19-Inch LED Backlit Monitor (ENERGY STAR),LCD Monitor,5 ms,SXGA,"19""",Anti-glare,500 mW,160Â°,Yes,100 x 100,Yes,3.50 kg,"16.3"" (414 mm)",,,"110 V AC, 220 V AC",,,,No,,Security Lock,,,,"8.1"" (206.4 mm)",,"16.5"" (418.2 mm)",83 kHz,60 Hz,"16.3"" (414 mm)",,,,,Business,,No,,,,,,,,,,,,,,,,,,,,,,
