<page title>,aspect ratio,builtin speakers,contrast ratio,display colors,dvi,hdmi,ips,led,manufacturer,part,recommended resolution,refresh rate,screen size,viewing angle,widescreen,brightness,response time,vga,displayport,model,component,dvid duallink,svideo,minidisplay port
"HP P191 18.5"" Monitor (C9E54A8#ABA) - PCPartPicker Canada",16:9,No,"DC 3,000,000:1 (1000:1)",,,,No,Yes,HP,C9E54A8#ABA,1366 x 768,,"18.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,P191,,,,
"Asus VS248H-P 24.0"" Monitor (VS248H-P) - PCPartPicker Canada",16:9,No,"ASCR 50,000,000:1",16700000.0,,1.0,No,Yes,Asus,VS248H-P,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,2 ms,1.0,,,,,,
"Asus VN289QL 60Hz 28.0"" Monitor (VN289QL) - PCPartPicker Canada",16:9,Yes,"DCR 80,000,000:1 (3000:1)",16700000.0,1.0,1.0,No,Yes,Asus,VN289QL,1920 x 1080,60Hz,"28""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,1.0,,,,,
"3M M2467PW 24.0"" Monitor (98-0003-3786-9) - PCPartPicker Canada",16:9,Yes,5000:1,16700000.0,,1.0,No,No,3M,98-0003-3786-9,1920 x 1080,,"24""",178° H x 178° V,Yes,250 cd/m²,16 ms,1.0,1.0,M2467PW,,,,
"HP D9E49AA#ABA 60Hz 21.5"" Monitor (D9E49AA#ABA) - PCPartPicker Canada",16:9,Yes,1000:1,,,,Yes,Yes,HP,D9E49AA#ABA,1920 x 1080,60Hz,"21.5""",,Yes,250 cd/m²,7 ms,1.0,,,,,,
"HP LA2206xc 60Hz 21.5"" Monitor (LW490A8#ABA) - PCPartPicker Canada",16:9,Yes,1000:1 (static) / 1000000:1 (dynamic),16700000.0,1.0,,No,Yes,HP,LW490A8#ABA,1920 x 1080,60Hz,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,1.0,LA2206xc,,,,
"HP D2W67A8#ABA 60Hz 19.0"" Monitor (D2W67A8#ABA) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,,,No,Yes,HP,D2W67A8#ABA,1280 x 1024,60Hz,"19""",,No,250 cd/m²,5 ms,1.0,,,,,,
"NEC MD211C3 21.3"" Monitor (MD211C3) - PCPartPicker Canada",4:3,No,1400:1,,1.0,,No,Yes,NEC,MD211C3,2048 x 1536,,"21.3""",176° H x 176° V,No,800 cd/m²,20 ms,,1.0,,,,,
"LG 29UM65 60Hz 29.0"" Monitor (29UM65) - PCPartPicker Canada",21:9,Yes,1000:1,,1.0,2.0,Yes,Yes,LG,29UM65,2560 x 1080,60Hz,"29""",178° H x 178° V,Yes,300 cd/m²,14 ms,,1.0,,,,,
"AOC e2050Swd 60Hz 19.5"" Monitor (e2050Swd) - PCPartPicker Canada",16:9,No,"20,000,000:1",16700000.0,1.0,,No,Yes,AOC,e2050Swd,1600 x 900,60Hz,"19.5""",90° H x 50° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Acer FT200HQLbmjj 60Hz 20.0"" Monitor (UM.IT0AA.002) - PCPartPicker Canada",16:9,Yes,100000000:1,16700000.0,,1.0,No,No,Acer,UM.IT0AA.002,1600 x 900,60Hz,"20""",170° H x 160° V,Yes,200 cd/m²,5 ms,1.0,,FT200HQLbmjj,,,,
"BenQ GL2760H 60Hz 27.0"" Monitor (GL2760H) - PCPartPicker Canada",16:9,No,"DCR 12,000,000:1 (1000:1)",16700000.0,1.0,1.0,No,Yes,BenQ,GL2760H,1920 x 1080,60Hz,"27""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,,,,,
"ViewSonic VA1938WA-LED 19.0"" Monitor (VA1938WA-LED) - PCPartPicker Canada",16:9,No,1000:1,,,,No,Yes,ViewSonic,VA1938WA-LED,1366 x 768,,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Eizo FS2434-BK 60Hz 23.8"" Monitor (FS2434-BK) - PCPartPicker Canada",16:9,Yes,5000:1,,1.0,2.0,Yes,Yes,Eizo,FS2434-BK,1920 x 1080,60Hz,"23.8""",178° H x 178° V,Yes,250 cd/m²,5 ms,,,,,,,
"Asus VS198D-P 19.0"" Monitor (VS198D-P) - PCPartPicker Canada",16:10,No,ASCR 50000000:1,16700000.0,,,No,Yes,Asus,VS198D-P,1440 x 900,,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Gateway KX2703bd 60Hz 27.0"" Monitor (UM.HW3AA.003) - PCPartPicker Canada",16:9,No,"100,000,000:1",16700000.0,1.0,,No,Yes,Gateway,UM.HW3AA.003,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,6 ms,1.0,,KX2703bd,,,,
"Dell E2313H 60Hz 23.0"" Monitor (469-3940) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,No,Yes,Dell,469-3940,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,E2313H,,,,
"V7 LED215W2S-9N 22.0"" Monitor (LED215W2S-9N) - PCPartPicker Canada",16:9,Yes,1000:1,,,,No,Yes,V7,LED215W2S-9N,1920 x 1080,,"22""",,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Samsung S19B420BW 60Hz 19.0"" Monitor (S19B420BW) - PCPartPicker Canada",16:10,No,1000:1,16700000.0,1.0,,No,Yes,Samsung,S19B420BW,1400 x 900,60Hz,"19""",170° H x 160° V,Yes,260 cd/m²,5 ms,1.0,,,,,,
"Lenovo LS2221 21.5"" Monitor (5453LS1) - PCPartPicker Canada",16:9,No,10M:1 (1000:1),16700000.0,1.0,,No,Yes,Lenovo,5453LS1,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,LS2221,,,,
"HP LE1711 17.0"" Monitor (EM886AA#ABA) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,,,No,No,HP,EM886AA#ABA,1280 x 1024,,"17""",160° H x 160° V,No,250 cd/m²,5 ms,1.0,,LE1711,,,,
"Hannspree HF255DPB 24.6"" Monitor (HF255DPB) - PCPartPicker Canada",16:9,Yes,"X-Contrast 50,000:1 (800:1)",16700000.0,1.0,,No,No,Hannspree,HF255DPB,1920 x 1080,,"24.6""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,,,,,
"Acer G276HLGbd 60Hz 27.0"" Monitor (UM.HG6AA.G01) - PCPartPicker Canada",16:9,No,3000:1,16700000.0,1.0,,No,Yes,Acer,UM.HG6AA.G01,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,6 ms,1.0,,G276HLGbd,,,,
"Lenovo 60AAHAR1US 19.0"" Monitor (60AAHAR1US) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,,,No,Yes,Lenovo,60AAHAR1US,1280 x 1024,,"19""",,No,250 cd/m²,7 ms,1.0,,,,,,
"Acer UM.HT2AA.002 60Hz 27.0"" Monitor (T272HUL bmidpcz) - PCPartPicker Canada",16:9,Yes,1000:1 Native,1070000000.0,1.0,1.0,No,Yes,Acer,T272HUL bmidpcz,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,5 ms,,1.0,UM.HT2AA.002,,,,
"Asus VX279Q 60Hz 27.0"" Monitor (VX279Q) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,,1.0,Yes,Yes,Asus,VX279Q,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,1.0,,,,,
"Samsung S20D300H 60Hz 19.5"" Monitor (S20D300H) - PCPartPicker Canada",16:9,No,DCR Mega Infinity (1000:1),16700000.0,,1.0,No,Yes,Samsung,S20D300H,1600 x 900,60Hz,"19.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"BenQ VW2430H 24.0"" Monitor (VW2430H) - PCPartPicker Canada",16:9,No,3000:1,16700000.0,1.0,1.0,No,No,BenQ,VW2430H,1920 x 1080,,"24""",178° H x 178° V,Yes,250 cd/m²,4 ms,1.0,,,,,,
"Planar 997-6501-00 60Hz 22.0"" Monitor (997-6501-00) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,,No,Yes,Planar,997-6501-00,1920 x 1080,60Hz,"22""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer T232HLbmidz 60Hz 23.0"" Monitor (UM.VT2AA.001) - PCPartPicker Canada",16:9,Yes,ACM 100M:1 (1000:1),16700000.0,1.0,1.0,Yes,No,Acer,UM.VT2AA.001,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,,T232HLbmidz,,,,
"Lenovo 60B0HAR1US 60Hz 23.0"" Monitor (60B0HAR1US) - PCPartPicker Canada",16:9,No,"3,000,000:1",16700000.0,1.0,,No,Yes,Lenovo,60B0HAR1US,1920 x 1080,60Hz,"23""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Samsung S24B300EL 23.6"" Monitor (S24B300EL) - PCPartPicker Canada",16:9,No,DCR Mega 8 (1000:1),,,1.0,No,Yes,Samsung,S24B300EL,1920 x 1080,,"23.6""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Acer V173 DJObd 75Hz 17.0"" Monitor (UM.BV3AA.D02) - PCPartPicker Canada",5:4,No,ACM 20000:1 (1000:1),16700000.0,1.0,,No,No,Acer,UM.BV3AA.D02,1280 x 1024,75Hz,"17""",,No,250 cd/m²,5 ms,1.0,,V173 DJObd,,,,
"HP Z24i 60Hz 24.0"" Monitor (D7P53A8#ABA) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,Yes,Yes,HP,D7P53A8#ABA,1920 x 1080,60Hz,"24""",178° H x 178° V,Yes,300 cd/m²,8 ms,1.0,1.0,Z24i,,,,
"Samsung S24C650DW 60Hz 24.0"" Monitor (S24C650DW) - PCPartPicker Canada",16:10,Yes,1000:1,16700000.0,1.0,,No,Yes,Samsung,S24C650DW,1920 x 1200,60Hz,"24""",,Yes,250 cd/m²,5 ms,1.0,1.0,,,,,
"Samsung NC191-T 19.0"" Monitor (NC191-T) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,1.0,,No,Yes,Samsung,NC191-T,1280 x 1024,,"19""",170° H x 160° V,No,250 cd/m²,5 ms,,,,,,,
"Acer B246HLymdr 60Hz 24.0"" Monitor (UM.FB6AA.001) - PCPartPicker Canada",16:9,Yes,"ACM 100,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,Acer,UM.FB6AA.001,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,B246HLymdr,,,,
"ViewSonic VG932m-LED 19.0"" Monitor (VG932m-LED) - PCPartPicker Canada",5:4,Yes,1000:1,,1.0,,No,Yes,ViewSonic,VG932m-LED,1280 x 1024,,"19""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"AOC E2260SD 60Hz 22.0"" Monitor (E2260SD) - PCPartPicker Canada",16:10,No,"20,000,000:1",16700000.0,1.0,,No,Yes,AOC,E2260SD,1680 x 1050,60Hz,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus MX239H 23.0"" Monitor (MX239H) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,,2.0,Yes,Yes,Asus,MX239H,1920 x 1080,,"23""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP C4D30AA#ABA 60Hz 21.5"" Monitor (C4D30AA#ABA) - PCPartPicker Canada",16:9,No,1000:1,,,1.0,Yes,Yes,HP,C4D30AA#ABA,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,7 ms,1.0,,,,1.0,,
"Samsung S27C350H 27.0"" Monitor (S27C350H) - PCPartPicker Canada",16:9,No,Mega Infinite DCR (1000:1),16700000.0,,1.0,No,Yes,Samsung,S27C350H,1920 x 1080,,"27""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"Asus VS197D-P 18.5"" Monitor (VS197D-P) - PCPartPicker Canada",16:9,No,ASCR 50000000:1,16700000.0,,,No,Yes,Asus,VS197D-P,1366 x 768,,"18.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Planar 997-6502-00 24.0"" Monitor (997-6502-00) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,No,No,Planar,997-6502-00,1920 x 1080,,"24""",,Yes,300 cd/m²,5 ms,1.0,,,,,,
"LG 22MB35PU-B 60Hz 22.0"" Monitor (22MB35PU-B) - PCPartPicker Canada",16:9,Yes,"DFC 5,000,000:1 (1000:1)",,1.0,,No,Yes,LG,22MB35PU-B,1920 x 1080,60Hz,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"BenQ EW2440L 60Hz 24.0"" Monitor (EW2440L) - PCPartPicker Canada",16:9,Yes,3000:1,16700000.0,,2.0,No,Yes,BenQ,EW2440L,1920 x 1080,60Hz,"24""",178° H x 178° V,Yes,250 cd/m²,4 ms,1.0,,,,,,
"ViewSonic TD2420 23.6"" Monitor (TD2420) - PCPartPicker Canada",16:9,Yes,1000:1,,1.0,1.0,No,Yes,ViewSonic,TD2420,1920 x 1080,,"23.6""",170° H x 160° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"LG IPS224V-PN 21.5"" Monitor (IPS224V-PN) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,,,Yes,Yes,LG,IPS224V-PN,1920 x 1080,,"21.5""",,Yes,,14 ms,1.0,,,,,,
"NEC PA272W 85Hz 27.0"" Monitor (PA272W) - PCPartPicker Canada",16:9,Yes,1000:1,1070000000.0,,1.0,Yes,Yes,NEC,PA272W,2560 x 1440,85Hz,"27""",178° H x 178° V,Yes,340 cd/m²,6 ms,,1.0,,,1.0,,1.0
"HP C9V75AA#ABA 60Hz 23.0"" Monitor (C9V75AA#ABA) - PCPartPicker Canada",16:9,Yes,1000:1,,,,No,Yes,HP,C9V75AA#ABA,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,1.0,,,1.0,,
"Asus VK278Q 27.0"" Monitor (VK278Q) - PCPartPicker Canada",16:9,Yes,"ASCR 10,000,000 :1",16700000.0,1.0,1.0,No,Yes,Asus,VK278Q,1920 x 1080,,"27""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,1.0,,,,,
"Philips 19B4LPCB/27 60Hz 19.0"" Monitor (19B4LPCB/27) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,1.0,,No,Yes,Philips,19B4LPCB/27,1280 x 1024,60Hz,"19""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"HP P221 60Hz 21.5"" Monitor (C9E49A8#ABA) - PCPartPicker Canada",16:9,Yes,"DC 3,000,000:1 (1000:1)",,1.0,,No,Yes,HP,C9E49A8#ABA,1920 x 1080,60Hz,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,P221,,,,
"LG 27MB85R-B 60Hz 27.0"" Monitor (27MB85R-B) - PCPartPicker Canada",16:9,No,"10,000,000:1",,1.0,1.0,Yes,Yes,LG,27MB85R-B,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,350 cd/m²,5 ms,,1.0,,,,,1.0
"Asus VK248H-CSM 24.0"" Monitor (VK248H-CSM) - PCPartPicker Canada",16:9,Yes,ASCR 50000000:1,16700000.0,1.0,1.0,No,Yes,Asus,VK248H-CSM,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,2 ms,1.0,,,,,,
"HP LV1911 60Hz 18.5"" Monitor (A5V72AA#ABA) - PCPartPicker Canada",16:9,No,600:1,16700000.0,,,No,Yes,HP,A5V72AA#ABA,1366 x 768,60Hz,"18.5""",90° H x 50° V,Yes,200 cd/m²,5 ms,1.0,,LV1911,,,,
"Acer HN274Hbmiiid 120Hz 27.0"" Monitor (ET.HH4HP.001) - PCPartPicker Canada",16:9,Yes,"ACM 10,000,000:1",16700000.0,1.0,3.0,No,Yes,Acer,ET.HH4HP.001,1920 x 1080,120Hz,"27""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,HN274Hbmiiid,,,,
"Lenovo L2021 20.0"" Monitor (4449HB1) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,No,Lenovo,4449HB1,1600 x 900,,"20""",178° H x 170° V,Yes,250 cd/m²,5 ms,1.0,,L2021,,,,
"AOC E2260SWDN 60Hz 21.5"" Monitor (E2260SWDN) - PCPartPicker Canada",16:9,No,"20,000,000:1",16700000.0,1.0,,No,Yes,AOC,E2260SWDN,1920 x 1080,60Hz,"21.5""",90° H x 60° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"AOC I2421VWH 60Hz 24.0"" Monitor (I2421VWH) - PCPartPicker Canada",16:9,No,"20,000,000:1",16700000.0,1.0,1.0,Yes,Yes,AOC,I2421VWH,1920 x 1080,60Hz,"24""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"ViewSonic VA2451M-LED 24.0"" Monitor (VA2451M-LED) - PCPartPicker Canada",16:9,Yes,"DC 10,000,000:1",,1.0,,No,Yes,ViewSonic,VA2451M-LED,1920 x 1080,,"24""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"HP LE2202x LL649AA#ABA) 60Hz 21.5"" Monitor (LL649AA#ABA) - PCPartPicker Canada",16:9,No,"DC 3,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,HP,LL649AA#ABA,1920 x 1080,60Hz,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,LE2202x LL649AA#ABA),,,,
"LG 20M35D-B 60Hz 19.5"" Monitor (20M35D-B) - PCPartPicker Canada",16:9,No,"DFC 5,000,000:1 (600:1)",,1.0,,No,Yes,LG,20M35D-B,1600 x 900,60Hz,"19.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Samsung S22C350H 21.5"" Monitor (S22C350H) - PCPartPicker Canada",16:9,No,Mega Infiniti DCR (1000:1),16700000.0,,1.0,No,Yes,Samsung,S22C350H,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Planar 997-7019-00 60Hz 22.0"" Monitor (997-7019-00) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,,No,Yes,Planar,997-7019-00,1920 x 1080,60Hz,"22""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP 1912nm 18.5"" Monitor (A1K82A8#ABA) - PCPartPicker Canada",16:9,Yes,600:1,16000000.0,,,No,No,HP,A1K82A8#ABA,1366 x 768,,"18.5""",90° H x 50° V,Yes,200 cd/m²,5 ms,1.0,,1912nm,,,,
"Asus VG248QE 144Hz 24.0"" Monitor (VG248QE) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,,1.0,No,Yes,Asus,VG248QE,1920 x 1080,144Hz,"24""",170° H x 160° V,Yes,350 cd/m²,1 ms,,1.0,,,1.0,,
"Samsung S19B220NW 19.0"" Monitor (S19B220NW) - PCPartPicker Canada",16:10,No,"Static Contrast Ratio: 1000:1<br/>Dynamic Contrast Ratio: Mega (5,000,000:1)",,1.0,,No,Yes,Samsung,S19B220NW,1440 x 900,,"19""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"BenQ BL3200PT 60Hz 32.0"" Monitor (BL3200PT) - PCPartPicker Canada",16:9,Yes,3000:1,1070000000.0,1.0,1.0,No,Yes,BenQ,BL3200PT,2560 x 1440,60Hz,"32""",178° H x 178° V,Yes,300 cd/m²,4 ms,1.0,1.0,,,,,
"ViewSonic VG2437mc-LED 24.0"" Monitor (VG2437mc-LED) - PCPartPicker Canada",16:9,Yes,"20,000,000:1",,1.0,,No,Yes,ViewSonic,VG2437mc-LED,1920 x 1080,,"24""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,1.0,,,,,
"LG 24M45H 60Hz 24.0"" Monitor (24M45H) - PCPartPicker Canada",16:9,No,1000:1,,,1.0,No,Yes,LG,24M45H,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Samsung T24B350ND 24.0"" Monitor (T24B350ND) - PCPartPicker Canada",16:9,Yes,1000:1,,,2.0,No,Yes,Samsung,T24B350ND,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,1.0,,1.0,
"Samsung S24C570HL 23.6"" Monitor (S24C570HL) - PCPartPicker Canada",16:9,No,Mega Infinite DCR (1000:1),16700000.0,,1.0,No,Yes,Samsung,S24C570HL,1920 x 1080,,"23.6""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"NEC PA241W-BK-SV 24.1"" Monitor (PA241W-BK-SV) - PCPartPicker Canada",16:10,No,1000:1,1070000000.0,1.0,,No,No,NEC,PA241W-BK-SV,1920 x 1200,,"24.1""",178° H x 178° V,Yes,360 cd/m²,16 ms,1.0,1.0,,,,,
"BenQ VW2235H 21.5"" Monitor (VW2235H) - PCPartPicker Canada",16:9,No,"1,000,000:1 (3000:1)",16700000.0,1.0,1.0,No,Yes,BenQ,VW2235H,1920 x 1080,,"21.5""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,,,,,,
"Samsung S27D590P 60Hz 27.0"" Monitor (S27D590P) - PCPartPicker Canada",16:9,No,DCR Mega Infinity (1000:1),16700000.0,,2.0,No,Yes,Samsung,S27D590P,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"Philips 19S4LSB5 60Hz 19.0"" Monitor (19S4LSB5) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,,,No,Yes,Philips,19S4LSB5,1280 x 1024,60Hz,"19""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"V7 D22W12-N6 22.0"" Monitor (D22W12-N6) - PCPartPicker Canada",16:10,Yes,1000:1,16700000.0,1.0,,No,No,V7,D22W12-N6,1680 x 1050,,"22""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"LG 19CNV42K-B 60Hz 19.0"" Monitor (19CNV42K-B) - PCPartPicker Canada",16:10,Yes,"5,000,000:1",,1.0,,No,Yes,LG,19CNV42K-B,1440 x 900,60Hz,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Eizo EV2336WFS-BK 76Hz 23.0"" Monitor (EV2336WFS-BK) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,Yes,Yes,Eizo,EV2336WFS-BK,1920 x 1080,76Hz,"23""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,1.0,,,,,
"Asus VE208T 20.0"" Monitor (VE208T) - PCPartPicker Canada",16:9,Yes,"ASCR 10,000,000:1",16700000.0,1.0,,No,Yes,Asus,VE208T,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer GN246HL 144Hz 24.0"" Monitor (UM.FG6AA.B01) - PCPartPicker Canada",16:9,No,"100,000,000:1",16700000.0,1.0,1.0,No,Yes,Acer,UM.FG6AA.B01,1920 x 1080,144Hz,"24""",170° H x 160° V,Yes,350 cd/m²,1 ms,1.0,,GN246HL,,,,
"Planar PL1911M-BK 19.0"" Monitor (PL1911M-BK) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,1.0,,No,No,Planar,PL1911M-BK,1280 x 1024,,"19""",150° H x 140° V,No,300 cd/m²,5 ms,1.0,,,,,,
"DoubleSight DS- 2200WA 21.5"" Monitor (DS-2200WA) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,,No,Yes,DoubleSight,DS-2200WA,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,DS- 2200WA,,,,
"ViewSonic VA2349S 60Hz 23.0"" Monitor (VA2349S) - PCPartPicker Canada",16:9,No,"20,000,000:1",16700000.0,1.0,,Yes,Yes,ViewSonic,VA2349S,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"NEC PA231W-BK 23.0"" Monitor (PA231W-BK) - PCPartPicker Canada",16:9,No,1000:1,1070000000.0,1.0,,No,No,NEC,PA231W-BK,1920 x 1080,,"23""",178° H x 178° V,Yes,270 cd/m²,8 ms,1.0,1.0,,,,,
"NEC P242W-BK-SV 24.0"" Monitor (P242W-BK-SV) - PCPartPicker Canada",16:10,No,1000:1,,1.0,1.0,Yes,Yes,NEC,P242W-BK-SV,1920 x 1200,,"24""",178° H x 178° V,Yes,350 cd/m²,8 ms,1.0,1.0,,,,,
"Lenovo ThinkVision E2223s 75Hz 21.5"" Monitor (60AFHAR1US) - PCPartPicker Canada",16:9,No,600:1,16700000.0,1.0,,No,Yes,Lenovo,60AFHAR1US,1920 x 1080,75Hz,"21.5""",,Yes,200 cd/m²,5 ms,1.0,,ThinkVision E2223s,,,,
"Acer B226WLymdr 60Hz 22.0"" Monitor (UM.EB6AA.001) - PCPartPicker Canada",16:10,Yes,"ACM 100,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,Acer,UM.EB6AA.001,1680 x 1050,60Hz,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,B226WLymdr,,,,
"NEC EA274WMI-BK 60Hz 27.0"" Monitor (EA274WMI-BK) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,1.0,Yes,Yes,NEC,EA274WMI-BK,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,350 cd/m²,6 ms,1.0,1.0,,,,,
"NEC AS192-BK 19.0"" Monitor (AS192-BK) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,1.0,,No,Yes,NEC,AS192-BK,1280 x 1024,,"19""",160° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"Philips 19S4LSB/27 60Hz 19.0"" Monitor (19S4LSB/27) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,1.0,,No,Yes,Philips,19S4LSB/27,1280 x 1024,60Hz,"19""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"Asus VE247H 23.6"" Monitor (VE247H) - PCPartPicker Canada",16:9,Yes,"10,000,000:1 (ASCR)",16700000.0,1.0,1.0,No,Yes,Asus,VE247H,1920 x 1080,,"23.6""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,,,,,
"HP D7Q13A4#ABA 60Hz 23.0"" Monitor (D7Q13A4#ABA) - PCPartPicker Canada",16:9,No,1000:1,,,,Yes,Yes,HP,D7Q13A4#ABA,1920 x 1080,60Hz,"23""",,Yes,250 cd/m²,8 ms,1.0,,,,,,
"Hannspree HL193ABB 18.5"" Monitor (HL193ABB) - PCPartPicker Canada",16:9,No,"30,000,000:1",16700000.0,,,No,Yes,Hannspree,HL193ABB,1366 x 768,,"18.5""",160° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP C9V73AA#ABA 60Hz 20.0"" Monitor (C9V73AA#ABA) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,,No,Yes,HP,C9V73AA#ABA,1600 x 900,60Hz,"20""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP LV2311 60Hz 23.0"" Monitor (A6B85A8#ABA) - PCPartPicker Canada",16:9,No,1000:1 (static) / 1000000:1 (dynamic),16700000.0,2.0,,No,Yes,HP,A6B85A8#ABA,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,LV2311,,,,
