abv,beer_name,brew_factory_name,style
5.0,angel creek amber ale,ruby mountain brewing,american amber red ale
5.0,hitachino nest amber ale,kiuchi brewery,american amber red ale
5.0,trout town american amber ale,roscoe beer co,american amber red ale
5.0,tell tale red ale,scuttlebutt brewing company,american amber red ale
5.0,vicious circle amber ale,fish brewing company fishbowl brewpub,american amber red ale
5.0,flying monkeys amber ale,flying monkeys craft brewery,american amber red ale
5.0,sertoma smoke,cigar city brewing,american amber red ale
5.0,ragin bull,bolero snort brewery,american amber red ale
5.0,segua,costa rica s craft brewing co,american amber red ale
5.0,something red,red brick station,american amber red ale
5.0,rip tide red,southend brewery smokehouse,american amber red ale
5.0,white crane ale rogue s oregon golden ale,ezo beer kk,american amber red ale
5.0,one five five,august schell brewing company,american amber red ale
5.0,atwater rost,atwater brewery,american amber red ale
5.0,rustic red,wisconsin dells brewing co,american amber red ale
5.0,moxie s big life amber ale,big rock brewery,american amber red ale
5.0,redhawk ale,rockyard brewing,american amber red ale
5.0,attila the honey,mt begbie brewing co,american amber red ale
5.0,clancy s amber,moosehead breweries ltd,american amber red ale
5.0,glutenberg rousse,brasseurs sans gluten,american amber red ale
5.0,cedar point amber ale,geneva lake brewing company,american amber red ale
5.0,oconnor s irish red ale,wormtown brewery,american amber red ale
5.0,boot tread,brouwerij martens nv,american amber red ale
5.0,cloudy amber ale,okanagan spring brewery,american amber red ale
5.0,kawaba sunrise,denen plaza kawaba brewery,american amber red ale
5.0,gypsy red,crooked ladder brewing company,american amber red ale
5.0,the red 7,the seven barrel brewery,american amber red ale
5.0,big caboose red ale,fernie brewing co,american amber red ale
5.0,sheltowee 502 amber ale,bluegrass brewing co east st matthew s,american amber red ale
5.0,wind blown amber ale,naked dove brewing company,american amber red ale
5.0,stambroise rousse,mcauslan brewing,american amber red ale
5.0,mountain ale,dick s brewing company,american amber red ale
5.0,mandarin orange amber ale,dead frog brewing,american amber red ale
5.0,boa s bind amber ale,sail and anchor pub brewery,american amber red ale
5.0,revered red,wachusett brewing company,american amber red ale
5.0,mosquito red,great black swamp brewing co,american amber red ale
5.0,rum runner red ale,persephone brewing,american amber red ale
5.0,broken dial,harviestoun brewery ltd,american amber red ale
5.0,gr ale,the lucky monk,american amber red ale
5.0,amplified amber ale,great rhythm brewing company,american amber red ale
5.0,la frousse,microbrasserie du li vre,american amber red ale
5.0,brick row red,crossroads brewing company,american amber red ale
5.0,harvest ale,picaroons brewing co,american amber red ale
5.0,bonne aventure rousse,microbrasserie pit caribou,american amber red ale
5.0,north star amber,rock bottom restaurant brewery,american amber red ale
5.0,monserrate roja,bogota beer company,american amber red ale
5.0,chelsea sunset red,chelsea brewing company,american amber red ale
5.0,cloudcap amber ale,ice axe grill mt hood brewing co,american amber red ale
5.0,habanero smoked ale,alligator brewing company,american amber red ale
5.0,schoolhouse honey amber ale,latitude 42 brewing company,american amber red ale
5.0,stone hammer maple red ale,fm brewery,american amber red ale
5.0,ale mohnaty shmel,moskovskaya pivovarennaya kompaniya,american amber red ale
5.0,reggae red,slo brewing co,american amber red ale
5.0,grimousse,le grimoire,american amber red ale
5.0,hammerhead red ale,brewsters brewing company restaurant oliver square,american amber red ale
5.0,rio chama amber ale,chama river brewing company,american amber red ale
5.0,boomer s canadian red ale,howe sound inn brewing company,american amber red ale
5.0,dells chief amber ale,wisconsin dells brewing co,american amber red ale
5.0,indian red head,catawba brewing co,american amber red ale
5.0,la colborne,microbrasserie le naufrageur,american amber red ale
5.0,rocket city red,straight to ale,american amber red ale
5.0,argilla amber,argilla brewing co,american amber red ale
5.0,plucky rooster ale,plattsburgh brewing company,american amber red ale
5.0,legends of the bay giant s tomb,hockley valley brewing co,american amber red ale
5.0,kettle valley amber ale,the tin whistle brewing company,american amber red ale
5.0,paradox red ale,paradox brewery,american amber red ale
5.0,cusque a red lager,compania cervecera del sur del peru sa cervesur,american amber red ale
5.0,ocho reales,sierra madre brewing co,american amber red ale
5.0,no 03 amber ale,gella s diner lb brewing co,american amber red ale
5.0,dragonmead crooked door amber ale,dragonmead microbrewery,american amber red ale
5.0,vigilante,4 hands brewing co,american amber red ale
5.0,maple ale,lefty s brewing company,american amber red ale
5.0,h ffner hopfenstopfer dark red temptation,hotelgasthof h ffner br u,american amber red ale
5.0,hudawa strong,yeastie boys,american amber red ale
5.0,basil,beaver brewing company,american amber red ale
5.0,angel s perch amber,sockeye grill brewery,american amber red ale
5.0,bill ted s excellent amber,lynnwood grill brewing concern,american amber red ale
5.0,high trail honey ale,vancouver island brewery,american amber red ale
5.0,chatoe rogue oregasmic ale,rogue ales,american amber red ale
5.0,banks amber ale,banks barbados breweries limited,american amber red ale
5.0,glutenberg 8,brasseurs sans gluten,american amber red ale
5.0,all american red ale,centennial beer co,american amber red ale
5.0,black forest grateful red,black forest brew haus grill,american amber red ale
5.0,kootenay true ale,columbia brewery,american amber red ale
5.0,burning sun red,gonzo s biggdogg brewing,american amber red ale
5.0,brickhouse,twodeep brewing co,american amber red ale
5.0,maintop mountain ale,brothers craft brewing,american amber red ale
5.0,rousse,microbrasserie la chouape,american amber red ale
5.0,broken red ale,broken bow brewery,american amber red ale
5.0,asquam amber ale,squam brewing,american amber red ale
5.0,messag re red ale,microbrasserie nouvellefrance,american amber red ale
5.0,aggie ale,olds college teaching brewery,american amber red ale
5.0,charmer,wayward brewing,american amber red ale
5.0,smokehouse amber,blue tractor bbq brewery,american amber red ale
5.0,rable rouge,ferme brasserie schoune,american amber red ale
5.0,jack rabbit red,big texan brewery,american amber red ale
5.0,jukebox jazz,microbrasserie jukebox,american amber red ale
5.0,crimson ale,tun tavern,american amber red ale
5.0,drummond gluten free,something brewing,american amber red ale
5.0,naparbier amber ale,naparbier sdad coop,american amber red ale
5.0,scandal ale,pacific western brewing company,american amber red ale
5.0,trois de pique,linox,american amber red ale
5.0,original joe s red ale,big rock brewery,american amber red ale
5.0,oatmeal amber,john harvard s brewery ale house,american amber red ale
5.0,afterglow aphrodisiac ale,picaroons brewing co,american amber red ale
5.0,dora drawdy drool,mount dora brewing,american amber red ale
5.0,big life amber,sleeman breweries ltd,american amber red ale
5.0,molly american red ale,new helvetia brewing company,american amber red ale
5.0,white oak sunspear with coffee,cigar city brewing,american amber red ale
5.0,st douard,frampton brasse,american amber red ale
5.0,330 amber ale,diamondback beer,american amber red ale
5.0,eldred rock amber,haines brewing company,american amber red ale
5.0,lambree,lord nelson pub brasserie du molard,american amber red ale
5.0,l onore de grandmaison,microbrasserie de lile dorl ans,american amber red ale
5.0,jazzfest sugarcane and pecan ale,three notch d brewing company,american amber red ale
5.0,seabright amber,seabright brewery,american amber red ale
5.0,easy amber,perth brewing co,american amber red ale
5.0,wrangler red ale,freedom s edge brewing co,american amber red ale
5.0,unobtanium intrepid amber ale,boxing rock brewing co,american amber red ale
5.0,mummer s brew,quidi vidi brewing company,american amber red ale
5.0,alta lake ale,brewhouse at whistler high mountain brewing company,american amber red ale
5.0,beazle brew,nail brewing australia pty ltd,american amber red ale
5.0,vieux montr al rousse,brasserie bvm inc,american amber red ale
5.0,amber dog,pub dog brewing,american amber red ale
5.0,no 45 red rider,gella s diner lb brewing co,american amber red ale
5.0,big island ginger beer,kona brewing co,american amber red ale
5.0,game day red ale,alpha brewing company,american amber red ale
5.0,twosixteen red ale,loowit brewing company,american amber red ale
5.0,sea spray amber ale,bowen island brewing co ltd,american amber red ale
5.0,swan lake amber ale,hyouko yashiki no mori brewery,american amber red ale
5.0,pine creek river valley red ale,big rock brewery,american amber red ale
5.0,olde horny brew,cb craft brewers,american amber red ale
5.0,ambree,le cheval blanc,american amber red ale
5.0,incognito,jack pine brewery,american amber red ale
5.0,mr personality,brassneck brewery,american amber red ale
5.0,red falcon premium ale,wellington county brewery,american amber red ale
5.0,honey biscuit,j wells brewery,american amber red ale
5.0,class v amber,rock bottom restaurant brewery,american amber red ale
5.0,penn harvest ale,vault brewing company,american amber red ale
5.0,suginoya amber ale,suginoya brewery hamachi shuzo kk,american amber red ale
5.0,indian head red,martha s exchange,american amber red ale
5.0,cherry wood red,broken bow brewery,american amber red ale
5.0,horizon amber,freedom s edge brewing co,american amber red ale
5.0,rock steady red,the rock wood fire pizza brewery,american amber red ale
5.0,siren s tale,shiretown beer,american amber red ale
5.0,red betty maple ale,central city brewers distillers,american amber red ale
5.0,burro de sancho roja,daviyun cerveza sagra,american amber red ale
5.0,la bariteau,bedondaine bedons ronds,american amber red ale
5.0,balsam lake mountain amber ale,north river hops and brewing,american amber red ale
5.0,offering 21 red ale,st boniface craft brewing company,american amber red ale
5.0,rothhammer mosaik red ale,microcervecera rothhammer handwerk brewers chile sa,american amber red ale
5.0,sleeping lion red ale,council rock brewery,american amber red ale
5.0,octoberfest ale,old ivy brewery and taproom,american amber red ale
5.0,hoggy style amber,thr3e wise men,american amber red ale
5.0,opus no 1,bridger brewing,american amber red ale
5.0,bor s saxen m rk,bor s bryggeri,american amber red ale
5.0,rattenbury s red ale,swans brewpub buckerfield brewery,american amber red ale
5.0,arraun amber ale,basqueland brewing project,american amber red ale
5.0,mosaic red,beara irish brewing co,american amber red ale
5.0,otaru bakusyu,hokkaido brewing,american amber red ale
5.0,la virgen jamonera,cervezas la virgen,american amber red ale
5.0,vienna ale,north center brewing company,american amber red ale
