<page title>,camera type,deal first added on,ean13,last updated,lcd screen size,manufacturer,megapixels,optical zoom,product name,product number mpn,retail price,upc,dimensions,ean14,weight,manufactured in,megapixel range,redeye reduction,feature
Olympus XZ-1 10 MP Digital Camera on sale for $296.79,,27-October-2012,0662425827596,09-October-2014,,BVI,,,Olympus XZ-1 10 MP Digital Camera with f1.8 Lens and 3-Inch OLED Monitor (Black) + Extended Life Battery + 8GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + Pro,"XZ1 Black, 2280",$549.95,662425827596,,,,,,,
Panasonic Lumix DMC-FZ40 14.1MP Digital on sale for $394.89,,12-December-2010,0885170016057,09-October-2014,3 inches,Panasonic,14.1 MP,24 x,Panasonic Lumix DMC-FZ40 14.1MP Digital Camera with 24x IS Zoom,DMC-FZ40K,$399.00,885170016057,,,,,,Yes,
Sony Cybershot DSC-H10 8.1MP Digital on sale for $499.99,,15-October-2008,0027242728929,09-October-2014,,Sony,,,Sony Cybershot DSC-H10 8.1MP Digital Camera with 10x Optical Zoom with Super Steady Shot,DSCH10/B,$365.00,027242728929,4.19 x 2.69 x 1.94 in.,00027242728929,2 lbs.,,8.0 - 8.9 Megapixels,,
Olympus OM-D E-M5 16MP Micro 4/3 on sale for $649.00,Point-and-Shoot,22-June-2013,0050332182738,10-October-2014,,Olympus,,,"Olympus OM-D E-M5 16MP Micro 4/3 Mirrorless Camera (Black, Body Only)",V204040BU000,$999.00,050332182738,,,,Made in Japan,,,
Nikon Coolpix S210 8MP Digital Camera on sale for $140.49,,11-August-2008,0018208261031,09-October-2014,,Nikon,,,Nikon Coolpix S210 8MP Digital Camera with 3x Optical Zoom (Plum),,$179.99,018208261031,3.5 x 0.8 x 2.2 in.,00018208261031,2 lbs.,,8.0 - 8.9 Megapixels,,
Canon PowerShot ELPH 110 HS 16.1MP on sale for $124.99,Point-and-Shoot,4-May-2012,0013803145649,09-October-2014,,Canon,,,Canon PowerShot ELPH 110 HS 16.1MP Digital Camera with 5x IS Zoom and 1080p Video (Black),6039B001,$249.00,013803145649,,,,Made in Japan,,,
Panasonic Lumix DMC-TS5 16.1MP Tough on sale for $279.99,Point-and-Shoot,31-July-2013,0885170117167,10-October-2014,,Panasonic,,,Panasonic Lumix DMC-TS5 16.1MP Tough Digital Camera with 9.3x Zoom and Wi-Fi (Silver),DMC-TS5S,$399.99,885170117167,,,,,,,
Sony Cybershot DSC-T77 10.1 MP HD Digital on sale for $499.00,,24-February-2009,0027242736030,09-October-2014,,Sony,,,"Sony Cybershot DSC-T77 10.1 MP HD Digital Camera w/ 4x Optical Zoom
(Black)",T77 Black,$299.99,027242736030,,,1 lbs.,,,,
Olympus FE-200 6MP Digital Camera on sale for $249.99,,30-August-2006,0050332158702,09-October-2014,,Olympus,,,Olympus FE-200 6MP Digital Camera with Digital Image Stabilized 5x Optical Zoom,225830,$299.99,050332158702,,00050332158702,1 lbs.,,,,Image Stabilization
Kodak M583 Digital Camera Bundle on sale for $159.99,,19-June-2012,0041778287477,09-October-2014,,Kodak,,,"Kodak M583 Digital Camera Bundle with 4GB MicroSD Card, Case",,,041778287477,,,,,,,
Canon EOS Rebel T3i 18 MP CMOS Digital on sale for $849.00,,24-May-2012,0721405368747,09-October-2014,,ZEEMO,,,Canon EOS Rebel T3i 18 MP CMOS Digital SLR Camera and DIGIC 4 Imaging with EF-S 18-55mm f/3.5-5.6 IS Autofocus Lens + EF 75-300mm f/4.0-5.6 III Autofocus Lens + Deluxe Accessory Kit,ZM-T3i,,721405368747,,,,,,,
Canon EOS Rebel T3i CMOS Digital SLR on sale for $474.95,SLR,25-February-2011,0013803134254,09-October-2014,,Canon,18 MP,,Canon EOS Rebel T3i CMOS Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens,REBEL T3i Kit,$899.00,013803134254,,,,,,,
Fujifilm FinePix Real 3D W3 Battery Kit on sale for $22.95,,6-November-2010,0628586184022,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Battery Kit Includes 2 Extended Replacement NP-50 (1100 mAH) Battery + LCD Clear Screen Protectors,,,628586184022,,,,,,,
Tripod Kit For The Canon SX30IS SX30 IS on sale for $13.90,,23-November-2010,,09-October-2014,,ButterflyPhoto,,,Tripod Kit For The Canon SX30IS SX30 IS Digital Camera Includes 67 Inch Monopod + Clear LCD Screen Protectors,,$24.95,,,,,,,,
Fujifilm FinePix Real 3D W3 Battery Kit on sale for $12.90,,6-November-2010,,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Battery Kit Includes Extended Replacement NP-50 (1100 mAH) Battery + Deluxe Hard Case + LCD Clear Screen Protectors + BP MicroFiber Cloth,,,,,,,,,,
Pentax K-01 16MP APS-C CMOS Compact on sale for $585.89,,9-December-2012,0662425827688,09-October-2014,,BVI,,,Pentax K-01 16MP APS-C CMOS Compact System Camera [Body] (Black) + Extended Life Battery + 8GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + Accessory Saver Bun,K-01 BLACK,$749.99,662425827688,,,,,,,
Casio Exilim EX-ZR100 12.1MP High Speed on sale for $594.37,Point-and-Shoot,26-May-2011,0079767494896,09-October-2014,3 inches,Casio,12.1 MP,12.5 x,Casio Exilim EX-ZR100 12.1MP High Speed Digital Camera with 12.5x Zoom,EX-ZR100 Black,$299.99,079767494896,,,,,,Yes,
Panasonic DMC-FX07S 7.2MP Digital Camera on sale for $199.95,,1-August-2006,0037988985852,09-October-2014,,Panasonic,,,Panasonic DMC-FX07S 7.2MP Digital Camera with 3.6x Optical Image Stabilized Zoom (Silver),DMC-FX07S,$349.99,037988985852,,00037988985852,2 lbs.,,7.0 - 7.9 Megapixels,,Image Stabilization
Nikon Coolpix S9500 Wi-Fi Digital Camera on sale for $139.95,Point-and-Shoot,22-June-2013,0018208264186,09-October-2014,,Nikon,,,Nikon Coolpix S9500 Wi-Fi Digital Camera with 22x Zoom and GPS (Black),,$349.95,018208264186,,,,,,,
Fujifilm FinePix Real 3D W3 Essentials on sale for $39.95,,6-November-2010,,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Essentials Accessory Kit Includes 8GB High Speed SD Memory card + Extended Replacement NP-50 (1100 mAH) Battery + Ac/Dc Rapid Travel Battery Charger + Mini Hdmi to Hdmi Cable + Mini Tripod + More,,$99.95,,,,,,,,
Canon PowerShot SX20IS 12.1MP Digital on sale for $587.98,Point-and-Shoot,26-August-2009,0013803113662,09-October-2014,,Canon,12.1 MP,20 x,Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle IS Zoom,SX20IS,$799.99,013803113662,,00013803113662,,,,,
Sony Alpha NEX-7 Interchangeable Lens on sale for $1219.00,,11-December-2013,0662425833603,09-October-2014,,Sony,,,Sony Alpha NEX-7 Interchangeable Lens Digital Camera (Body Only) Package 5,,,662425833603,,,,,,,
Canon PowerShot A3100IS 12.1MP Digital on sale for $199.99,,6-November-2010,0013803120103,09-October-2014,2.7 inches,Canon,12.1 MP,4 x,Canon PowerShot A3100IS 12.1MP Digital Camera with 4x IS Zoom (Blue),A3100IS Blue,$219.95,013803120103,,00013803120103,,,,Yes,
Canon EOS Rebel SL1 Digital SLR Camera on sale for $395.00,SLR,10-December-2013,0013803222470,10-October-2014,,Canon,,,Canon EOS Rebel SL1 Digital SLR Camera (Body Only),8575B001,$599.00,013803222470,,,,Made in USA,,,
Sony Cyber-shot DSC-HX300 Digital Camera on sale for $586.84,,1-November-2013,0175825127086,09-October-2014,,Sony,,,"Sony Cyber-shot DSC-HX300 Digital Camera With CS Essential Kit: Includes 64GB SDHC Memory Card, SD Card Reader, Sony NP-BX1 Replacement Battery, Rapid Charger, Case, 3 Year Accidental Warranty, Cleaning Kit, Lens Pen and More...",,,175825127086,,,,,,,
Pentax Optio WG-2 Adventure Series 16 MP,,29-March-2013,0662425822096,09-October-2014,,Pentax,,,Pentax Optio WG-2 Adventure Series 16 MP Waterproof Digital Camera with 5 X Optical Zoom (Black) 8GB SD HC Card Battery and More Accessory Saver Bundle,OPTIO WG1 BLACK,$549.95,662425822096,,,,,,,
Nikon Coolpix L18 8MP Digital Camera on sale for $208.49,,15-October-2008,0018208255979,09-October-2014,,Nikon,,,Nikon Coolpix L18 8MP Digital Camera with 3x Optical Zoom (Ruby Red),,$239.95,018208255979,,00018208255979,2 lbs.,,8.0 - 8.9 Megapixels,,
Nikon Coolpix L120 14.1MP Digital Camera on sale for $159.95,Point-and-Shoot,9-April-2011,0018208262533,09-October-2014,3 inches,Nikon,14.1 MP,21 x,Nikon Coolpix L120 14.1MP Digital Camera with 21x Optical Zoom (Black),L120 Black,$279.00,018208262533,,,,,,,
Nikon D3200 24.2 MP CMOS Digital SLR on sale for $517.95,SLR,13-April-2014,0018208133093,09-October-2014,,Nikon,,,Nikon D3200 24.2 MP CMOS Digital SLR with 18-55mm VR and 55-200mm DX Zoom Lenses,,$799.95,018208133093,,,,,,,
Canon EOS Rebel T5i 18.0 MP CMOS Digital on sale for $589.99,SLR,21-June-2013,0013803222432,09-October-2014,,Canon,,,Canon EOS Rebel T5i 18.0 MP CMOS Digital SLR with 18-55mm EF-S IS STM Lens,8595B003,$899.00,013803222432,,,,Made in USA,,,
Nikon Coolpix S800c 16 MP Digital Camera on sale for $204.17,Point-and-Shoot,29-July-2013,0018208263585,09-October-2014,,Nikon,,,Nikon Coolpix S800c 16 MP Digital Camera with 10x Zoom and Android OS (Black),,$349.00,018208263585,,,,Made in USA,,,
Canon PowerShot S110 12.1MP Digital on sale for $215.95,Point-and-Shoot,9-October-2012,0013803157147,11-October-2014,,Canon,,,Canon PowerShot S110 12.1MP Digital Camera with 5x IS Zoom (Black),6351B001,$449.00,013803157147,,,,,,,
Konica Minolta X60 5MP Digital Camera on sale for $309.00,,6-June-2005,0043325997143,09-October-2014,,Konica Minolta,,,Konica Minolta X60 5MP Digital Camera with 3x Optical Zoom,2812-301,$449.95,043325997143,3.3 x 2.2 x 0.9 in.,00043325997143,1 lbs.,,5.0 - 5.9 Megapixels,,
Canon PowerShot SX280 HS 12MP Digital on sale for $258.00,Point-and-Shoot,1-November-2013,0013803221725,09-October-2014,,Canon,,,Canon PowerShot SX280 HS 12MP Digital Camera with 20x IS Zoom (Red),SX280 Red,$329.00,013803221725,,,,,,,
Sony Alpha NEX-5T Compact Interchangeable on sale for $348.00,Point-and-Shoot,16-December-2013,0027242870772,11-October-2014,,Sony,,,Sony Alpha NEX-5T Compact Interchangeable Lens Digital Camera (Body Only),NEX5T/B,$549.99,027242870772,,,,,,,
Pentax K-5 16.3 MP Digital SLR Black on sale for $1004.79,,1-November-2012,0662425805235,09-October-2014,,Pentax,,,Pentax K-5 16.3 MP Digital SLR Black with PENTAX 18-55 f/3.5-5.6 II AF LENS w/16GB SDHC Memory + Extended Life Battery + Ac/Dc Charger + 3 Piece Filter Kit + SDHC USB Card Reader + Shock Proof Deluxe Case w/Strap + Memory Card Wallet + Lens Pen Cleaner +,K-5 Black 18-55,$1899.95,662425805235,,,,,,,
Battery Kit Includes An Extended on sale for $27.90,,8-December-2010,0628586193949,09-October-2014,,ButterflyPhoto,,,"Battery Kit Includes An Extended Replacement DMW-BLB13 (1500 mAH) Battery + Ac/Dc Rapid Travel Charger + 3PC Lens Cleaning Kit + LCD Clear Screen Protectors For The Panasonic Lumix DMC-G1, DMC-G10 12.1 MP Digital Camera",,$69.95,628586193949,,,,,,,
"Canon PowerShot S95, SD4000 IS Digital C on sale for $39.95",,26-September-2010,0628586183346,09-October-2014,,ButterflyPhoto,,,"Canon PowerShot S95, SD4000 IS Digital C",,,628586183346,,,,,,,
Battery Kit Includes 2 Extended on sale for $47.90,,8-December-2010,,09-October-2014,,ButterflyPhoto,,,"Battery Kit Includes 2 Extended Replacement DMW-BLB13 (1500 mAH) Batteries + Ac/Dc Rapid Travel Charger + 3PC Lens Cleaning Kit + LCD Clear Screen Protectors For The Panasonic Lumix DMC-G1, DMC-G10 12.1 MP Digital Camera",,$109.95,,,,,,,,
Sony CyberShot DSC-TX30/B 18MP Digital on sale for $174.99,Point-and-Shoot,21-June-2013,0027242862265,12-October-2014,,Sony,,,Sony CyberShot DSC-TX30/B 18MP Digital Camera with 5x Zoom (Black),DSC-TX30/B,$349.99,027242862265,,,,,,,
Panasonic Lumix DMC-G5KK 16MP Compact on sale for $349.95,Point-and-Shoot,9-September-2013,0885170098879,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-G5KK 16MP Compact System Camera with Full HD and 14-42mm Zoom,DMC-G5KK,$699.00,885170098879,,,,,,,
Canon Power-Shot SD3500IS 14.1MP Digital on sale for $287.98,,17-May-2010,0013803119183,09-October-2014,,Canon,14.1 MP,5 x,"Canon Power-Shot SD3500IS 14.1MP Digital Camera with Touchscreen LCD, 5x IS Zoom (Silver)",SD3500IS Silver,$379.99,013803119183,,00013803119183,,,,,
Fujifilm FinePix Real 3D W3 Essentials on sale for $99.90,,6-November-2010,0628586183988,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Essentials Accessory Kit Includes 32GB High Speed SD Memory card + Extended Replacement NP-50 (1100 mAH) Battery + Ac/Dc Rapid Travel Battery Charger + USB 2.0 High Speed Card Reader + Deluxe Hard Case + Gripster + More,,$229.95,628586183988,,,,,,,
Leica V-LUX 30 14.1MP Digital Camera on sale for $973.02,,24-June-2011,0799429181635,09-October-2014,,Leica Camera,14.1 MP,,"Leica V-LUX 30 14.1MP Digital Camera with 16x Zoom, 3"" Touchscreen, 3D, GPS",V-LUX 30,$749.00,799429181635,,,,,,,
Fujifilm X100 on sale for $1149.00,,20-July-2012,0610074527947,09-October-2014,,Fuji Photo Film,,,"Fujifilm X100 (Import) 12.3 MP APS-C CMOS EXR Digital Camera kit WSP Leather Case, 4Gb Card, Mini Tripod, Cleaning kit",,$1599.00,610074527947,,,,,,,
Sony Alpha NEX-F3 16.1 MP Compact Camera on sale for $359.14,SLR,19-June-2012,0027242849983,09-October-2014,,Sony,,,"Sony Alpha NEX-F3 16.1 MP Compact Camera with 18-55mm Lens (Silver, NEX-F3K/S)",NEXF3K/S,$599.99,027242849983,,,,,,,
Nikon D3X 24.5MP FX CMOS Digital SLR on sale for $6675.84,SLR,13-March-2013,0018208254422,09-October-2014,,Nikon,,,Nikon D3X 24.5MP FX CMOS Digital SLR Camera (Body Only),,,018208254422,,,,,,,
NP-W126 Repacement Battery For Fuji X-Pro on sale for $113.09,,6-November-2012,0662425822638,09-October-2014,,BVI,,,NP-W126 Repacement Battery For Fuji X-Pro 1 Accessory Kit,NP-W126,,662425822638,,,,,,,
Ultimate Accessory Package For The Sony on sale for $52.90,,2-June-2011,0628586165168,09-October-2014,,ButterflyPhoto,,,Ultimate Accessory Package For The Sony Alpha NEX-3 Includes 8gb SD High Speed Error Free Memory 2 Extra 1500 mAH Replacement NP-FW50 Batteries + Flexible Gripster Tripod + Deluxe Carrying Case + Lens Cleaning Kit,,$119.95,628586165168,,,,,,,
Fujifilm Finepix Z10fd 7.2MP Digital on sale for $273.20,,17-October-2007,0074101444902,09-October-2014,,Fuji Photo Film,,,Fujifilm Finepix Z10fd 7.2MP Digital Camera with 3x Optical Zoom (Black),FinePix Z10fd -,$249.95,074101444902,,00074101444902,2 lbs.,,7.0 - 7.9 Megapixels,,
Olympus SP-560UZ 8MP Digital Camera on sale for $899.00,,5-November-2007,,09-October-2014,,Olympus,,,Olympus SP-560UZ 8MP Digital Camera with Dual Image Stabilized 18x Optical Zoom,SP-560 UZ,$549.95,050332161429,,00050332161429,2 lbs.,,8.0 - 8.9 Megapixels,,Image Stabilization
Panasonic Lumix DMC-FZ1000 4K QFHD/HD 16X on sale for $969.99,Point and Shoot,18-September-2014,0840102106244,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-FZ1000 4K QFHD/HD 16X Long Zoom Digital Camera (Black) + Transcend 64 GB UH3 SD Card + 50 inch Tripod + Camera Bag + UV Filter,DMC-FZ1000K+64g,$1299.99,840102106244,,,,,,,
Nikon D200 10.2MP Digital SLR Camera on sale for $2999.95,SLR,3-November-2006,0018208099955,09-October-2014,,Nikon,,,Nikon D200 10.2MP Digital SLR Camera with 18-200mm f/3.5-5.6G ED-IF AF-S VR DX Nikkor Zoom Lens - D200 with 18-200mm Nikkor Lens,,$2539.99,018208099955,,00018208099955,8 lbs.,,10.0 - 10.9 Megapixels,,
Sony Cyber-shot DSC-WX50 16.2MP Digital on sale for $106.25,Point-and-Shoot,8-June-2012,0027242842755,09-October-2014,,Sony,,,"Sony Cyber-shot DSC-WX50 16.2MP Digital Camera with 5x Zoom (Black, DSCWX50/B)",DSCWX50/B,$199.99,027242842755,,,,,,,
Sony Cyber-shot DSC-W290 12 MP Digital on sale for $98.99,Point-and-Shoot,26-August-2009,0027242749153,09-October-2014,3 inches,Sony,12 MP,5 x,Sony Cyber-shot DSC-W290 12 MP Digital Camera with 5x Optical IS Zoom (Dark Blue),DSC-W290/L,$249.99,027242749153,,00027242749153,,,,Yes,
Panasonic Lumix DMC-FP8 12 Megapixel on sale for $269.99,Point-and-Shoot,9-March-2010,0037988263592,09-October-2014,2.7 inches,Panasonic,12.1 MP,4.6 x,Panasonic Lumix DMC-FP8 12 Megapixel Digital Camera with 4.6x IS Zoom and HD Video (Black),DMC-FP8P-K,$299.99,037988263592,,00037988263592,,,,Yes,
Canon EOS 6D 20.2MP Digital SLR Camera on sale for $2150.00,SLR,30-December-2013,0013803204155,03-October-2014,,Canon,,,Canon EOS 6D 20.2MP Digital SLR Camera with EF 24-105mm IS Lens Kit,8035B009,$2499.00,013803204155,,,,Made in USA,,,
Pentax K-01 16MP APS-C CMOS Compact on sale for $583.29,,9-December-2012,0662425827787,09-October-2014,,BVI,,,Pentax K-01 16MP APS-C CMOS Compact System Camera [Body] (White) + Extended Life Battery + 16GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + Professional Full,K-01 WHITE,$749.99,662425827787,,,,,,,
Nikon D3100 Digital SLR Camera on sale for $301.99,SLR,20-July-2012,0689466369014,09-October-2014,,Nikon,,,Nikon D3100 Digital SLR Camera (Body Only),_D3100,$699.95,689466369014,,,,,,,
Fujifilm FinePix XP30 14 MP Waterproof on sale for $293.79,,28-March-2012,0662425801374,09-October-2014,,Fuji Photo Film,,,Fujifilm FinePix XP30 14 MP Waterproof Digital Camera with Fujinon 5x Optical Zoom Lens and GPS Geo-Tagging Function (Orange) 4GB SD HC Card Battery and More Accessory Saver Bundle,FUJI XP30 ORANG,$249.95,662425801374,,,,,,,
NP-W126 Repacement Battery For Fuji X-Pro on sale for $82.59,,6-November-2012,0662425822614,09-October-2014,,BVI,,,"NP-W126 Repacement Battery For Fuji X-Pro 1 , HS30EXR, HS33EXR",NP-W126,,662425822614,,,,,,,
Sony Alpha NEX-5TL Compact on sale for $371.96,SLR,16-December-2013,0027242870741,09-October-2014,,Sony,,,Sony Alpha NEX-5TL Compact Interchangeable Lens Digital Camera with 16-50mm Zoom Lens,NEX5TL/B,$699.99,027242870741,,,,,,,
Fujifilm FinePix Real 3D W3 Essentials on sale for $82.90,,6-November-2010,,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Essentials Accessory Kit Includes 32GB High Speed SD Memory card + USB 2.0 High Speed Card Reader + Deluxe Hard Case + Mini Hdmi to Hdmi Cable + Mini Tripod + More,,,,,,,,,,
Sony Cybershot DSC-HX50V/B 20.4MP Digital on sale for $219.99,Point-and-Shoot,21-June-2013,0027242862227,09-October-2014,,Sony,,,Sony Cybershot DSC-HX50V/B 20.4MP Digital Camera with 30X Zoom (Black),DSC-HX50V/B,$449.99,027242862227,,,,,,,
Advanced Accessory Kit For The Canon on sale for $59.90,,23-November-2010,,09-October-2014,,ButterflyPhoto,,,Advanced Accessory Kit For The Canon SX30IS SX30 IS Digital Camera Includes USB 2.0 High Speed Card Reader + Extended Replacement NB-7L (1300 mAH) Battery + Ac/Dc Rapid Battery Charger + Deluxe Case + 52 Inch Tripod + 67 Inch Monopod + More,,$99.95,,,,,,,,
Nikon D3000 DSLR Camera on sale for $539.00,SLR,4-January-2010,0018208097180,09-October-2014,3 inches,Nikon,10 MP,3 x,Nikon D3000 DSLR Camera with 18-55mm f/3.5-5.6G and 55-200 AF-S DX VR Nikkor Zoom Lenses,D3000 18-55 & 5,$925.00,018208097180,,00018208097180,,,,Yes,
Panasonic Lumix TS4 12.1 TOUGH Waterproof on sale for $391.59,,12-June-2012,0662425823857,09-October-2014,,Panasonic,,,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Orange) W/8GB SDHC Memory + Extended Life BCF10 Battery + Ac/Dc Rapid Charger + Deluxe Case w/Strap + USB Card Reader + Mini HDMI Cable + Memory Card Wallet + Accessory Saver,DMC-TS4D Bundle,$729.95,662425823857,,,,,,,
Lomographic Holga Starter Kit on sale for $65.36,,17-October-2007,,09-October-2014,,Lomo Cameras,,,Lomographic Holga Starter Kit,,$70.00,839228008297,,00839228008297,2 lbs.,,,,
Sony Cybershot DSCS750 7.2MP Digital on sale for $179.99,,15-October-2008,0027242724945,09-October-2014,,Sony,,,Sony Cybershot DSCS750 7.2MP Digital Camera with 3x Optical Zoom,DSCS750,$211.70,027242724945,,00027242724945,1 lbs.,,7.0 - 7.9 Megapixels,,
Fujifilm FinePix Real 3D W3 Battery Kit on sale for $19.95,,6-November-2010,,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Battery Kit Includes Extended Replacement NP-50 (1100 mAH) Battery + Ac/Dc Rapid Travel Battery Charger + Deluxe Hard Case + LCD Clear Screen Protectors,,,,,,,,,,
Panasonic Lumix DMC-FZ4 4MP Digital on sale for $499.00,,10-March-2005,0037988985166,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-FZ4 4MP Digital Camera with 12x Image Stabilized Optical Zoom,DMC-FZ4PP-S,,037988985166,,,4 lbs.,,4.0 - 4.9 Megapixels,,Image Stabilization
Sony DSC-RX10/B Cyber-shot 20.2MP Digital on sale for $875.00,Point-and-Shoot,11-December-2013,0027242870796,10-October-2014,,Sony,,,Sony DSC-RX10/B Cyber-shot 20.2MP Digital Camera,DSCRX10/B,$1299.99,027242870796,,,,,,,
Pentax K-01 16MP APS-C CMOS Compact on sale for $377.99,,9-December-2012,0662425827718,09-October-2014,,BVI,,,Pentax K-01 16MP APS-C CMOS Compact System Camera [Body] (Black) + Extended Life Battery + 8GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + Professional Full S,K-01 BLACK,$749.99,662425827718,,,,,,,
Ultimate Accessory Kit For The Panasonic on sale for $159.90,,8-December-2010,0628586193864,09-October-2014,,ButterflyPhoto,12.1 MP,,Ultimate Accessory Kit For The Panasonic Lumix DMC-G10 12.1 MP Includes 32GB High Speed SD Memory card + Extended Replacement DMW-BLB13 (1500 mAH) Battery + Ac/Dc Rapid Travel Charger + Deluxe Carrying Case + 52 Inch Pro Tripod + Monopod + Much More,,$299.95,628586193864,,,,,,,
Fujifilm Finepix Z10fd 7.2MP Digital on sale for $46.98,,17-October-2007,0074101445107,09-October-2014,,Fuji Photo Film,,,Fujifilm Finepix Z10fd 7.2MP Digital Camera with 3x Optical Zoom (Hot Pink),FinePix Z10fd -,$299.95,074101445107,6.8 x 5.6 x 2.8 in.,00074101445107,1 lbs.,,7.0 - 7.9 Megapixels,,
